Parameter,Estimate,se
fsh_logq,-17.724000588400276,0.042557078522373434
fsh_logq,-17.036182267171856,0.02398280135763981
srv_logq,-16.36967047781721,0.022786410868732968
mr_logq,-0.04906736248853425,0.009709278757640164
log_rbar,12.926915356665914,0.09593404740472275
log_rec_devs,0.9263478576164537,0.5573868690934659
log_rec_devs,1.0806710205064418,0.6146788426692598
log_rec_devs,1.1754197704287053,0.6611217198171584
log_rec_devs,1.2301794051994295,0.7002219544273637
log_rec_devs,1.0796001326661484,0.625504400191296
log_rec_devs,3.798617419484766,0.17870024494760983
log_rec_devs,0.8054964873068866,0.522785759570559
log_rec_devs,0.7788046422952901,0.5105892098267214
log_rec_devs,0.7460407707687087,0.4959738296189045
log_rec_devs,0.7670630234647167,0.4921795956840814
log_rec_devs,0.7556932976137872,0.48019714964693283
log_rec_devs,0.705112358856113,0.46154343340685927
log_rec_devs,0.5596457216596803,0.43418409500731747
log_rec_devs,0.3112901785685497,0.4022423030704935
log_rec_devs,0.08084594974540706,0.37699455866691417
log_rec_devs,-0.10238867736972973,0.3590598941572258
log_rec_devs,-0.19669152151861488,0.34733524022967316
log_rec_devs,-0.22009346366894264,0.3398657968524464
log_rec_devs,-0.1369663262983332,0.3401009136614739
log_rec_devs,0.1849359080061109,0.3471806588410163
log_rec_devs,0.5251320129613621,0.3429273791229669
log_rec_devs,0.6344746597042946,0.3753453789855315
log_rec_devs,1.0151553765633792,0.36551096198023025
log_rec_devs,1.3348827573712498,0.31503433801880965
log_rec_devs,0.9457421392525646,0.3543949127454031
log_rec_devs,0.41901389275246154,0.3689046273989918
log_rec_devs,0.5668529517109046,0.3563135109102943
log_rec_devs,1.1307769691242613,0.2556524681537726
log_rec_devs,0.37745987854748725,0.35962602910239894
log_rec_devs,0.31107210276202985,0.3397209327375409
log_rec_devs,0.5194602917685072,0.31845611123564477
log_rec_devs,0.3851725535051188,0.33524298880034353
log_rec_devs,0.28328434666960145,0.33251277427066384
log_rec_devs,0.3863222504173014,0.32228963377202974
log_rec_devs,0.4897558613047316,0.297990746351957
log_rec_devs,0.0321120992450943,0.33169087689141435
log_rec_devs,0.07896000447345723,0.33016880487612704
log_rec_devs,0.3436411635764832,0.3400088728892068
log_rec_devs,0.8891795995938244,0.3234111002777418
log_rec_devs,1.0662997966603662,0.32091792437812466
log_rec_devs,0.44817256852866894,0.4305179155005992
log_rec_devs,3.032380687576178,0.259617806604449
log_rec_devs,1.1612201287071982,0.6597709593513869
log_rec_devs,0.9249676788686632,0.5571214288962381
log_rec_devs,0.7690708864175655,0.5120451595584684
log_rinit,13.293678954705683,0.14621922002408203
log_rinit_devs,0.8391987452445359,0.5245697120170518
log_rinit_devs,0.8067173700238487,0.5181822710179262
log_rinit_devs,0.7867924334429505,0.5145072869301981
log_rinit_devs,0.771819689143828,0.5115237748029061
log_rinit_devs,0.7582380964269132,0.5085565398402332
log_rinit_devs,0.7449333878240425,0.5055165878556603
log_rinit_devs,0.7339043697511937,0.502985466049247
log_rinit_devs,0.7213424968999169,0.5001992172741571
log_rinit_devs,0.7125369083526832,0.49823505001348856
log_rinit_devs,0.7066786431373626,0.4969152554863631
log_rinit_devs,0.7026092264700933,0.4959853958150733
log_rinit_devs,0.6997144380642111,0.4953117992453878
log_rinit_devs,0.6978142838853104,0.49485816800909405
log_rinit_devs,0.6968264987005856,0.4946094420030598
log_rinit_devs,0.6964699383457071,0.49449586135080453
log_rinit_devs,0.6966864946289144,0.49453149255721646
log_rinit_devs,0.69724462541776,0.4946398900130852
log_rinit_devs,0.6980664773362797,0.4948113957467039
log_rinit_devs,0.6990989121686831,0.49503547363910755
log_rinit_devs,0.7001490596361778,0.49526666232668
log_rinit_devs,0.7013631513787488,0.4955394030879574
log_rinit_devs,0.7024824684207615,0.49579283293513277
log_rinit_devs,0.7034577764012101,0.4960147134712566
log_rinit_devs,0.7044949611764061,0.49625330879649093
log_rinit_devs,0.7059075546248422,0.4965838860569482
log_rinit_devs,0.7071913078669494,0.4968863596419236
log_rinit_devs,0.7083612788273502,0.49716344288240544
log_rinit_devs,0.7093850304520514,0.49741927793965685
log_Fbar,-2.6465262106368987,0.3346482013424396
log_F_devs,-0.7902742572004989,0.35241283096719317
log_F_devs,-0.7867768265331162,0.35164603304547937
log_F_devs,-1.3279080624431574,0.3505038259514963
log_F_devs,-0.9766686752125373,0.34898340081991375
log_F_devs,-0.5463474981925378,0.3473066047156205
log_F_devs,-0.8467891689969466,0.3452722564086339
log_F_devs,-1.0962681226047721,0.3429826947233675
log_F_devs,-0.9438085707112338,0.3414828510248599
log_F_devs,-0.6302510393564407,0.33998578193864665
