Parameter,Estimate,se
log_srv_slx_pars,1.4360849457054115,0.3432993421755805
log_srv_slx_pars.1,1.016816491773582,0.10012295273930517
log_srv_slx_pars.2,-0.5747227809313741,0.42661028511273125
log_srv_slx_pars.3,-0.10840790325117111,0.14753301877441247
log_srv_slx_pars.4,0.6254123394692545,0.21064867120430003
log_srv_slx_pars.5,0.4952384649458828,0.06573797064868782
log_srv_slx_pars.6,0.4356630215415286,0.3809211770875035
log_srv_slx_pars.7,0.9105392843038109,0.18937322845968177
fsh_logq,-17.70074754921939,0.04187886798433689
fsh_logq.1,-17.34425194236389,0.030241452770275217
srv_logq,-16.94497872487227,0.06327491149638256
srv_logq.1,-16.840552519991274,0.03468177671586001
mr_logq,-0.03649308923502927,0.00981213942120048
log_rbar,13.657100177163398,0.09018300217056596
log_rinit,13.86381528250315,0.13887500650950976
log_sigma_r,-0.6627345523018947,0.08788904777944061
log_Fbar,-2.9428782165484404,0.32391729234523664
log_spr_Fxx,-2.3106228346746494,0.2528848351559582
log_spr_Fxx.1,-2.486307946180678,0.24498839179621998
log_spr_Fxx.2,-2.8300807488416964,0.24426913064572991
log_spr_Fxx.3,-3.186028854122549,0.26257511090781366
log_spr_Fxx.4,-3.585133715083212,0.3077547896481322
pred_rec,1186562.7349714937,685682.2652491138
pred_rec.1,1206206.2321242352,705251.1936525668
pred_rec.2,1215964.8081091887,718703.9595545717
pred_rec.3,1185348.6830117758,693874.5345360965
pred_rec.4,19751006.880966924,2138348.518928655
pred_rec.5,1148735.8974729308,657270.2679302567
pred_rec.6,1158349.1943573258,654087.7006735208
pred_rec.7,1191244.0362052564,661136.6700188135
pred_rec.8,1189386.9693660133,632985.9619477275
pred_rec.9,1141871.4367474047,576737.8243438979
pred_rec.10,1027410.2622402944,488144.69899867044
pred_rec.11,892932.9459062193,397416.2968561672
pred_rec.12,777832.9823299332,326061.1481636403
pred_rec.13,672121.9405452076,267178.4064821611
pred_rec.14,590505.3886332797,225622.52538340565
pred_rec.15,563227.1930786114,209692.09019046428
pred_rec.16,590606.5629323474,214276.87378688008
pred_rec.17,628281.1485952304,221303.97876376053
pred_rec.18,597450.319592944,207963.75197387123
pred_rec.19,572976.1901078945,198074.9742978821
pred_rec.20,707893.581268864,241206.1371149218
pred_rec.21,878266.040969326,302550.74146272277
pred_rec.22,1172565.349444674,393143.76145235973
pred_rec.23,1640307.8870882436,462993.84469940315
pred_rec.24,1723517.0158251864,475141.77568159654
pred_rec.25,1261423.9349912193,415544.6561787686
pred_rec.26,1158385.3698853822,369572.7913442313
pred_rec.27,971137.3625942846,305662.32217440644
pred_rec.28,697555.3992892317,231849.58230631068
pred_rec.29,651606.2537687022,216717.57528833539
pred_rec.30,867467.96661362,235397.95284062318
pred_rec.31,641219.0247233089,200733.8845882037
pred_rec.32,547188.510699461,169926.76014951855
pred_rec.33,529900.7923164681,182003.65274483565
pred_rec.34,1427438.469052681,254510.56918771088
pred_rec.35,667671.7992139908,193591.14325478213
pred_rec.36,317571.008608728,99165.87495525177
pred_rec.37,341251.15536018484,96244.9441991287
pred_rec.38,393098.7929576716,113356.54021011609
pred_rec.39,694291.7615479677,186504.79677805663
pred_rec.40,1412528.3468602467,291092.3731140664
pred_rec.41,1299121.0018379542,355000.26436840906
pred_rec.42,1374576.0533175406,464087.8573740392
pred_rec.43,5042356.763241831,570749.5844316436
pred_rec.44,984743.621879836,437712.5015627053
pred_rec.45,1364938.2631517937,492864.22658828564
pred_rec.46,1423339.0907830647,675720.0007733505
pred_rec.47,1121189.0899879294,572661.7061537856
