Likelihood component,Likelihood,Percent of data likelihood
Catch,13.317203620380216,0.7602915251727496
Fishery CPUE,154.40775342918428,8.815282074197246
Survey CPUE,96.79872873093557,5.52632934056805
Mark-recapture abundance,86.34765574748282,4.92966787583525
Fishery ages,223.33046846691013,12.750143898708666
Survey ages,270.22090807435507,15.427162652901686
Fishery lengths,366.7537121806781,20.93831010963053
Survey lengths,540.4153183697035,30.85281252298583
Data likelihood,1751.5917486196297,100
Fishing mortality penalty,1.3704583101715642,0.07824073796029103
Recruitment likelihood,-12.44676017734607,-0.710597100446205
SPR penalty,1.756448109281159e-29,1.0027725414128929e-30
Sum of catchability priors,6.658747809579057,0.3801540978271102
Total likelihood,1747.1741945620345,99.74779773534121
