year,model,P,Estimate,q975,q025,deviance,parameter_penalty,delta_DIC
2018,Model0,1,2922204.4637096776,3280562.4310382,2563846.496381155,NA,NA,NA
2018,Model1,6,2702393.734695131,3234291.671119012,2254475.5605579535,38.785997432518755,3.63681286115378,0
2018,Model2,6,3040320.833320496,3863683.491784454,2424141.394099275,38.31433969245197,4.164428798618691,0.06
2018,Model3,6,2690995.197203496,3224576.6450047777,2250297.434182102,80.29720981328217,7.67623647217088,45.55
2018,Model4,6,2870310.6140081384,3482739.6127449763,2373469.5830056835,73.39863386623925,9.964906066019948,40.94
