year,model,P,Estimate,q975,q025,deviance,parameter_penalty,delta_DIC
2022,Model0,1,4156751.17847769,4564845.6847491,3748656.6722062794,NA,NA,NA
2022,Model1,6,3925208.1067965366,4716382.692755408,3263707.397743926,42.04753032016412,4.568782224914746,0.11
2022,Model2,6,4236602.394431528,5365231.545989938,3412787.8374006925,41.74062167645235,4.7647146313969335,0
2022,Model3,6,3880710.2994169765,4665897.515431606,3223828.661841529,103.21023027179275,8.491236326220324,65.2
2022,Model4,6,3936243.33599305,4886597.203329223,3216558.4122896534,102.65720081176603,16.836009868374234,72.99
