year,model,P,Estimate,q025,q975,deviance,parameter_penalty,delta_DIC
2017,Model0,1,2517481.275,NA,NA,NA,NA,NA
2017,Model1,6,2122673.2232927093,1778852.360084664,2585529.806109225,38.11293805440445,3.6569969816831147,0
2017,Model2,6,2145707.7995459093,1774421.2767148374,2665680.8625249965,38.543764934378586,4.049227728470254,0.82
2017,Model3,6,2107459.8660902893,1755490.558510326,2566178.294450074,87.01287885791318,7.4888995470531645,52.73
2017,Model4,6,2202930.367961782,1806799.8793029664,2765638.559552491,86.23163197522084,9.319563195113211,53.78
