"Category","Time","Stratum","Units","Estimate","Std. Error for Estimate","Std. Error for ln(Estimate)"
"1","1997","Stratum_1"," [kg*km2/km2]",146.401024296904,4.61383956100865,0.0317100674415897
"1","1998","Stratum_1"," [kg*km2/km2]",156.846010743532,4.80258255579595,0.0308081853667032
"1","1999","Stratum_1"," [kg*km2/km2]",152.465416774879,4.75086967582345,0.0313515861665952
"1","2000","Stratum_1"," [kg*km2/km2]",127.31263737888,3.90667407809465,0.030868342486159
"1","2001","Stratum_1"," [kg*km2/km2]",189.502098157617,5.96368666686239,0.0316640934514607
"1","2002","Stratum_1"," [kg*km2/km2]",163.68297975276,4.99607242784274,0.0307067508169486
"1","2003","Stratum_1"," [kg*km2/km2]",175.669284071775,5.32819206176261,0.0305152889913442
"1","2004","Stratum_1"," [kg*km2/km2]",161.087991455783,4.91613766456318,0.0307029106769341
"1","2005","Stratum_1"," [kg*km2/km2]",192.497043754335,5.88065718768203,0.030736422756341
"1","2006","Stratum_1"," [kg*km2/km2]",162.975002684519,4.99682258723396,0.0308485760658151
"1","2007","Stratum_1"," [kg*km2/km2]",170.643941074383,5.20684405013615,0.0307009039981325
"1","2008","Stratum_1"," [kg*km2/km2]",167.584579162359,5.23101430554424,0.0314091415262808
"1","2009","Stratum_1"," [kg*km2/km2]",166.741585215502,5.1097120006568,0.030833638218476
"1","2010","Stratum_1"," [kg*km2/km2]",163.443144286071,4.99058773614105,0.0307212896656642
"1","2011","Stratum_1"," [kg*km2/km2]",193.328829305648,6.0039116197606,0.0312459538790015
"1","2012","Stratum_1"," [kg*km2/km2]",205.49223741078,6.26703276207776,0.0306832901071625
"1","2013","Stratum_1"," [kg*km2/km2]",157.336748636958,4.88761382584602,0.0312571722095408
"1","2014","Stratum_1"," [kg*km2/km2]",158.247726309993,4.87645696942442,0.0310047004489438
"1","2015","Stratum_1"," [kg*km2/km2]",136.773643671106,4.253860292301,0.0312945329604374
"1","2016","Stratum_1"," [kg*km2/km2]",154.041580927803,4.85933534927259,0.0317432612252887
"1","2017","Stratum_1"," [kg*km2/km2]",171.013281843629,5.57599472135932,0.0328132109480238
"1","2018","Stratum_1"," [kg*km2/km2]",158.270143843036,5.26477363996967,0.0334815564820664
"1","2019","Stratum_1"," [kg*km2/km2]",142.750451061962,4.82435892034559,0.0340220964272638
"1","2020","Stratum_1"," [kg*km2/km2]",272.24095993504,8.57193299213426,0.0316805300655389
"1","2021","Stratum_1"," [kg*km2/km2]",255.774006474665,8.65033585907191,0.0340503840364846
"1","2022","Stratum_1"," [kg*km2/km2]",268.160833217909,8.38651125231246,0.0314690472741489
