"Category","Time","Stratum","Units","Estimate","Std. Error for Estimate","Std. Error for ln(Estimate)"
"1","1997","Stratum_1"," [kg]",113.437400072346,5.45965388865263,0.0484141674812546
"1","1998","Stratum_1"," [kg]",119.554018798968,5.96347838522234,0.0501789012460638
"1","1999","Stratum_1"," [kg]",114.613234569397,5.83891229908091,0.0512445135654494
"1","2000","Stratum_1"," [kg]",97.9961477672041,4.89746844771672,0.0502698377623974
"1","2001","Stratum_1"," [kg]",145.051858558647,7.39077963075062,0.0512557755190851
"1","2002","Stratum_1"," [kg]",127.335202380949,6.1673566927209,0.0487220522001585
"1","2003","Stratum_1"," [kg]",137.654945201598,6.5605643033191,0.047943976196754
"1","2004","Stratum_1"," [kg]",127.024716232859,5.96668218015596,0.0472518412567014
"1","2005","Stratum_1"," [kg]",151.797605397699,7.14408917655854,0.0473463190587584
"1","2006","Stratum_1"," [kg]",127.508596684047,6.06018927720526,0.0478134088350328
"1","2007","Stratum_1"," [kg]",134.371763643214,6.27867915908312,0.0470084933783478
"1","2008","Stratum_1"," [kg]",132.019397855087,6.3638896111408,0.0484965482123869
"1","2009","Stratum_1"," [kg]",130.677139174647,6.27701273671935,0.0483259348191387
"1","2010","Stratum_1"," [kg]",129.246705287995,6.08659037876925,0.0473762817985621
"1","2011","Stratum_1"," [kg]",149.105941876339,7.30829857060254,0.0493057506451132
"1","2012","Stratum_1"," [kg]",160.307078340038,7.71381462698858,0.048406814773409
"1","2013","Stratum_1"," [kg]",122.408778025744,5.90776879370132,0.0485499792794381
"1","2014","Stratum_1"," [kg]",122.100474332502,6.0717444761805,0.0500271547871106
"1","2015","Stratum_1"," [kg]",106.293706095802,5.13740518376246,0.0486234209949434
"1","2016","Stratum_1"," [kg]",118.872043948707,5.91435202996512,0.0500594246657369
"1","2017","Stratum_1"," [kg]",132.780122046275,6.48136815368141,0.0491125751358598
"1","2018","Stratum_1"," [kg]",121.776603123226,6.12358126882975,0.0505933610270625
"1","2019","Stratum_1"," [kg]",110.741529070979,5.76444302237542,0.0523933532783884
"1","2020","Stratum_1"," [kg]",204.190130262337,10.9097158832087,0.0537526884489079
"1","2021","Stratum_1"," [kg]",196.683676728998,10.2240308315669,0.0523296580891012
