year,model,P,Estimate,q975,q025,deviance,parameter_penalty,delta_DIC
2020,Model1,6,3134740.3415600457,3894164.392240084,2513042.017474112,29.979064069613926,3.2523665789090814,0
2020,Model2,6,3197889.7023350894,4034505.1077713748,2550855.6018572566,30.29220824879919,3.5417269870261916,0.6
2020,Model3,6,3096906.193719757,3839781.315682957,2496551.1785224355,65.64317954558778,7.057743712277384,39.47
2020,Model4,6,3154918.049007701,3927612.6955414726,2541686.380889469,66.66529428105284,9.156927492464323,42.59
