Source,Sex,year,age,n,proportion,N_year,N,weight,proportion_scaled,Age
LL survey,Male,1997,31,3,0.011,273,7270,0.0375515818431912,4.1306740027510314e-4,31
LL survey,Male,1997,32,3,0.011,273,7270,0.0375515818431912,4.1306740027510314e-4,32
LL survey,Male,1997,33,4,0.0147,273,7270,0.0375515818431912,5.520082530949106e-4,33
LL survey,Male,1997,34,4,0.0147,273,7270,0.0375515818431912,5.520082530949106e-4,34
LL survey,Male,1997,35,2,0.0073,273,7270,0.0375515818431912,2.7412654745529575e-4,35
LL survey,Male,1997,36,3,0.011,273,7270,0.0375515818431912,4.1306740027510314e-4,36
LL survey,Male,1997,37,3,0.011,273,7270,0.0375515818431912,4.1306740027510314e-4,37
LL survey,Male,1997,38,4,0.0147,273,7270,0.0375515818431912,5.520082530949106e-4,38
LL survey,Male,1997,39,4,0.0147,273,7270,0.0375515818431912,5.520082530949106e-4,39
LL survey,Male,1997,40,1,0.0037,273,7270,0.0375515818431912,1.3894085281980744e-4,40
LL survey,Male,1997,41,0,0,NA,NA,NA,NA,41
LL survey,Male,1997,42,15,0.0549,273,7270,0.0375515818431912,0.002061581843191197,42
LL survey,Male,1998,2,0,0,NA,NA,NA,NA,2
LL survey,Male,1998,3,1,0.0063,158,7270,0.02173314993122421,1.3691884456671252e-4,3
LL survey,Male,1998,4,5,0.0316,158,7270,0.02173314993122421,6.867675378266851e-4,4
LL survey,Male,1998,5,9,0.057,158,7270,0.02173314993122421,0.00123878954607978,5
LL survey,Male,1998,6,7,0.0443,158,7270,0.02173314993122421,9.627785419532325e-4,6
LL survey,Male,1998,7,4,0.0253,158,7270,0.02173314993122421,5.498486932599725e-4,7
LL survey,Male,1998,8,3,0.019,158,7270,0.02173314993122421,4.1292984869325996e-4,8
LL survey,Male,1998,9,5,0.0316,158,7270,0.02173314993122421,6.867675378266851e-4,9
LL survey,Male,1998,10,8,0.0506,158,7270,0.02173314993122421,0.001099697386519945,10
LL survey,Male,1998,11,2,0.0127,158,7270,0.02173314993122421,2.7601100412654746e-4,11
LL survey,Male,1998,12,4,0.0253,158,7270,0.02173314993122421,5.498486932599725e-4,12
LL survey,Male,1998,13,2,0.0127,158,7270,0.02173314993122421,2.7601100412654746e-4,13
LL survey,Male,1998,14,1,0.0063,158,7270,0.02173314993122421,1.3691884456671252e-4,14
LL survey,Male,1998,15,5,0.0316,158,7270,0.02173314993122421,6.867675378266851e-4,15
LL survey,Male,1998,16,4,0.0253,158,7270,0.02173314993122421,5.498486932599725e-4,16
LL survey,Male,1998,17,8,0.0506,158,7270,0.02173314993122421,0.001099697386519945,17
LL survey,Male,1998,18,8,0.0506,158,7270,0.02173314993122421,0.001099697386519945,18
LL survey,Male,1998,19,5,0.0316,158,7270,0.02173314993122421,6.867675378266851e-4,19
LL survey,Male,1998,20,6,0.038,158,7270,0.02173314993122421,8.258596973865199e-4,20
LL survey,Male,1998,21,7,0.0443,158,7270,0.02173314993122421,9.627785419532325e-4,21
LL survey,Male,1998,22,11,0.0696,158,7270,0.02173314993122421,0.001512627235213205,22
LL survey,Male,1998,23,5,0.0316,158,7270,0.02173314993122421,6.867675378266851e-4,23
LL survey,Male,1998,24,6,0.038,158,7270,0.02173314993122421,8.258596973865199e-4,24
LL survey,Male,1998,25,1,0.0063,158,7270,0.02173314993122421,1.3691884456671252e-4,25
LL survey,Male,1998,26,7,0.0443,158,7270,0.02173314993122421,9.627785419532325e-4,26
LL survey,Male,1998,27,4,0.0253,158,7270,0.02173314993122421,5.498486932599725e-4,27
LL survey,Male,1998,28,5,0.0316,158,7270,0.02173314993122421,6.867675378266851e-4,28
LL survey,Male,1998,29,3,0.019,158,7270,0.02173314993122421,4.1292984869325996e-4,29
LL survey,Male,1998,30,5,0.0316,158,7270,0.02173314993122421,6.867675378266851e-4,30
LL survey,Male,1998,31,0,0,NA,NA,NA,NA,31
LL survey,Male,1998,32,0,0,NA,NA,NA,NA,32
LL survey,Male,1998,33,2,0.0127,158,7270,0.02173314993122421,2.7601100412654746e-4,33
LL survey,Male,1998,34,1,0.0063,158,7270,0.02173314993122421,1.3691884456671252e-4,34
LL survey,Male,1998,35,1,0.0063,158,7270,0.02173314993122421,1.3691884456671252e-4,35
LL survey,Male,1998,36,2,0.0127,158,7270,0.02173314993122421,2.7601100412654746e-4,36
LL survey,Male,1998,37,2,0.0127,158,7270,0.02173314993122421,2.7601100412654746e-4,37
LL survey,Male,1998,38,2,0.0127,158,7270,0.02173314993122421,2.7601100412654746e-4,38
LL survey,Male,1998,39,1,0.0063,158,7270,0.02173314993122421,1.3691884456671252e-4,39
LL survey,Male,1998,40,0,0,NA,NA,NA,NA,40
LL survey,Male,1998,41,1,0.0063,158,7270,0.02173314993122421,1.3691884456671252e-4,41
LL survey,Male,1998,42,5,0.0316,158,7270,0.02173314993122421,6.867675378266851e-4,42
LL survey,Male,1999,2,8,0.0435,184,7270,0.02530949105914718,0.0011009628610729023,2
LL survey,Male,1999,3,7,0.038,184,7270,0.02530949105914718,9.617606602475928e-4,3
LL survey,Male,1999,4,15,0.0815,184,7270,0.02530949105914718,0.0020627235213204953,4
LL survey,Male,1999,5,7,0.038,184,7270,0.02530949105914718,9.617606602475928e-4,5
LL survey,Male,1999,6,15,0.0815,184,7270,0.02530949105914718,0.0020627235213204953,6
LL survey,Male,1999,7,11,0.0598,184,7270,0.02530949105914718,0.0015135075653370013,7
LL survey,Male,1999,8,8,0.0435,184,7270,0.02530949105914718,0.0011009628610729023,8
LL survey,Male,1999,9,6,0.0326,184,7270,0.02530949105914718,8.25089408528198e-4,9
LL survey,Male,1999,10,5,0.0272,184,7270,0.02530949105914718,6.884181568088032e-4,10
LL survey,Male,1999,11,3,0.0163,184,7270,0.02530949105914718,4.12544704264099e-4,11
LL survey,Male,1999,12,0,0,NA,NA,NA,NA,12
LL survey,Male,1999,13,2,0.0109,184,7270,0.02530949105914718,2.758734525447043e-4,13
LL survey,Male,1999,14,5,0.0272,184,7270,0.02530949105914718,6.884181568088032e-4,14
LL survey,Male,1999,15,4,0.0217,184,7270,0.02530949105914718,5.492159559834938e-4,15
LL survey,Male,1999,16,6,0.0326,184,7270,0.02530949105914718,8.25089408528198e-4,16
LL survey,Male,1999,17,5,0.0272,184,7270,0.02530949105914718,6.884181568088032e-4,17
LL survey,Male,1999,18,6,0.0326,184,7270,0.02530949105914718,8.25089408528198e-4,18
LL survey,Male,1999,19,4,0.0217,184,7270,0.02530949105914718,5.492159559834938e-4,19
LL survey,Male,1999,20,9,0.0489,184,7270,0.02530949105914718,0.001237634112792297,20
LL survey,Male,1999,21,5,0.0272,184,7270,0.02530949105914718,6.884181568088032e-4,21
LL survey,Male,1999,22,6,0.0326,184,7270,0.02530949105914718,8.25089408528198e-4,22
LL survey,Male,1999,23,10,0.0543,184,7270,0.02530949105914718,0.0013743053645116918,23
LL survey,Male,1999,24,6,0.0326,184,7270,0.02530949105914718,8.25089408528198e-4,24
LL survey,Male,1999,25,1,0.0054,184,7270,0.02530949105914718,1.3667125171939478e-4,25
LL survey,Male,1999,26,2,0.0109,184,7270,0.02530949105914718,2.758734525447043e-4,26
LL survey,Male,1999,27,2,0.0109,184,7270,0.02530949105914718,2.758734525447043e-4,27
LL survey,Male,1999,28,2,0.0109,184,7270,0.02530949105914718,2.758734525447043e-4,28
LL survey,Male,1999,29,2,0.0109,184,7270,0.02530949105914718,2.758734525447043e-4,29
LL survey,Male,1999,30,2,0.0109,184,7270,0.02530949105914718,2.758734525447043e-4,30
LL survey,Male,1999,31,2,0.0109,184,7270,0.02530949105914718,2.758734525447043e-4,31
LL survey,Male,1999,32,3,0.0163,184,7270,0.02530949105914718,4.12544704264099e-4,32
LL survey,Male,1999,33,2,0.0109,184,7270,0.02530949105914718,2.758734525447043e-4,33
LL survey,Male,1999,34,2,0.0109,184,7270,0.02530949105914718,2.758734525447043e-4,34
LL survey,Male,1999,35,0,0,NA,NA,NA,NA,35
LL survey,Male,1999,36,1,0.0054,184,7270,0.02530949105914718,1.3667125171939478e-4,36
LL survey,Male,1999,37,0,0,NA,NA,NA,NA,37
LL survey,Male,1999,38,0,0,NA,NA,NA,NA,38
LL survey,Male,1999,39,1,0.0054,184,7270,0.02530949105914718,1.3667125171939478e-4,39
LL survey,Male,1999,40,1,0.0054,184,7270,0.02530949105914718,1.3667125171939478e-4,40
LL survey,Male,1999,41,1,0.0054,184,7270,0.02530949105914718,1.3667125171939478e-4,41
LL survey,Male,1999,42,7,0.038,184,7270,0.02530949105914718,9.617606602475928e-4,42
LL survey,Male,2e3,2,4,0.0207,193,7270,0.026547455295735902,5.495323246217332e-4,2
LL survey,Male,2e3,3,5,0.0259,193,7270,0.026547455295735902,6.875790921595598e-4,3
LL survey,Male,2e3,4,8,0.0415,193,7270,0.026547455295735902,0.00110171939477304,4
LL survey,Male,2e3,5,16,0.0829,193,7270,0.026547455295735902,0.0022007840440165065,5
LL survey,Male,2e3,6,25,0.1295,193,7270,0.026547455295735902,0.0034378954607977995,6
LL survey,Male,2e3,7,19,0.0984,193,7270,0.026547455295735902,0.002612269601100413,7
LL survey,Male,2e3,8,14,0.0725,193,7270,0.026547455295735902,0.0019246905089408527,8
LL survey,Male,2e3,9,2,0.0104,193,7270,0.026547455295735902,2.7609353507565337e-4,9
LL survey,Male,2e3,10,5,0.0259,193,7270,0.026547455295735902,6.875790921595598e-4,10
LL survey,Male,2e3,11,5,0.0259,193,7270,0.026547455295735902,6.875790921595598e-4,11
LL survey,Male,2e3,12,2,0.0104,193,7270,0.026547455295735902,2.7609353507565337e-4,12
LL survey,Male,2e3,13,0,0,NA,NA,NA,NA,13
LL survey,Male,2e3,14,4,0.0207,193,7270,0.026547455295735902,5.495323246217332e-4,14
LL survey,Male,2e3,15,1,0.0052,193,7270,0.026547455295735902,1.3804676753782668e-4,15
LL survey,Male,2e3,16,3,0.0155,193,7270,0.026547455295735902,4.1148555708390647e-4,16
LL survey,Male,2e3,17,1,0.0052,193,7270,0.026547455295735902,1.3804676753782668e-4,17
LL survey,Male,2e3,18,1,0.0052,193,7270,0.026547455295735902,1.3804676753782668e-4,18
LL survey,Male,2e3,19,2,0.0104,193,7270,0.026547455295735902,2.7609353507565337e-4,19
LL survey,Male,2e3,20,3,0.0155,193,7270,0.026547455295735902,4.1148555708390647e-4,20
LL survey,Male,2e3,21,5,0.0259,193,7270,0.026547455295735902,6.875790921595598e-4,21
LL survey,Male,2e3,22,11,0.057,193,7270,0.026547455295735902,0.0015132049518569465,22
LL survey,Male,2e3,23,11,0.057,193,7270,0.026547455295735902,0.0015132049518569465,23
LL survey,Male,2e3,24,9,0.0466,193,7270,0.026547455295735902,0.001237111416781293,24
LL survey,Male,2e3,25,12,0.0622,193,7270,0.026547455295735902,0.001651251719394773,25
LL survey,Male,2e3,26,5,0.0259,193,7270,0.026547455295735902,6.875790921595598e-4,26
LL survey,Male,2e3,27,1,0.0052,193,7270,0.026547455295735902,1.3804676753782668e-4,27
LL survey,Male,2e3,28,1,0.0052,193,7270,0.026547455295735902,1.3804676753782668e-4,28
LL survey,Male,2e3,29,0,0,NA,NA,NA,NA,29
LL survey,Male,2e3,30,2,0.0104,193,7270,0.026547455295735902,2.7609353507565337e-4,30
LL survey,Male,2e3,31,0,0,NA,NA,NA,NA,31
LL survey,Male,2e3,32,2,0.0104,193,7270,0.026547455295735902,2.7609353507565337e-4,32
LL survey,Male,2e3,33,0,0,NA,NA,NA,NA,33
LL survey,Male,2e3,34,0,0,NA,NA,NA,NA,34
LL survey,Male,2e3,35,1,0.0052,193,7270,0.026547455295735902,1.3804676753782668e-4,35
LL survey,Male,2e3,36,0,0,NA,NA,NA,NA,36
LL survey,Male,2e3,37,0,0,NA,NA,NA,NA,37
LL survey,Male,2e3,38,1,0.0052,193,7270,0.026547455295735902,1.3804676753782668e-4,38
LL survey,Male,2e3,39,0,0,NA,NA,NA,NA,39
LL survey,Male,2e3,40,0,0,NA,NA,NA,NA,40
LL survey,Male,2e3,41,0,0,NA,NA,NA,NA,41
LL survey,Male,2e3,42,12,0.0622,193,7270,0.026547455295735902,0.001651251719394773,42
LL survey,Male,2001,2,2,0.0073,275,7270,0.03782668500687758,2.7613480055020635e-4,2
LL survey,Male,2001,3,8,0.0291,275,7270,0.03782668500687758,0.0011007565337001377,3
LL survey,Male,2001,4,14,0.0509,275,7270,0.03782668500687758,0.001925378266850069,4
LL survey,Male,2001,5,19,0.0691,275,7270,0.03782668500687758,0.002613823933975241,5
LL survey,Male,2001,6,25,0.0909,275,7270,0.03782668500687758,0.003438445667125172,6
LL survey,Male,2001,7,12,0.0436,275,7270,0.03782668500687758,0.0016492434662998625,7
LL survey,Male,2001,8,17,0.0618,275,7270,0.03782668500687758,0.0023376891334250345,8
LL survey,Male,2001,9,12,0.0436,275,7270,0.03782668500687758,0.0016492434662998625,9
LL survey,Male,2001,10,12,0.0436,275,7270,0.03782668500687758,0.0016492434662998625,10
LL survey,Male,2001,11,8,0.0291,275,7270,0.03782668500687758,0.0011007565337001377,11
LL survey,Male,2001,12,12,0.0436,275,7270,0.03782668500687758,0.0016492434662998625,12
LL survey,Male,2001,13,6,0.0218,275,7270,0.03782668500687758,8.246217331499313e-4,13
LL survey,Male,2001,14,8,0.0291,275,7270,0.03782668500687758,0.0011007565337001377,14
LL survey,Male,2001,15,11,0.04,275,7270,0.03782668500687758,0.0015130674002751033,15
LL survey,Male,2001,16,16,0.0582,275,7270,0.03782668500687758,0.0022015130674002755,16
LL survey,Male,2001,17,6,0.0218,275,7270,0.03782668500687758,8.246217331499313e-4,17
LL survey,Male,2001,18,9,0.0327,275,7270,0.03782668500687758,0.001236932599724897,18
LL survey,Male,2001,19,12,0.0436,275,7270,0.03782668500687758,0.0016492434662998625,19
LL survey,Male,2001,20,8,0.0291,275,7270,0.03782668500687758,0.0011007565337001377,20
LL survey,Male,2001,21,13,0.0473,275,7270,0.03782668500687758,0.0017892022008253097,21
LL survey,Male,2001,22,8,0.0291,275,7270,0.03782668500687758,0.0011007565337001377,22
LL survey,Male,2001,23,8,0.0291,275,7270,0.03782668500687758,0.0011007565337001377,23
LL survey,Male,2001,24,8,0.0291,275,7270,0.03782668500687758,0.0011007565337001377,24
LL survey,Male,2001,25,4,0.0145,275,7270,0.03782668500687758,5.484869325997249e-4,25
LL survey,Male,2001,26,3,0.0109,275,7270,0.03782668500687758,4.1231086657496564e-4,26
LL survey,Male,2001,27,1,0.0036,275,7270,0.03782668500687758,1.361760660247593e-4,27
LL survey,Male,2001,28,0,0,NA,NA,NA,NA,28
LL survey,Male,2001,29,0,0,NA,NA,NA,NA,29
LL survey,Male,2001,30,4,0.0145,275,7270,0.03782668500687758,5.484869325997249e-4,30
LL survey,Male,2001,31,0,0,NA,NA,NA,NA,31
LL survey,Male,2001,32,5,0.0182,275,7270,0.03782668500687758,6.88445667125172e-4,32
LL survey,Male,2001,33,0,0,NA,NA,NA,NA,33
LL survey,Male,2001,34,1,0.0036,275,7270,0.03782668500687758,1.361760660247593e-4,34
LL survey,Male,2001,35,0,0,NA,NA,NA,NA,35
LL survey,Male,2001,36,0,0,NA,NA,NA,NA,36
LL survey,Male,2001,37,1,0.0036,275,7270,0.03782668500687758,1.361760660247593e-4,37
LL survey,Male,2001,38,0,0,NA,NA,NA,NA,38
LL survey,Male,2001,39,0,0,NA,NA,NA,NA,39
LL survey,Male,2001,40,1,0.0036,275,7270,0.03782668500687758,1.361760660247593e-4,40
LL survey,Male,2001,41,0,0,NA,NA,NA,NA,41
LL survey,Male,2001,42,1,0.0036,275,7270,0.03782668500687758,1.361760660247593e-4,42
LL survey,Male,2002,2,0,0,NA,NA,NA,NA,2
LL survey,Male,2002,3,2,0.0055,362,7270,0.04979367262723521,2.7386519944979363e-4,3
LL survey,Male,2002,4,4,0.011,362,7270,0.04979367262723521,5.477303988995873e-4,4
LL survey,Male,2002,5,17,0.047,362,7270,0.04979367262723521,0.002340302613480055,5
LL survey,Male,2002,6,46,0.1271,362,7270,0.04979367262723521,0.006328775790921595,6
LL survey,Male,2002,7,45,0.1243,362,7270,0.04979367262723521,0.006189353507565337,7
LL survey,Male,2002,8,28,0.0773,362,7270,0.04979367262723521,0.0038490508940852816,8
LL survey,Male,2002,9,20,0.0552,362,7270,0.04979367262723521,0.0027486107290233836,9
LL survey,Male,2002,10,13,0.0359,362,7270,0.04979367262723521,0.0017875928473177441,10
LL survey,Male,2002,11,18,0.0497,362,7270,0.04979367262723521,0.0024747455295735903,11
LL survey,Male,2002,12,3,0.0083,362,7270,0.04979367262723521,4.132874828060523e-4,12
LL survey,Male,2002,13,5,0.0138,362,7270,0.04979367262723521,6.871526822558459e-4,13
LL survey,Male,2002,14,6,0.0166,362,7270,0.04979367262723521,8.265749656121045e-4,14
LL survey,Male,2002,15,3,0.0083,362,7270,0.04979367262723521,4.132874828060523e-4,15
LL survey,Male,2002,16,6,0.0166,362,7270,0.04979367262723521,8.265749656121045e-4,16
LL survey,Male,2002,17,3,0.0083,362,7270,0.04979367262723521,4.132874828060523e-4,17
LL survey,Male,2002,18,6,0.0166,362,7270,0.04979367262723521,8.265749656121045e-4,18
LL survey,Male,2002,19,7,0.0193,362,7270,0.04979367262723521,9.610178817056397e-4,19
LL survey,Male,2002,20,6,0.0166,362,7270,0.04979367262723521,8.265749656121045e-4,20
LL survey,Male,2002,21,4,0.011,362,7270,0.04979367262723521,5.477303988995873e-4,21
LL survey,Male,2002,22,15,0.0414,362,7270,0.04979367262723521,0.0020614580467675377,22
LL survey,Male,2002,23,20,0.0552,362,7270,0.04979367262723521,0.0027486107290233836,23
LL survey,Male,2002,24,9,0.0249,362,7270,0.04979367262723521,0.0012398624484181568,24
LL survey,Male,2002,25,13,0.0359,362,7270,0.04979367262723521,0.0017875928473177441,25
LL survey,Male,2002,26,9,0.0249,362,7270,0.04979367262723521,0.0012398624484181568,26
LL survey,Male,2002,27,5,0.0138,362,7270,0.04979367262723521,6.871526822558459e-4,27
LL survey,Male,2002,28,6,0.0166,362,7270,0.04979367262723521,8.265749656121045e-4,28
LL survey,Male,2002,29,2,0.0055,362,7270,0.04979367262723521,2.7386519944979363e-4,29
LL survey,Male,2002,30,4,0.011,362,7270,0.04979367262723521,5.477303988995873e-4,30
LL survey,Male,2002,31,1,0.0028,362,7270,0.04979367262723521,1.394222833562586e-4,31
LL survey,Male,2002,32,3,0.0083,362,7270,0.04979367262723521,4.132874828060523e-4,32
LL survey,Male,2002,33,2,0.0055,362,7270,0.04979367262723521,2.7386519944979363e-4,33
LL survey,Male,2002,34,7,0.0193,362,7270,0.04979367262723521,9.610178817056397e-4,34
LL survey,Male,2002,35,1,0.0028,362,7270,0.04979367262723521,1.394222833562586e-4,35
LL survey,Male,2002,36,0,0,NA,NA,NA,NA,36
LL survey,Male,2002,37,2,0.0055,362,7270,0.04979367262723521,2.7386519944979363e-4,37
LL survey,Male,2002,38,2,0.0055,362,7270,0.04979367262723521,2.7386519944979363e-4,38
LL survey,Male,2002,39,1,0.0028,362,7270,0.04979367262723521,1.394222833562586e-4,39
LL survey,Male,2002,40,2,0.0055,362,7270,0.04979367262723521,2.7386519944979363e-4,40
LL survey,Male,2002,41,0,0,NA,NA,NA,NA,41
LL survey,Male,2002,42,16,0.0442,362,7270,0.04979367262723521,0.0022008803301237965,42
LL survey,Male,2003,2,0,0,NA,NA,NA,NA,2
LL survey,Male,2003,3,0,0,NA,NA,NA,NA,3
LL survey,Male,2003,4,1,0.0025,399,7270,0.054883081155433285,1.3720770288858322e-4,4
LL survey,Male,2003,5,17,0.0426,399,7270,0.054883081155433285,0.002338019257221458,5
LL survey,Male,2003,6,21,0.0526,399,7270,0.054883081155433285,0.002886850068775791,6
LL survey,Male,2003,7,38,0.0952,399,7270,0.054883081155433285,0.005224869325997249,7
LL survey,Male,2003,8,74,0.1855,399,7270,0.054883081155433285,0.010180811554332874,8
LL survey,Male,2003,9,17,0.0426,399,7270,0.054883081155433285,0.002338019257221458,9
LL survey,Male,2003,10,47,0.1178,399,7270,0.054883081155433285,0.006465226960110041,10
LL survey,Male,2003,11,11,0.0276,399,7270,0.054883081155433285,0.0015147730398899586,11
LL survey,Male,2003,12,10,0.0251,399,7270,0.054883081155433285,0.0013775653370013755,12
LL survey,Male,2003,13,9,0.0226,399,7270,0.054883081155433285,0.001240357634112792,13
LL survey,Male,2003,14,7,0.0175,399,7270,0.054883081155433285,9.604539202200825e-4,14
LL survey,Male,2003,15,3,0.0075,399,7270,0.054883081155433285,4.1162310866574964e-4,15
LL survey,Male,2003,16,11,0.0276,399,7270,0.054883081155433285,0.0015147730398899586,16
LL survey,Male,2003,17,5,0.0125,399,7270,0.054883081155433285,6.860385144429161e-4,17
LL survey,Male,2003,18,4,0.01,399,7270,0.054883081155433285,5.488308115543329e-4,18
LL survey,Male,2003,19,3,0.0075,399,7270,0.054883081155433285,4.1162310866574964e-4,19
LL survey,Male,2003,20,8,0.0201,399,7270,0.054883081155433285,0.001103149931224209,20
LL survey,Male,2003,21,3,0.0075,399,7270,0.054883081155433285,4.1162310866574964e-4,21
LL survey,Male,2003,22,7,0.0175,399,7270,0.054883081155433285,9.604539202200825e-4,22
LL survey,Male,2003,23,7,0.0175,399,7270,0.054883081155433285,9.604539202200825e-4,23
LL survey,Male,2003,24,5,0.0125,399,7270,0.054883081155433285,6.860385144429161e-4,24
LL survey,Male,2003,25,9,0.0226,399,7270,0.054883081155433285,0.001240357634112792,25
LL survey,Male,2003,26,10,0.0251,399,7270,0.054883081155433285,0.0013775653370013755,26
LL survey,Male,2003,27,5,0.0125,399,7270,0.054883081155433285,6.860385144429161e-4,27
LL survey,Male,2003,28,4,0.01,399,7270,0.054883081155433285,5.488308115543329e-4,28
LL survey,Male,2003,29,6,0.015,399,7270,0.054883081155433285,8.232462173314993e-4,29
LL survey,Male,2003,30,5,0.0125,399,7270,0.054883081155433285,6.860385144429161e-4,30
LL survey,Male,2003,31,5,0.0125,399,7270,0.054883081155433285,6.860385144429161e-4,31
LL survey,Male,2003,32,3,0.0075,399,7270,0.054883081155433285,4.1162310866574964e-4,32
LL survey,Male,2003,33,2,0.005,399,7270,0.054883081155433285,2.7441540577716645e-4,33
LL survey,Male,2003,34,2,0.005,399,7270,0.054883081155433285,2.7441540577716645e-4,34
LL survey,Male,2003,35,4,0.01,399,7270,0.054883081155433285,5.488308115543329e-4,35
LL survey,Male,2003,36,4,0.01,399,7270,0.054883081155433285,5.488308115543329e-4,36
LL survey,Male,2003,37,3,0.0075,399,7270,0.054883081155433285,4.1162310866574964e-4,37
LL survey,Male,2003,38,4,0.01,399,7270,0.054883081155433285,5.488308115543329e-4,38
LL survey,Male,2003,39,6,0.015,399,7270,0.054883081155433285,8.232462173314993e-4,39
LL survey,Male,2003,40,4,0.01,399,7270,0.054883081155433285,5.488308115543329e-4,40
LL survey,Male,2003,41,1,0.0025,399,7270,0.054883081155433285,1.3720770288858322e-4,41
LL survey,Male,2003,42,14,0.0351,399,7270,0.054883081155433285,0.0019263961485557082,42
LL survey,Male,2004,2,0,0,NA,NA,NA,NA,2
LL survey,Male,2004,3,0,0,NA,NA,NA,NA,3
LL survey,Male,2004,4,3,0.0082,367,7270,0.05048143053645117,4.1394773039889963e-4,4
LL survey,Male,2004,5,11,0.03,367,7270,0.05048143053645117,0.001514442916093535,5
LL survey,Male,2004,6,19,0.0518,367,7270,0.05048143053645117,0.0026149381017881706,6
LL survey,Male,2004,7,31,0.0845,367,7270,0.05048143053645117,0.004265680880330124,7
LL survey,Male,2004,8,51,0.139,367,7270,0.05048143053645117,0.007016918844566713,8
LL survey,Male,2004,9,45,0.1226,367,7270,0.05048143053645117,0.0061890233837689134,9
LL survey,Male,2004,10,37,0.1008,367,7270,0.05048143053645117,0.005088528198074278,10
LL survey,Male,2004,11,17,0.0463,367,7270,0.05048143053645117,0.0023372902338376893,11
LL survey,Male,2004,12,11,0.03,367,7270,0.05048143053645117,0.001514442916093535,12
LL survey,Male,2004,13,14,0.0381,367,7270,0.05048143053645117,0.0019233425034387895,13
LL survey,Male,2004,14,6,0.0163,367,7270,0.05048143053645117,8.228473177441539e-4,14
LL survey,Male,2004,15,7,0.0191,367,7270,0.05048143053645117,9.641953232462173e-4,15
LL survey,Male,2004,16,3,0.0082,367,7270,0.05048143053645117,4.1394773039889963e-4,16
LL survey,Male,2004,17,2,0.0054,367,7270,0.05048143053645117,2.7259972489683635e-4,17
LL survey,Male,2004,18,5,0.0136,367,7270,0.05048143053645117,6.865474552957358e-4,18
LL survey,Male,2004,19,4,0.0109,367,7270,0.05048143053645117,5.502475928473177e-4,19
LL survey,Male,2004,20,4,0.0109,367,7270,0.05048143053645117,5.502475928473177e-4,20
LL survey,Male,2004,21,5,0.0136,367,7270,0.05048143053645117,6.865474552957358e-4,21
LL survey,Male,2004,22,5,0.0136,367,7270,0.05048143053645117,6.865474552957358e-4,22
LL survey,Male,2004,23,5,0.0136,367,7270,0.05048143053645117,6.865474552957358e-4,23
LL survey,Male,2004,24,5,0.0136,367,7270,0.05048143053645117,6.865474552957358e-4,24
LL survey,Male,2004,25,8,0.0218,367,7270,0.05048143053645117,0.0011004951856946354,25
LL survey,Male,2004,26,5,0.0136,367,7270,0.05048143053645117,6.865474552957358e-4,26
LL survey,Male,2004,27,8,0.0218,367,7270,0.05048143053645117,0.0011004951856946354,27
LL survey,Male,2004,28,7,0.0191,367,7270,0.05048143053645117,9.641953232462173e-4,28
LL survey,Male,2004,29,9,0.0245,367,7270,0.05048143053645117,0.0012367950481430537,29
LL survey,Male,2004,30,5,0.0136,367,7270,0.05048143053645117,6.865474552957358e-4,30
LL survey,Male,2004,31,2,0.0054,367,7270,0.05048143053645117,2.7259972489683635e-4,31
LL survey,Male,2004,32,2,0.0054,367,7270,0.05048143053645117,2.7259972489683635e-4,32
LL survey,Male,2004,33,1,0.0027,367,7270,0.05048143053645117,1.3629986244841817e-4,33
LL survey,Male,2004,34,1,0.0027,367,7270,0.05048143053645117,1.3629986244841817e-4,34
LL survey,Male,2004,35,2,0.0054,367,7270,0.05048143053645117,2.7259972489683635e-4,35
LL survey,Male,2004,36,0,0,NA,NA,NA,NA,36
LL survey,Male,2004,37,2,0.0054,367,7270,0.05048143053645117,2.7259972489683635e-4,37
LL survey,Male,2004,38,4,0.0109,367,7270,0.05048143053645117,5.502475928473177e-4,38
LL survey,Male,2004,39,2,0.0054,367,7270,0.05048143053645117,2.7259972489683635e-4,39
LL survey,Male,2004,40,3,0.0082,367,7270,0.05048143053645117,4.1394773039889963e-4,40
LL survey,Male,2004,41,2,0.0054,367,7270,0.05048143053645117,2.7259972489683635e-4,41
LL survey,Male,2004,42,14,0.0381,367,7270,0.05048143053645117,0.0019233425034387895,42
LL survey,Male,2005,2,0,0,NA,NA,NA,NA,2
LL survey,Male,2005,3,0,0,NA,NA,NA,NA,3
LL survey,Male,2005,4,2,0.0054,369,7270,0.05075653370013755,2.7408528198074277e-4,4
LL survey,Male,2005,5,9,0.0244,369,7270,0.05075653370013755,0.0012384594222833564,5
LL survey,Male,2005,6,16,0.0434,369,7270,0.05075653370013755,0.00220283356258597,6
LL survey,Male,2005,7,40,0.1084,369,7270,0.05075653370013755,0.0055020082530949106,7
LL survey,Male,2005,8,35,0.0949,369,7270,0.05075653370013755,0.004816795048143053,8
LL survey,Male,2005,9,40,0.1084,369,7270,0.05075653370013755,0.0055020082530949106,9
LL survey,Male,2005,10,31,0.084,369,7270,0.05075653370013755,0.004263548830811555,10
LL survey,Male,2005,11,24,0.065,369,7270,0.05075653370013755,0.003299174690508941,11
LL survey,Male,2005,12,12,0.0325,369,7270,0.05075653370013755,0.0016495873452544705,12
LL survey,Male,2005,13,17,0.0461,369,7270,0.05075653370013755,0.0023398762035763414,13
