year,model,P,Estimate,q975,q025,deviance,parameter_penalty,delta_DIC
2019,Model0,1,3123431,3608691.7512672506,2638170.2487327494,NA,NA,NA
2019,Model1,6,3142733.4401957123,3892565.216391429,2524929.270634768,29.360842564639896,2.6302753981289113,0
2019,Model2,6,3252554.9136114633,4141952.7657415015,2568659.6358448947,29.901185381399515,3.066798389023105,0.98
2019,Model3,6,3104431.1156848953,3849855.3099336526,2495258.954334489,74.47011017729423,6.429121594116515,48.91
2019,Model4,6,3185316.8857535683,4016674.2487092116,2545448.0596581986,75.35766809774113,7.362734802205501,50.73
