retro,mgc
retro_0,3.7664073949861265e-4
retro_1,4.73204429029374e-4
retro_2,3.089233325581318e-4
retro_3,2.626650962498367e-4
retro_4,8.372495374770472e-4
retro_5,2.042819810460783e-4
retro_6,7.584763030964448e-4
retro_7,7.758747256070286e-5
retro_8,0.001112893507570295
retro_9,1.8269820923019764e-4
retro_10,4.898078981046272e-4
