sigmaR,retro
0.4582685923992744,retro_0
0.5328428147273434,retro_1
0.5037810525309722,retro_2
0.5193501084414406,retro_3
0.34369647124617136,retro_4
0.34110995516060844,retro_5
0.3710801284439406,retro_6
0.5293847923269692,retro_7
0.512053375557099,retro_8
1.0302477635214792e-5,retro_9
2.9039742148054133e-5,retro_10
