year,Fmort,retro
1975,0.03486585419796767,retro_0
1976,0.03515459110692406,retro_0
1977,0.020566028854482585,retro_0
1978,0.029379736903707935,retro_0
1979,0.045523293861541685,retro_0
1980,0.03403059809766716,retro_0
1981,0.026491129178916606,retro_0
1982,0.027929675184126486,retro_0
1983,0.03493774699047605,retro_0
1984,0.02867517057771339,retro_0
1985,0.040595654544430815,retro_0
1986,0.056255213777377563,retro_0
1987,0.05381110023584828,retro_0
1988,0.05938945600688491,retro_0
1989,0.056237144618558145,retro_0
1990,0.05266502646718397,retro_0
1991,0.06704233842795311,retro_0
1992,0.079136095541259,retro_0
1993,0.12136172628703112,retro_0
1994,0.11423074436360463,retro_0
1995,0.12869407928308918,retro_0
1996,0.1528499042787113,retro_0
1997,0.18225174190246846,retro_0
1998,0.21284998578218772,retro_0
1999,0.16585800164390602,retro_0
2000,0.1876718929540508,retro_0
2001,0.14813972667835282,retro_0
2002,0.1403583406231879,retro_0
2003,0.13796891335704928,retro_0
2004,0.15248780639389317,retro_0
2005,0.1450890821020134,retro_0
2006,0.1430757880747082,retro_0
2007,0.1099765950630137,retro_0
2008,0.11275519139063857,retro_0
2009,0.08394998568169508,retro_0
2010,0.08009756273509842,retro_0
2011,0.06708181194037473,retro_0
2012,0.0761635260590925,retro_0
2013,0.07487234741681822,retro_0
2014,0.061425723235704235,retro_0
2015,0.06178166025429476,retro_0
2016,0.050826218801104016,retro_0
2017,0.053064318058419976,retro_0
2018,0.05899010834874476,retro_0
2019,0.056641370576415134,retro_0
1975,0.035493849941241024,retro_1
1976,0.035809177377605715,retro_1
1977,0.02095855826406526,retro_1
1978,0.029948014917448938,retro_1
1979,0.046411736483460815,retro_1
1980,0.03468907266114502,retro_1
1981,0.026982902574778905,retro_1
1982,0.028428347048992417,retro_1
1983,0.035551658132197794,retro_1
1984,0.02917479093373016,retro_1
1985,0.041304861289724056,retro_1
1986,0.057233590355574564,retro_1
1987,0.054745669955039475,retro_1
1988,0.06041930865604887,retro_1
1989,0.057201519191883383,retro_1
1990,0.053555486249403254,retro_1
1991,0.06816938549643316,retro_1
1992,0.08048567602751985,retro_1
1993,0.12352710793642298,retro_1
1994,0.11644502455888121,retro_1
1995,0.13138259832647586,retro_1
1996,0.15630793428809175,retro_1
1997,0.1867220905003053,retro_1
1998,0.21846666775651305,retro_1
1999,0.17059958348787066,retro_1
2000,0.19320788333453154,retro_1
2001,0.15255917085529985,retro_1
2002,0.1443554505712928,retro_1
2003,0.14172510634263824,retro_1
2004,0.15641767340539015,retro_1
2005,0.14851424970399413,retro_1
2006,0.14605574887313974,retro_1
2007,0.1120320698868767,retro_1
2008,0.11485073838276433,retro_1
2009,0.08549420162634135,retro_1
2010,0.08164960772292534,retro_1
2011,0.0684862638587973,retro_1
2012,0.07787628399541016,retro_1
2013,0.07658107583574315,retro_1
2014,0.06273500929864213,retro_1
2015,0.06299534960978757,retro_1
2016,0.051697342895384815,retro_1
2017,0.053963324778186654,retro_1
2018,0.058293062571802695,retro_1
1975,0.03542989976551836,retro_2
1976,0.0357420117162995,retro_2
1977,0.020918089102440987,retro_2
1978,0.02989472658602446,retro_2
1979,0.04635496955928421,retro_2
1980,0.03468371538491807,retro_2
1981,0.027019381469205295,retro_2
1982,0.028456806357473958,retro_2
1983,0.0355276995151846,retro_2
1984,0.029115136968344158,retro_2
1985,0.041163362024531046,retro_2
1986,0.05704887580116245,retro_2
1987,0.0545937611243371,retro_2
1988,0.06028248302352715,retro_2
1989,0.05712404862674323,retro_2
1990,0.05352874098567185,retro_2
1991,0.06818484311779535,retro_2
1992,0.08056084709767897,retro_2
1993,0.12375488960725882,retro_2
1994,0.11676384709474438,retro_2
1995,0.13188917471518904,retro_2
1996,0.15706214244537062,retro_2
1997,0.18780453907939215,retro_2
1998,0.21988182220298133,retro_2
1999,0.171772982291182,retro_2
2000,0.19418765660151732,retro_2
2001,0.15285010013437828,retro_2
2002,0.14428670926916862,retro_2
2003,0.14193479284219776,retro_2
2004,0.15733553625107985,retro_2
2005,0.15019928045034997,retro_2
2006,0.1486442876592608,retro_2
2007,0.11458965208800405,retro_2
2008,0.11781321716165644,retro_2
2009,0.08752922939307736,retro_2
2010,0.08338096128294031,retro_2
2011,0.06968441664775098,retro_2
2012,0.07906657784072785,retro_2
2013,0.07762410034149841,retro_2
2014,0.06351982618052089,retro_2
2015,0.06385465740602361,retro_2
2016,0.052608886189490084,retro_2
2017,0.05440143132454284,retro_2
1975,0.03550259968225098,retro_3
1976,0.035818251262183035,retro_3
1977,0.020964176490293727,retro_3
1978,0.02995546402175218,retro_3
1979,0.04641960734673904,retro_3
1980,0.03468996626783838,retro_3
1981,0.026978175711509164,retro_3
1982,0.028430380113157523,retro_3
1983,0.035572156962263984,retro_3
1984,0.029206255959062993,retro_3
1985,0.04136744129397675,retro_3
1986,0.057322465655146655,retro_3
1987,0.05483301930201017,retro_3
1988,0.060517383164237666,retro_3
1989,0.057295094704088924,retro_3
1990,0.05364661006617313,retro_3
1991,0.0682932386529558,retro_3
1992,0.08065018307877396,retro_3
1993,0.12381523369396803,retro_3
1994,0.11677373793333305,retro_3
1995,0.131841370186619,retro_3
1996,0.15702886622271084,retro_3
1997,0.18797020009730703,retro_3
1998,0.22085480062829355,retro_3
1999,0.1732791998339423,retro_3
2000,0.19767334141852203,retro_3
2001,0.15690555205464088,retro_3
2002,0.14792947158903202,retro_3
2003,0.14367730041261215,retro_3
2004,0.15770857839114855,retro_3
2005,0.14927881611350996,retro_3
2006,0.1466957237636989,retro_3
2007,0.11271719033515407,retro_3
2008,0.11604558712233042,retro_3
2009,0.08674224698512205,retro_3
2010,0.08335495287472462,retro_3
2011,0.0701632457941313,retro_3
2012,0.07996032663958885,retro_3
2013,0.0784998227054841,retro_3
2014,0.0639262904505821,retro_3
2015,0.06343035792437393,retro_3
2016,0.04928905843368675,retro_3
1975,0.03518473235186071,retro_4
1976,0.035485105743508605,retro_4
1977,0.020763001816688338,retro_4
1978,0.029669699459291002,retro_4
1979,0.046005863480859464,retro_4
1980,0.034430447478257055,retro_4
1981,0.026836967796607145,retro_4
1982,0.028268815892467075,retro_4
1983,0.03528333376816547,retro_4
1984,0.02890659371809438,retro_4
1985,0.040854311553654814,retro_4
1986,0.056623166251546765,retro_4
1987,0.05419097253579966,retro_4
1988,0.059845209982038974,retro_4
1989,0.05672671092856864,retro_4
1990,0.05317547824595268,retro_4
1991,0.06775744729546591,retro_4
1992,0.08007360389941079,retro_4
1993,0.12301860339040434,retro_4
1994,0.11603854182808922,retro_4
1995,0.1310489935011744,retro_4
1996,0.15606985497138384,retro_4
1997,0.18673489528677484,retro_4
1998,0.21911927529387018,retro_4
1999,0.1719286609831394,retro_4
2000,0.19615629010795063,retro_4
2001,0.15607635584681226,retro_4
2002,0.14825330376329313,retro_4
2003,0.1456377382394015,retro_4
2004,0.16111942275699523,retro_4
2005,0.15336820381836466,retro_4
2006,0.1512039488975173,retro_4
2007,0.11595214077402038,retro_4
2008,0.11914242746186288,retro_4
2009,0.08853410563067635,retro_4
2010,0.0845992666079294,retro_4
2011,0.07081511404881215,retro_4
2012,0.08043654121535596,retro_4
2013,0.07862744015869451,retro_4
2014,0.06368148189721014,retro_4
2015,0.06272717497674488,retro_4
1975,0.03540234378080245,retro_5
1976,0.03571257165335039,retro_5
1977,0.020899359166561177,retro_5
1978,0.029855128416758435,retro_5
1979,0.0462389895694073,retro_5
1980,0.03452571609883176,retro_5
1981,0.02682240832433601,retro_5
1982,0.028259387992082993,retro_5
1983,0.03537333464644045,retro_5
1984,0.029052446220084058,retro_5
1985,0.041168125531684176,retro_5
1986,0.057033956293734527,retro_5
1987,0.05454165583342553,retro_5
1988,0.06018516419318135,retro_5
1989,0.05696883908889666,retro_5
1990,0.05333990016676468,retro_5
1991,0.06790919405393049,retro_5
1992,0.08019800904393465,retro_5
1993,0.12309738269234013,retro_5
1994,0.11603458106469898,retro_5
1995,0.1309548854826566,retro_5
1996,0.1559978775336447,retro_5
1997,0.18672266559111286,retro_5
1998,0.2191505120913901,retro_5
1999,0.17123868223320557,retro_5
2000,0.194499005225514,retro_5
2001,0.15395136140197554,retro_5
2002,0.14647803379507487,retro_5
2003,0.14452021548313937,retro_5
2004,0.16045375864898537,retro_5
2005,0.15301222624156796,retro_5
2006,0.15106739292203838,retro_5
2007,0.11583960352100502,retro_5
2008,0.11918556667533436,retro_5
2009,0.08854132105071207,retro_5
2010,0.08447492085079053,retro_5
2011,0.07033994482376109,retro_5
2012,0.07944713570344475,retro_5
2013,0.07622073984725605,retro_5
2014,0.05811684741762203,retro_5
1975,0.036014716098554715,retro_6
1976,0.03635135396240643,retro_6
1977,0.02128246395194323,retro_6
1978,0.030408468028795592,retro_6
1979,0.04709825918080234,retro_6
1980,0.035154556078812654,retro_6
1981,0.02728268385186048,retro_6
1982,0.028721321812659777,retro_6
1983,0.03594305524043651,retro_6
1984,0.02951661063564079,retro_6
1985,0.04183021786384099,retro_6
1986,0.05794118967155076,retro_6
1987,0.055400543123086184,retro_6
1988,0.0611243612277231,retro_6
1989,0.057838851556733024,retro_6
1990,0.054135902197561245,retro_6
1991,0.06891071269321962,retro_6
1992,0.08139054755788311,retro_6
1993,0.12500114769793413,retro_6
1994,0.11797114617545569,retro_6
1995,0.13330741375197339,retro_6
1996,0.15911135929098771,retro_6
1997,0.1909659973160325,retro_6
1998,0.22501257411383946,retro_6
1999,0.17647490895626808,retro_6
2000,0.20102411990320568,retro_6
2001,0.1588127110837444,retro_6
2002,0.15014051309899454,retro_6
2003,0.14740457794288336,retro_6
2004,0.16331791006398078,retro_6
2005,0.1553214237154908,retro_6
2006,0.15334723639317566,retro_6
2007,0.11798679041654037,retro_6
2008,0.12183599099710304,retro_6
2009,0.09048645832949045,retro_6
2010,0.08626475990263117,retro_6
2011,0.07172210845044191,retro_6
2012,0.08097697748762901,retro_6
2013,0.07690499090823406,retro_6
1975,0.03581296072389209,retro_7
1976,0.03613949765729112,retro_7
1977,0.02115433775973648,retro_7
1978,0.030215743580666823,retro_7
1979,0.04676634817621335,retro_7
1980,0.03486745011641395,retro_7
1981,0.027024022304144794,retro_7
1982,0.028465794997723472,retro_7
1983,0.03568867551335871,retro_7
1984,0.02935085601784531,retro_7
1985,0.04165575534528184,retro_7
1986,0.05769415075547099,retro_7
1987,0.055149835033860485,retro_7
1988,0.060834630809070915,retro_7
1989,0.057538726391099165,retro_7
1990,0.05383816356109125,retro_7
1991,0.06851480241172674,retro_7
1992,0.0808938197553809,retro_7
1993,0.12414847559527015,retro_7
1994,0.11704276136034411,retro_7
1995,0.1321155370233391,retro_7
1996,0.1575446810234636,retro_7
1997,0.18875200492471816,retro_7
1998,0.22189339081718895,retro_7
1999,0.17357712029342703,retro_7
2000,0.19774647474928395,retro_7
2001,0.15641031788634283,retro_7
2002,0.1484102734888826,retro_7
2003,0.14627511134198376,retro_7
2004,0.1628955675289211,retro_7
2005,0.15582986119638606,retro_7
2006,0.15455163326442983,retro_7
