year,rec,retro
1975,1.1593988577994137,retro_0
1976,1.313537640022286,retro_0
1977,7.302162639811212,retro_0
1978,1.47491990012034,retro_0
1979,1.3911842071170513,retro_0
1980,16.320491366925292,retro_0
1981,1.1003060241193339,retro_0
1982,1.042166792903759,retro_0
1983,1.0125164843564183,retro_0
1984,1.0310539549619357,retro_0
1985,1.055204207262552,retro_0
1986,1.0459185475249557,retro_0
1987,0.9602736619485719,retro_0
1988,0.7392111088100071,retro_0
1989,0.5597546374326529,retro_0
1990,0.5118240137429032,retro_0
1991,0.5868882248320811,retro_0
1992,0.7078428048522449,retro_0
1993,0.6228742564861521,retro_0
1994,0.5167551233506192,retro_0
1995,0.6107592138796945,retro_0
1996,1.0528577305023248,retro_0
1997,0.8885640144726759,retro_0
1998,2.18436833527985,retro_0
1999,1.257956563089093,retro_0
2000,1.4490423481405112,retro_0
2001,1.1512821234988246,retro_0
2002,0.7458606870095297,retro_0
2003,0.6840253073427796,retro_0
2004,0.6587983419094846,retro_0
2005,0.7432997660144598,retro_0
2006,0.6251841895994789,retro_0
2007,0.5296900875349243,retro_0
2008,0.44950558168848576,retro_0
2009,1.300212210258537,retro_0
2010,0.643540422888476,retro_0
2011,0.24698915531726645,retro_0
2012,0.36646607956206373,retro_0
2013,0.5103729872842884,retro_0
2014,0.6736902388037682,retro_0
2015,1.7147097042121537,retro_0
2016,1.1900553805005216,retro_0
2017,1.5634487298999085,retro_0
2018,4.783016126000608,retro_0
2019,0.7629960045160541,retro_0
2020,1.2017136109249245,retro_0
2021,1.8781106936443703,retro_0
2022,1.424701241886591,retro_0
1975,1.1258010858570153,retro_1
1976,1.270932640326027,retro_1
1977,7.322458018373584,retro_1
1978,1.4137718252715155,retro_1
1979,1.334081574367637,retro_1
1980,16.52868144047428,retro_1
1981,1.0676686151309616,retro_1
1982,1.0176821425941573,retro_1
1983,0.9961372193503848,retro_1
1984,1.0228793419454485,retro_1
1985,1.0549791273558144,retro_1
1986,1.050260961899967,retro_1
1987,0.9639207800895966,retro_1
1988,0.7383589499603315,retro_1
1989,0.5578717551763068,retro_1
1990,0.5103867001975578,retro_1
1991,0.5868761090988801,retro_1
1992,0.7101190547644448,retro_1
1993,0.6192914973266412,retro_1
1994,0.5163820981715319,retro_1
1995,0.6107243329035194,retro_1
1996,1.0561133178719155,retro_1
1997,0.8831166412858698,retro_1
1998,2.190335896172876,retro_1
1999,1.252839353126341,retro_1
2000,1.4505732774705566,retro_1
2001,1.1510447834949216,retro_1
2002,0.7452806236045043,retro_1
2003,0.6840014003931129,retro_1
2004,0.6583335343286925,retro_1
2005,0.7437227415388575,retro_1
2006,0.6277198050965499,retro_1
2007,0.5342723009930642,retro_1
2008,0.4541005344681434,retro_1
2009,1.3234119846368482,retro_1
2010,0.6585242113300264,retro_1
2011,0.25245401342809304,retro_1
2012,0.3783417491009988,retro_1
2013,0.5237663255844518,retro_1
2014,0.7026657067432399,retro_1
2015,1.8116253650800402,retro_1
2016,1.2024268839668015,retro_1
2017,1.723050110321828,retro_1
2018,4.2914080756791755,retro_1
2019,0.5385410494732219,retro_1
