year,rec,retro
1975,1047796.8620411714,retro_0
1976,1059138.034896776,retro_0
1977,1099116.5245044979,retro_0
1978,18718830.02335593,retro_0
1979,1246596.4160333306,retro_0
1980,1377847.7760819735,retro_0
1981,1549911.5884240905,retro_0
1982,1687623.72129647,retro_0
1983,1532659.952228528,retro_0
1984,1244772.75155037,retro_0
1985,1000942.057368591,retro_0
1986,825820.8039356617,retro_0
1987,706750.0566803331,retro_0
1988,618313.48538158,retro_0
1989,555680.1985997427,retro_0
1990,532986.2948662776,retro_0
1991,551387.6374711226,retro_0
1992,583784.0707713097,retro_0
1993,558606.9680953337,retro_0
1994,537814.3276341786,retro_0
1995,640686.6371304761,retro_0
1996,772800.523010356,retro_0
1997,1044859.8599877439,retro_0
1998,1528274.0276360163,retro_0
1999,1534588.428842671,retro_0
2000,1345321.047461139,retro_0
2001,1031964.0609141255,retro_0
2002,806650.3811243287,retro_0
2003,683821.2690929538,retro_0
2004,627851.8597416035,retro_0
2005,671406.1266334548,retro_0
2006,566719.1518533439,retro_0
2007,513619.75394566206,retro_0
2008,570373.2168962997,retro_0
2009,989074.532148047,retro_0
2010,657325.755726892,retro_0
2011,336546.14451917954,retro_0
2012,360419.6910966653,retro_0
2013,391284.54591892357,retro_0
2014,634659.5491916938,retro_0
2015,1466641.5403842232,retro_0
2016,1590755.4649464686,retro_0
2017,981161.0362541885,retro_0
2018,5023001.0816554725,retro_0
2019,2352438.9454763625,retro_0
2020,1997482.6400162645,retro_0
2021,1342839.206261907,retro_0
2022,861007.301751458,retro_0
2023,943436.6915174313,retro_0
1975,1047791.2381600027,retro_1
1976,1059129.7155602314,retro_1
1977,1099012.6996145782,retro_1
1978,18761979.065758303,retro_1
1979,1246213.0089970299,retro_1
1980,1377299.5112986148,retro_1
1981,1549485.7258590618,retro_1
1982,1688085.0296594186,retro_1
1983,1534397.5184590218,retro_1
1984,1246716.0913172902,retro_1
1985,1002645.5448573281,retro_1
1986,827350.7051874718,retro_1
1987,708212.3450266557,retro_1
1988,619644.0699201012,retro_1
1989,556926.1191684712,retro_1
1990,534253.7789541829,retro_1
1991,552814.8596567969,retro_1
1992,585437.7563388129,retro_1
1993,560169.3152578684,retro_1
1994,538765.9336149212,retro_1
1995,642043.1473699401,retro_1
1996,774568.9493515075,retro_1
1997,1047676.575321923,retro_1
1998,1534988.492955125,retro_1
1999,1539226.2385808427,retro_1
2000,1351744.0705080957,retro_1
2001,1034998.055176785,retro_1
2002,810265.2212254485,retro_1
2003,684457.3280943478,retro_1
2004,631286.9570862635,retro_1
2005,673315.7889184956,retro_1
2006,569693.4708253595,retro_1
2007,517852.7875064362,retro_1
2008,573152.9991934502,retro_1
2009,1008247.8874886024,retro_1
2010,662476.1221366184,retro_1
2011,339862.35211531277,retro_1
2012,367544.97683610325,retro_1
2013,399329.15516634815,retro_1
2014,625666.4380430393,retro_1
2015,1545615.1101426443,retro_1
2016,1564014.430698292,retro_1
2017,890672.5304890125,retro_1
2018,5385031.884462168,retro_1
2019,1598687.3039712526,retro_1
2020,1903552.033212253,retro_1
2021,1623817.0035935822,retro_1
2022,932012.4223904335,retro_1
1975,1022620.3418259218,retro_2
1976,1033852.1057669439,retro_2
1977,1071863.2979296027,retro_2
1978,19012569.772365328,retro_2
1979,1213506.5271961803,retro_2
1980,1340991.4717486552,retro_2
1981,1512139.028928827,retro_2
1982,1662584.434873034,retro_2
1983,1530158.8982515964,retro_2
1984,1248115.422183887,retro_2
1985,1004134.2118329116,retro_2
1986,828476.1936221531,retro_2
1987,709135.435457384,retro_2
1988,620562.785926695,retro_2
1989,558049.7242011857,retro_2
1990,535380.196245566,retro_2
1991,553584.4726685294,retro_2
1992,585266.2713739345,retro_2
1993,558712.6009938567,retro_2
1994,538921.2078110147,retro_2
1995,641079.3625971079,retro_2
1996,773481.206344272,retro_2
1997,1047183.6093143802,retro_2
1998,1539861.1388856324,retro_2
1999,1541930.6915582397,retro_2
2000,1352534.0389839427,retro_2
2001,1039447.2662029177,retro_2
2002,813527.0084667946,retro_2
2003,684402.6602630931,retro_2
2004,634955.5245838998,retro_2
2005,675753.8225114461,retro_2
2006,573227.8755070074,retro_2
2007,521428.1479895883,retro_2
2008,583541.3872245067,retro_2
2009,1031422.1490083511,retro_2
2010,669092.9809765003,retro_2
2011,349843.71828151395,retro_2
2012,379488.6046855127,retro_2
2013,413639.9689082306,retro_2
2014,660007.5317589744,retro_2
2015,1641126.9180638737,retro_2
2016,1596604.574254917,retro_2
2017,927038.6497218728,retro_2
2018,5386698.999559036,retro_2
2019,1559717.6196412458,retro_2
2020,1023860.8134671932,retro_2
2021,917292.8541962174,retro_2
1975,1003942.8107551334,retro_3
1976,1015279.1847050244,retro_3
1977,1052071.516552602,retro_3
1978,19133558.285014693,retro_3
1979,1189679.067346538,retro_3
1980,1313921.3019114097,retro_3
1981,1482262.664788375,retro_3
1982,1637276.1501142252,retro_3
1983,1521215.342966764,retro_3
1984,1245801.218354317,retro_3
1985,1003181.7693260314,retro_3
1986,827712.2583962925,retro_3
1987,708311.7344415722,retro_3
1988,619958.408636245,retro_3
1989,557816.3526948657,retro_3
1990,534969.8262011219,retro_3
1991,551795.9378705686,retro_3
1992,579455.685129627,retro_3
1993,555728.4902511187,retro_3
1994,537852.755579253,retro_3
1995,639532.6850221431,retro_3
1996,772572.0786936302,retro_3
1997,1045211.312011739,retro_3
1998,1543474.0533768884,retro_3
1999,1543112.5579503463,retro_3
2000,1354607.0547196295,retro_3
2001,1041616.4364021457,retro_3
2002,813632.9082787276,retro_3
2003,682696.7076992205,retro_3
2004,636748.9733431337,retro_3
2005,676793.1723664856,retro_3
2006,575362.684305886,retro_3
2007,528650.4256181358,retro_3
2008,594272.6402098207,retro_3
2009,1048168.5622049074,retro_3
2010,685034.2374990433,retro_3
2011,361261.19094154815,retro_3
2012,394906.1133262533,retro_3
2013,440206.9964197849,retro_3
2014,721394.7609105938,retro_3
2015,1684654.946021475,retro_3
2016,1520867.018018271,retro_3
2017,859109.7263531296,retro_3
2018,4805367.216817252,retro_3
2019,908215.3423253162,retro_3
2020,881591.0258491866,retro_3
1975,968005.9824809709,retro_4
1976,981233.7255560255,retro_4
1977,1015773.280273156,retro_4
1978,19495068.221444264,retro_4
1979,1142312.6555297198,retro_4
1980,1253830.4740790061,retro_4
1981,1403297.287011738,retro_4
1982,1546929.619608946,retro_4
1983,1479809.840535347,retro_4
1984,1243126.1790289811,retro_4
1985,1012606.1281532026,retro_4
1986,839373.02999853855,retro_4
1987,719305.752273569,retro_4
1988,630704.0978263982,retro_4
1989,568723.5389936588,retro_4
1990,543982.1595273966,retro_4
1991,554872.0918671917,retro_4
1992,578881.7689165882,retro_4
1993,559639.4872933954,retro_4
1994,546829.3811986459,retro_4
1995,644107.075980693,retro_4
1996,778630.0756324475,retro_4
1997,1047495.9788245542,retro_4
1998,1550437.5341776954,retro_4
1999,1558976.3589303375,retro_4
2000,1354990.7601091538,retro_4
2001,1047070.1402942829,retro_4
2002,818778.9824267362,retro_4
2003,686591.5153012377,retro_4
2004,647378.5308739755,retro_4
2005,677700.5872186553,retro_4
2006,586249.0804666596,retro_4
2007,544293.6263944637,retro_4
2008,621049.3968062786,retro_4
2009,1082779.0098057184,retro_4
2010,707956.6787367628,retro_4
2011,393398.2347124323,retro_4
2012,430288.1284677548,retro_4
2013,479199.2204875756,retro_4
2014,873696.9903576976,retro_4
2015,1780217.417976515,retro_4
2016,979523.2429933164,retro_4
2017,924834.0369214619,retro_4
2018,1048160.8120163886,retro_4
2019,872711.0435688464,retro_4
1975,955963.6304502372,retro_5
1976,968394.47865361,retro_5
1977,1002148.125267691,retro_5
1978,19505530.202517968,retro_5
1979,1127289.3501145563,retro_5
1980,1238968.2638505064,retro_5
1981,1390704.7071225091,retro_5
1982,1541271.536051099,retro_5
1983,1476529.7138557162,retro_5
1984,1236134.221045016,retro_5
1985,1003907.0247616135,retro_5
1986,830582.7676408526,retro_5
1987,710793.309208098,retro_5
