year,rec,retro
1975,1037084.9487504215,retro_0
1976,1048884.0448659773,retro_0
1977,1080626.9659685725,retro_0
1978,18220900.916583743,retro_0
1979,1283496.432246697,retro_0
1980,1490152.4889477442,retro_0
1981,1835293.5251205857,retro_0
1982,1877051.7196022305,retro_0
1983,1528279.281754317,retro_0
1984,1168507.7440005674,retro_0
1985,906918.968575651,retro_0
1986,758047.2470706276,retro_0
1987,666973.4355215355,retro_0
1988,586080.4701609535,retro_0
1989,523720.941625945,retro_0
1990,504691.779588037,retro_0
1991,534199.1177318201,retro_0
1992,567490.7429919388,retro_0
1993,536676.1005434188,retro_0
1994,547522.1860430486,retro_0
1995,793014.5436263657,retro_0
1996,872993.0248436985,retro_0
1997,1128822.9850352681,retro_0
1998,1814136.3853615813,retro_0
1999,1510479.5952826736,retro_0
2000,1533203.7071539063,retro_0
2001,1030242.8698586032,retro_0
2002,759166.95613316,retro_0
2003,739009.1175211183,retro_0
2004,648401.1706695434,retro_0
2005,706807.5391592948,retro_0
2006,604565.4363764473,retro_0
2007,552950.8768381196,retro_0
2008,579045.789364013,retro_0
2009,939209.8345320285,retro_0
2010,679455.3046207908,retro_0
2011,334830.5429896224,retro_0
2012,336212.9337422226,retro_0
2013,360498.61886924185,retro_0
2014,688569.9173354338,retro_0
2015,1198973.264810532,retro_0
2016,1289729.8186509432,retro_0
2017,1287729.9237875466,retro_0
2018,4716523.560746898,retro_0
2019,1087257.9804187326,retro_0
2020,1708781.8401974807,retro_0
2021,1862338.5898286584,retro_0
2022,1766382.3238692062,retro_0
2023,622916.1571956156,retro_0
2024,965480.737251567,retro_0
1975,1004426.6668243912,retro_1
1976,1015721.1390480868,retro_1
1977,1045923.6489390634,retro_1
1978,18534953.80681479,retro_1
1979,1237563.6087884528,retro_1
1980,1434306.765240112,retro_1
1981,1769367.2926369216,retro_1
1982,1862876.571722389,retro_1
1983,1534124.0564730351,retro_1
1984,1171696.438865259,retro_1
1985,908181.7675766648,retro_1
1986,758605.6739879524,retro_1
1987,667249.0514986605,retro_1
1988,586503.7411295783,retro_1
1989,524427.1151873285,retro_1
1990,505504.9634554323,retro_1
1991,534847.4901778518,retro_1
1992,567961.4154684317,retro_1
1993,537554.5146096117,retro_1
1994,548768.695177811,retro_1
1995,793584.4911258222,retro_1
1996,874729.358107231,retro_1
1997,1129608.5409615538,retro_1
1998,1820675.9029712414,retro_1
1999,1511673.708304121,retro_1
2000,1538173.1106985954,retro_1
2001,1032344.1848004068,retro_1
2002,759822.8497939978,retro_1
2003,740243.3111249214,retro_1
2004,650149.4559889032,retro_1
2005,709860.2434437717,retro_1
2006,605789.6889055956,retro_1
2007,555823.0108469196,retro_1
2008,583793.8438702998,retro_1
2009,943931.4054778236,retro_1
2010,687373.8869072528,retro_1
2011,338592.4772066527,retro_1
2012,341372.43379206094,retro_1
2013,366049.99761826295,retro_1
2014,700685.7906545709,retro_1
2015,1254124.96881773,retro_1
2016,1329231.9147621065,retro_1
2017,1381507.665549675,retro_1
2018,4820984.432411196,retro_1
2019,985103.7195946013,retro_1
2020,1589746.0327102288,retro_1
2021,1044576.2544456511,retro_1
2022,871862.3646449667,retro_1
2023,610764.989145558,retro_1
1975,1034562.7251435919,retro_2
1976,1046676.1715456992,retro_2
1977,1078415.6023846166,retro_2
1978,18338855.398971878,retro_2
1979,1278898.2729777393,retro_2
1980,1482338.4788260865,retro_2
1981,1820047.0540971272,retro_2
1982,1871095.2301346527,retro_2
1983,1532023.5385622343,retro_2
1984,1173364.053331104,retro_2
1985,911546.637483523,retro_2
1986,761991.5384594561,retro_2
1987,670266.4438717264,retro_2
1988,589178.1640044361,retro_2
1989,526822.6677861889,retro_2
1990,507742.6371035184,retro_2
1991,536968.431394537,retro_2
1992,569915.3839868885,retro_2
1993,539655.7701571233,retro_2
1994,550929.4848360859,retro_2
1995,795861.7089412021,retro_2
1996,877972.4144184872,retro_2
1997,1135983.082651106,retro_2
1998,1825500.1551935822,retro_2
1999,1520270.6894904661,retro_2
2000,1546405.3657784557,retro_2
2001,1034597.3627623052,retro_2
2002,763355.5347948789,retro_2
2003,741870.7918225352,retro_2
2004,653828.6532258991,retro_2
2005,710997.5337767418,retro_2
2006,609437.9948234513,retro_2
2007,562318.888600606,retro_2
2008,587194.2294543798,retro_2
2009,959879.0719250065,retro_2
2010,695902.2881677871,retro_2
2011,343647.18956764863,retro_2
2012,348657.08477538725,retro_2
2013,377408.92903993564,retro_2
2014,726787.6369103455,retro_2
2015,1337413.4025143678,retro_2
2016,1397599.32993373,retro_2
2017,1514984.9797937367,retro_2
2018,4850226.058948563,retro_2
2019,863348.1713030933,retro_2
2020,1607507.827429735,retro_2
2021,1200325.147594369,retro_2
2022,1058818.2763860829,retro_2
1975,1015972.9081596974,retro_3
1976,1027604.5430201304,retro_3
1977,1058340.913641904,retro_3
1978,18516248.958893634,retro_3
1979,1252947.9906843598,retro_3
1980,1451820.9683443888,retro_3
1981,1787553.7908655982,retro_3
1982,1866634.3502137426,retro_3
1983,1535053.9521638583,retro_3
1984,1173840.7307107684,retro_3
1985,910799.6542169094,retro_3
1986,761096.0429737057,retro_3
1987,669459.1109924723,retro_3
1988,588463.9170270232,retro_3
1989,526189.9503189345,retro_3
1990,507230.36169099034,retro_3
1991,536649.8905168154,retro_3
1992,569441.2954121886,retro_3
1993,537647.4857098109,retro_3
1994,549604.7688707308,retro_3
1995,795370.1144444912,retro_3
1996,877022.5310845962,retro_3
1997,1133800.5730213937,retro_3
1998,1827534.7680833102,retro_3
1999,1518874.0860859898,retro_3
2000,1547787.0015878926,retro_3
2001,1035009.4234441895,retro_3
2002,763718.8627301139,retro_3
2003,742439.809240623,retro_3
2004,653346.6799714653,retro_3
2005,711813.8438321729,retro_3
2006,612011.6880717895,retro_3
2007,566324.7889936973,retro_3
2008,593742.5515386917,retro_3
2009,979150.7264917803,retro_3
2010,710081.2196047956,retro_3
2011,349328.62101551023,retro_3
2012,359718.2283728269,retro_3
2013,391373.63304485584,retro_3
2014,749241.89178639,retro_3
2015,1453525.7345183997,retro_3
2016,1447373.5658764208,retro_3
2017,1709337.3681569814,retro_3
2018,4663862.257627244,retro_3
2019,735788.5391633137,retro_3
2020,987550.2973975271,retro_3
2021,919401.5606805861,retro_3
1975,1020248.1015209969,retro_4
1976,1032459.4069974562,retro_4
1977,1063688.6070712714,retro_4
1978,18508701.984448835,retro_4
1979,1258028.351134368,retro_4
1980,1454815.9562857454,retro_4
1981,1780630.7411216875,retro_4
1982,1853107.5855439978,retro_4
1983,1531290.622372557,retro_4
1984,1174703.067107085,retro_4
1985,912868.948657453,retro_4
1986,762663.6013823535,retro_4
1987,670247.3521916813,retro_4
1988,589215.4123946674,retro_4
1989,527233.6183311892,retro_4
1990,508099.8492796196,retro_4
1991,536120.1924861774,retro_4
1992,565419.8186534373,retro_4
1993,536557.056781395,retro_4
1994,549951.2587220026,retro_4
1995,791625.0846836233,retro_4
1996,876048.2963092888,retro_4
1997,1133406.8095266542,retro_4
1998,1823421.5123270787,retro_4
1999,1520670.7384922702,retro_4
2000,1545367.1434588996,retro_4
2001,1034294.9298503944,retro_4
2002,763295.8651356768,retro_4
2003,739975.3649394879,retro_4
2004,652982.8801478455,retro_4
2005,710671.2232995557,retro_4
2006,613734.1093936119,retro_4
2007,572357.4091270965,retro_4
2008,600564.8052107798,retro_4
2009,996712.2464396597,retro_4
2010,718467.8988180434,retro_4
2011,358131.7099207425,retro_4
2012,374542.0097654706,retro_4
2013,410833.1700607896,retro_4
2014,790893.9155241171,retro_4
2015,1603550.6032400692,retro_4
2016,1449834.878234087,retro_4
2017,1747074.2572166089,retro_4
2018,3775448.8545238725,retro_4
