retro,mgc
retro_0,0.001269787997314642
retro_1,6.131246658156285e-4
retro_2,8.24270910957825e-4
retro_3,3.507319471678927e-4
retro_4,9.879595548716869e-4
retro_5,2.9756686188692205e-4
retro_6,4.862389064048855e-4
retro_7,8.099765178916085e-4
retro_8,5.244607072936724e-4
retro_9,3.806921847697986e-4
retro_10,4.85866131229043e-4
