sigmaR,retro
0.5341143474183496,retro_0
0.5266926245848541,retro_1
0.5285941185495531,retro_2
0.5272504290423107,retro_3
0.5202881182601728,retro_4
0.4872334083559096,retro_5
0.49356487651391406,retro_6
0.5042953913636675,retro_7
0.4948520205675274,retro_8
0.4927014381780919,retro_9
0.5015777157620047,retro_10
