"Category","Time","Stratum","Units","Estimate","Std. Error for Estimate","Std. Error for ln(Estimate)"
"1","1997","Stratum_1"," [kg]",143.829236440522,4.55126155493426,0.0318483480832818
"1","1998","Stratum_1"," [kg]",154.128015195818,4.78575533957607,0.0312536690583191
"1","1999","Stratum_1"," [kg]",148.753094980029,4.63508046107379,0.0313601605806656
"1","2000","Stratum_1"," [kg]",125.684951063046,3.96606507362391,0.0317589942622255
"1","2001","Stratum_1"," [kg]",186.715758281993,5.88489640089164,0.0317229522128283
"1","2002","Stratum_1"," [kg]",161.456132525646,5.05245426523989,0.0314965921693775
"1","2003","Stratum_1"," [kg]",173.907811470524,5.41815155376926,0.0313585541262245
"1","2004","Stratum_1"," [kg]",158.910069984328,4.96636418183642,0.0314559621055797
"1","2005","Stratum_1"," [kg]",188.703577028662,5.91356818488719,0.0315445004813368
"1","2006","Stratum_1"," [kg]",160.39683468341,5.03004829666617,0.0315662629116557
"1","2007","Stratum_1"," [kg]",167.492778809292,5.23670114478454,0.0314718287107613
"1","2008","Stratum_1"," [kg]",166.12736867228,5.24020450755918,0.0317525629774577
"1","2009","Stratum_1"," [kg]",164.263160280258,5.16657321059929,0.0316611179691927
"1","2010","Stratum_1"," [kg]",161.066933756999,5.03884681738219,0.0314898380704548
"1","2011","Stratum_1"," [kg]",189.842079483846,5.98009020965764,0.0317059213365469
"1","2012","Stratum_1"," [kg]",202.015888782342,6.31478723248316,0.0314638194353955
"1","2013","Stratum_1"," [kg]",153.905955820662,4.83042713822351,0.0315903303087858
"1","2014","Stratum_1"," [kg]",156.763076168444,4.94594648102726,0.0317583463769052
"1","2015","Stratum_1"," [kg]",133.979226753666,4.21094449684092,0.0316374344699052
"1","2016","Stratum_1"," [kg]",151.1748694079,4.88780947068817,0.0325491933272265
"1","2017","Stratum_1"," [kg]",167.497730885888,5.46363862225111,0.0328378358120697
"1","2018","Stratum_1"," [kg]",155.674948287283,5.00025367663662,0.032334667627075
"1","2019","Stratum_1"," [kg]",142.25885220722,4.82680102533464,0.0341714447684226
"1","2020","Stratum_1"," [kg]",267.375860054386,8.65774309216109,0.0325946271029319
"1","2021","Stratum_1"," [kg]",251.906299528817,8.65004552983467,0.0345875899208404
