Parameter,Estimate,se
log_srv_slx_pars,1.382990672834544,0.332281950378404
log_srv_slx_pars.1,1.03964701893619,0.10343896818986113
log_srv_slx_pars.2,-0.5453496318427735,0.4174301910811697
log_srv_slx_pars.3,-0.15173490453703561,0.1492610917932513
log_srv_slx_pars.4,0.5605512397486015,0.22467066662393487
log_srv_slx_pars.5,0.48454541801960826,0.06527041834115446
log_srv_slx_pars.6,0.5070113327847132,0.41990869513861673
log_srv_slx_pars.7,0.9333521643376766,0.18963853967797617
fsh_logq,-17.682166557867554,0.04142044552629127
fsh_logq.1,-17.2842199517716,0.02606464985977025
fsh_logq.2,-17.01270826421401,0.03757242005724477
srv_logq,-16.90686521039234,0.06038964830099062
srv_logq.1,-16.691302923111994,0.02894613019475528
mr_logq,-4.146847247415669e-4,9.997419584835455e-4
log_rbar,13.552421658796735,0.09146766543778821
log_rinit,13.837872728248058,0.1407096090669037
log_sigma_r,-0.6373954697459709,0.08753285312629216
log_Fbar,-2.8633693397000535,0.3236734469617937
log_spr_Fxx,-2.308919211247499,0.2526448342984979
log_spr_Fxx.1,-2.484421917276539,0.24471121470597718
log_spr_Fxx.2,-2.8277306804479996,0.2438801434991139
log_spr_Fxx.3,-3.182998460245104,0.2619797949629752
log_spr_Fxx.4,-3.5809922311124742,0.3067176974796853
pred_rec,1072866.4099989694,635766.6549247132
pred_rec.1,1086801.6243715482,649990.3509785526
pred_rec.2,1090405.1080035681,656562.4565997592
pred_rec.3,1059069.3301617475,629426.6496220129
pred_rec.4,20327164.00843672,2022951.7798551177
pred_rec.5,1025947.8721468284,596141.3883362717
pred_rec.6,1041628.3942031709,601228.4847152994
pred_rec.7,1088072.0547520837,625107.9580662751
pred_rec.8,1114987.3909314168,623323.2513904148
pred_rec.9,1100605.5569157063,588943.9757716068
pred_rec.10,1004867.5369816655,506431.6340328264
pred_rec.11,872772.3451140745,410536.5196888532
pred_rec.12,754873.0730297575,332676.8977286207
pred_rec.13,646854.9011500797,268971.9008129732
pred_rec.14,564048.8632939256,224593.94604365705
pred_rec.15,536253.5131478827,207665.27996624238
pred_rec.16,562470.8398473242,212119.3623825415
pred_rec.17,599567.1916522094,219173.67831845002
pred_rec.18,568852.0266606486,205308.61950538796
pred_rec.19,539186.6741598682,192424.7723943131
pred_rec.20,645520.1516906293,227894.36725614849
pred_rec.21,793942.1179146086,285965.49011180014
pred_rec.22,1109483.546109127,373726.5716773487
pred_rec.23,1489372.2578546323,431795.4541562954
pred_rec.24,1542570.8554466537,440736.7222019527
pred_rec.25,1166587.4647089858,383661.1664785841
pred_rec.26,1029620.3999216782,339421.49772743904
pred_rec.27,914352.3587416685,285779.82706411346
pred_rec.28,633063.9160036783,214116.0264581854
pred_rec.29,568843.4558835728,193472.60160839144
pred_rec.30,771975.0565636673,208651.9742417164
pred_rec.31,552862.5230444291,174111.98583306017
pred_rec.32,455074.4401153251,142650.25763411986
pred_rec.33,443772.91410911555,152042.0624146229
pred_rec.34,1157090.6490033548,212608.58857035812
pred_rec.35,590491.5291887724,166738.63637975513
pred_rec.36,271194.4184315825,85459.18475295395
pred_rec.37,289500.32398949814,81876.10942069053
pred_rec.38,327265.31576209137,95191.44605406844
pred_rec.39,594838.518800708,158211.858367994
pred_rec.40,1194764.0017739863,246503.57870550425
pred_rec.41,1153029.872595446,302770.3650627462
pred_rec.42,1137423.3786484327,392436.1908039938
pred_rec.43,4451094.00655764,499400.2665767046
pred_rec.44,939124.8421739764,420510.3118680563
pred_rec.45,1276750.6109464157,461574.809218023
pred_rec.46,1299792.6307455287,628765.0648837696
pred_rec.47,1014632.9278595265,528516.0106664943
