year,catch,sigma_catch,upper_catch,lower_catch,fsh_cpue,sigma_fsh_cpue,truesigma_fsh_cpue,upper_fsh_cpue,lower_fsh_cpue,srv_cpue,sigma_srv_cpue,upper_srv_cpue,lower_srv_cpue,mr,sigma_mr,upper_mr,lower_mr,index
1999,1407.31423982928,0.05,2169.7622709013613,912.7881870687672,0.2180012139936,0.08,0.146,0.3754934214400996,0.12656554439866455,0.1949358482237743,0.08,0.33576477520451725,0.11317442367078634,NA,NA,NA,NA,24
2000,1440.48632997328,0.05,2220.906178640204,934.3037030543766,0.219120316176,0.08,0.146,0.37742100477650614,0.1272152645280091,0.17457196540958253,0.08,0.3006892639647928,0.10135171008477639,NA,NA,NA,NA,25
2001,1025.1284796217599,0.05,1580.517723020834,664.9013702440897,0.23519443731679998,0.08,0.156,0.4051076705213071,0.13654745977429408,0.24972311984117224,0.08,0.4301324151553148,0.1449824156142488,NA,NA,NA,NA,26
2002,958.57473075792,0.05,1477.906799898701,621.7344114734427,0.2825420939264,0.08,0.171,0.4866610401187424,0.16403621465329662,0.21530610004023665,0.08,0.3708512566512876,0.12500083492537747,NA,NA,NA,NA,27
2003,959.7824376015999,0.05,1479.7688124255162,622.5177337117565,0.3360690797112,0.08,0.19,0.5788579167485219,0.19511251910026028,0.2320784500011024,0.08,0.3997405777565411,0.13473840273407883,NA,NA,NA,NA,28
2004,1057.1272134442402,0.05,1629.852579017925,685.6558438418707,0.306564008732,0.08,0.182,0.5280372820884873,0.1779826815980099,0.2126169829604044,0.08,0.36621942110110184,0.12343960707289996,NA,NA,NA,NA,29
2005,978.6417043408,0.05,1508.845563210433,634.7499100154714,0.3022078472416,0.08,0.181,0.5205340670723364,0.1754536133399902,0.25618311192640014,0.08,0.44125934645134607,0.14873291039407116,1.7275708293261414,0.05,2.6635259558208935,1.120507560219662,30
2006,971.0087171317599,0.05,1497.0772124102189,629.799131888403,0.3018099563392,0.08,0.179,0.5198487249425148,0.17522260876092852,0.2138287332860047,0.08,0.3683065850547125,0.1241431161810619,2.172791794335783,0.05,3.34995662265576,1.4092791977080004,31
2007,732.89179109488,0.05,1129.954428062846,475.3557879100477,0.341704234564,0.08,0.194,0.588564117632728,0.1983841359350929,0.22566793428921444,0.08,0.38869886641119517,0.13101663258386712,2.7398747724446104,0.05,4.2242711258048065,1.7770908980772844,32
2008,741.57617280848,0.05,1143.3437928933768,480.98850362898463,0.3974374918368,0.08,0.21,0.6845611585573688,0.23074134128556334,0.2248532301392499,0.08,0.38729558959852284,0.13054363762950352,1.76978361277112,0.05,2.728608580778739,1.1478868966758486,33
2009,540.78362694568,0.05,833.7668143045815,350.7538632566528,0.3607632178608,0.08,0.205,0.6213920212768574,0.20944926053901083,0.2204055445062163,0.08,0.37963472998566405,0.12796143295666376,2.4763061418773735,0.05,3.817907533216342,1.6061395031046517,34
2010,512.92681404016,0.05,790.8178694852016,332.6858518417836,0.3580367670672,0.08,0.207,0.6166958807456997,0.20786635775307363,0.21793299290006923,0.08,0.37537591488426453,0.12652593709701693,2.1960929841457775,0.05,3.3858818205156,1.4243924184807757,35
2011,427.33643489328,0.05,658.8567408551304,277.1716782472023,0.381112761116,0.08,0.22,0.6564428335253739,0.22126364896913292,0.25388705059725103,0.08,0.4373045247853355,0.14739987996376813,NA,NA,NA,NA,36
2012,481.43555441136004,0.05,742.2654246424504,312.26052751011815,0.4067347217016,0.08,0.225,0.7005750540210487,0.23613905874631327,0.27114531636453104,0.08,0.46703080539801484,0.15741955720408274,1.8518010423667988,0.05,2.855061024203599,1.2010836446017146,37
2013,471.10474713576,0.05,726.3376416213188,305.55993529185463,0.3850220891272,0.08,0.222,0.6631764058920866,0.22353329792615662,0.21010868972634872,0.08,0.3618990432867917,0.12198336060131354,2.009979505530933,0.05,3.0989366645753855,1.3036786646325136,38
2014,384.36310613368,0.05,592.6015259509372,249.29904984578448,0.3776844674208,0.08,0.223,0.6505378126049401,0.2192732753838544,0.20711234088044717,0.08,0.35673802028437535,0.12024376238558535,NA,NA,NA,NA,39
2015,383.50556777808,0.05,591.2793945341062,248.74284792669843,0.3341624964576,0.08,0.204,0.5755739466456047,0.19400560899176728,0.18472056517318255,0.08,0.31816959069440554,0.10724370963117297,1.886497892777188,0.05,2.9085557695908864,1.2235881246153164,40
2016,316.10695391912,0.05,487.36587946872817,205.02790721613545,0.3812242993888,0.08,0.228,0.6566349512063169,0.22132840504071435,0.20228490713912275,0.08,0.3484230683669126,0.11744108634389529,NA,NA,NA,NA,41
2017,337.68578138944,0.05,520.6355816932077,219.02399867051625,0.3498597280056,0.08,0.213,0.6026114436994928,0.2031189924451404,0.22757031247269469,0.08,0.39197559354450817,0.13212110134362084,2.0617200047632926,0.05,3.178708885970369,1.3372377057874354,42
2018,396.79726033656004,0.05,611.7721972171151,257.36387911515715,0.3802074368432,0.08,0.221,0.6548834692334099,0.2207380424491269,0.21402866395480255,0.08,0.36865095309515794,0.12425919046099289,2.9451891116180566,0.05,4.540819693427935,1.91025838699297,43
2019,412.46991173408,0.05,635.9359033212003,267.52920726350203,0.3656596981416,0.08,0.223,0.629825901529036,0.21229202311369524,0.1920522258163907,0.08,0.33079791642398965,0.11150027134316942,3.5082204487622537,0.05,5.40888747679579,2.2754421810240024,44
2020,499.44750675864,0.05,770.0358070647461,323.94313318789284,0.36936663340239995,0.08,0.223,0.6362108650741269,0.2144441683735263,0.3574487567026676,0.08,0.6156830697637067,0.2075249750124193,3.0692428975417108,0.05,4.7320827508473435,1.9907200402240248,45
2021,491.4047672164,0.05,757.635710256548,318.72658848305275,0.40391918543919997,0.08,0.232,0.6957254693559454,0.23450443537290716,0.33592215949080106,0.08,0.5786048558814484,0.19502722123729288,NA,NA,NA,NA,46
2022,537.10499582568,0.05,828.0951918716934,348.36789220918683,0.4396520292192,0.08,0.252,0.7572730521557857,0.2552499474876283,0.34964761742151207,0.08,0.602246096518696,0.2029958468394072,3.925208106796537,0.05,6.051788729570767,2.5459016119278903,47
