Parameter,Estimate,se
log_M,-2.486047852431988,0.019523885348414392
log_srv_slx_pars,1.1419366459219904,0.2506495651562144
log_srv_slx_pars.1,0.7726063273356361,0.08809702479687981
log_srv_slx_pars.2,-0.4451643663054865,0.3377902545538765
log_srv_slx_pars.3,0.27951333946420376,0.15681259059545002
log_srv_slx_pars.4,0.5644759797007886,0.16855585264914177
log_srv_slx_pars.5,0.5042383457708415,0.06725826890402249
log_srv_slx_pars.6,0.41330791160850366,0.30877773376461415
log_srv_slx_pars.7,0.812133935016776,0.15826151432325963
fsh_logq,-17.58733935808953,0.03694696989658547
fsh_logq.1,-17.319494405426195,0.026690513181458604
fsh_logq.2,-17.035641213304675,0.03989807582185926
srv_logq,-16.94258804409909,0.05773174212621588
srv_logq.1,-16.72825549018879,0.029547225397163472
mr_logq,-0.03284803713523497,0.00980623087396965
log_rbar,13.43095060924016,0.0982670893329729
log_rinit,13.368638543259197,0.14595685307810446
log_sigma_r,-0.5757988071328216,0.08909603530274096
log_Fbar,-2.830512000544222,0.3236342042929775
log_spr_Fxx,-2.4021082473026123,0.2600721415093153
log_spr_Fxx.1,-2.5820833858762784,0.25105258875038133
log_spr_Fxx.2,-2.9325165508375037,0.24883229867039505
log_spr_Fxx.3,-3.293414500624253,0.26612101642465924
log_spr_Fxx.4,-3.6962398331013087,0.31042905830375805
pred_rec,1235404.6906928485,910220.7953589761
pred_rec.1,1248563.1427541499,931612.5546193884
pred_rec.2,1211244.3586758305,896440.5238497007
pred_rec.3,1063842.35736266,723029.235360249
pred_rec.4,14250535.744165605,1957339.546932335
pred_rec.5,907552.9774259507,555159.050893406
pred_rec.6,892431.6904859681,529966.6502108241
pred_rec.7,921250.9157442097,536595.343086374
pred_rec.8,932840.6347515258,522959.783187222
pred_rec.9,920231.9416534981,494086.39327197673
pred_rec.10,839945.1270915275,427641.3547403176
pred_rec.11,730805.7997529298,349376.9895236205
pred_rec.12,636264.5399257591,286008.8441700194
pred_rec.13,542365.6221158205,230551.50108974418
pred_rec.14,469398.03518382995,191519.64434377317
pred_rec.15,446749.65920952003,177529.54533941866
pred_rec.16,480125.9731234524,185442.2342300246
pred_rec.17,523523.81594857236,194455.86297061114
pred_rec.18,488921.66960141814,180853.1246628516
pred_rec.19,474177.5428936956,175759.17316763813
pred_rec.20,613894.5716545539,210767.15111150086
pred_rec.21,699159.0903640531,253030.51512208433
pred_rec.22,938273.3164311636,315298.9150593142
pred_rec.23,1408974.8807437096,371019.05113761313
pred_rec.24,1202407.0910388255,361320.97883504344
pred_rec.25,1124168.6198214004,325711.3200403253
pred_rec.26,898131.569235665,287364.2820996631
pred_rec.27,680251.63379159,219131.8726123083
pred_rec.28,446738.75006159034,153985.82410061723
pred_rec.29,460257.49379964225,146950.26398045494
pred_rec.30,536160.047860095,146538.4544288772
pred_rec.31,387706.9048558843,119532.09346864729
pred_rec.32,320835.6573538076,99575.66761512519
pred_rec.33,335533.58109718456,110302.65408098171
pred_rec.34,778779.1263499808,152070.60141380283
pred_rec.35,486910.4159780039,128465.563795483
pred_rec.36,243255.43647576688,78044.70704218683
pred_rec.37,264016.03351585753,76879.24424922481
pred_rec.38,326063.0628189223,95906.75451196052
pred_rec.39,571933.7077375707,155766.73468115117
pred_rec.40,1280818.4667842076,249672.2985314878
pred_rec.41,1079028.705370536,332558.3892519892
pred_rec.42,1583715.3265947583,470971.242760501
pred_rec.43,4381326.9523253655,682504.2612163424
pred_rec.44,1448284.173021388,749977.4401727137
pred_rec.45,1748628.638841504,884873.4988486079
pred_rec.46,1780439.1890031735,1110238.663285535
pred_rec.47,954922.3244792257,574432.8018237976
