year,ABC,retro
1975,2.4140966214562085,retro_0
1976,2.3504734075907137,retro_0
1977,2.29155129020775,retro_0
1978,2.2663514151977764,retro_0
1979,2.236850502811446,retro_0
1980,2.2987772504670887,retro_0
1981,2.647062415217121,retro_0
1982,3.0977407743914305,retro_0
1983,3.527228589968329,retro_0
1984,3.872197934608298,retro_0
1985,4.2200056740576,retro_0
1986,4.492514259339727,retro_0
1987,4.380625655484029,retro_0
1988,4.244738670050485,retro_0
1989,4.0587716332705135,retro_0
1990,3.8173228323373523,retro_0
1991,3.6191958452531416,retro_0
1992,3.3632783882412767,retro_0
1993,3.0468811828341402,retro_0
1994,2.6788268463629104,retro_0
1995,2.351959304330453,retro_0
1996,2.049801922857153,retro_0
1997,1.771494724167387,retro_0
1998,1.5005954274947364,retro_0
1999,1.2619741741749342,retro_0
2000,1.1323046902663936,retro_0
2001,1.041802227024769,retro_0
2002,1.018231938539467,retro_0
2003,1.0239649798694161,retro_0
2004,1.0399380120211976,retro_0
2005,1.0473186840370063,retro_0
2006,1.0526551156510748,retro_0
2007,1.0435664059444318,retro_0
2008,1.0420098868349112,retro_0
2009,1.0248683164675687,retro_0
2010,1.0161034831139975,retro_0
2011,1.0074282904065728,retro_0
2012,1.0111917113501183,retro_0
2013,1.0084205976106781,retro_0
2014,0.9984254936066953,retro_0
2015,0.9897252256835612,retro_0
2016,0.9789699507183244,retro_0
2017,0.9832183702546246,retro_0
2018,0.9985623955114419,retro_0
2019,1.03056861368172,retro_0
2020,1.1039635251587434,retro_0
2021,1.2449555736843614,retro_0
2022,1.4387862111128724,retro_0
2023,1.6481934365246564,retro_0
2024,1.8337752070691236,retro_0
1975,2.420737963985369,retro_1
1976,2.357148307231806,retro_1
1977,2.2982525547842667,retro_1
1978,2.273055482900524,retro_1
1979,2.2435317588830204,retro_1
1980,2.3056664856932176,retro_1
1981,2.654762712776196,retro_1
1982,3.1064274124619566,retro_1
1983,3.5368208780607477,retro_1
1984,3.8825295700981393,retro_1
1985,4.231099541569237,retro_1
1986,4.504326219074393,retro_1
1987,4.392313386793901,retro_1
1988,4.256254982189172,retro_1
1989,4.0700564782046165,retro_1
1990,3.8282094271654983,retro_1
1991,3.62978761579907,retro_1
1992,3.373505337344283,retro_1
1993,3.0566066297762036,retro_1
1994,2.6881012406851523,retro_1
1995,2.360755420162345,retro_1
1996,2.0581413743297046,retro_1
1997,1.7794108544378149,retro_1
1998,1.5079975443185292,retro_1
1999,1.2688577021352978,retro_1
2000,1.1388888686690009,retro_1
2001,1.048246695370142,retro_1
2002,1.0247088083330516,retro_1
2003,1.0306049919607896,retro_1
2004,1.0467867647515612,retro_1
2005,1.0543645057363868,retro_1
2006,1.059868928402438,retro_1
2007,1.0508621459846468,retro_1
2008,1.0493949143900108,retro_1
2009,1.0322695875528054,retro_1
2010,1.0235561002984328,retro_1
2011,1.0150277280642583,retro_1
2012,1.0192260386776624,retro_1
2013,1.0170017780478822,retro_1
2014,1.0075928392103835,retro_1
2015,0.9994700330621531,retro_1
2016,0.9893211434741476,retro_1
2017,0.9944918587721641,retro_1
2018,1.0111535674040377,retro_1
2019,1.0443172679288704,retro_1
2020,1.1193796333839683,retro_1
2021,1.261169206973621,retro_1
2022,1.4471935600037629,retro_1
2023,1.6462554450243798,retro_1
1975,2.3492104613137386,retro_2
1976,2.2882259127888713,retro_2
1977,2.2315352615293707,retro_2
1978,2.2062270850053576,retro_2
1979,2.183201310981868,retro_2
1980,2.2724875058227467,retro_2
1981,2.606043438817858,retro_2
1982,3.08237029665574,retro_2
1983,3.514128322329633,retro_2
1984,3.860936137975481,retro_2
1985,4.174529239820106,retro_2
1986,4.42157068549807,retro_2
1987,4.2881770951827844,retro_2
1988,4.137833193685414,retro_2
1989,3.944404672601404,retro_2
1990,3.7003627604475637,retro_2
1991,3.5025849080764666,retro_2
1992,3.25140926411507,retro_2
1993,2.94353371203205,retro_2
1994,2.5884477882815546,retro_2
1995,2.273570560957293,retro_2
1996,1.9830245123388588,retro_2
1997,1.7163335716293122,retro_2
1998,1.4570140008705867,retro_2
1999,1.229512903771401,retro_2
2000,1.107744286955427,retro_2
2001,1.0242106904972061,retro_2
2002,1.0060758039617592,retro_2
2003,1.0154488492945135,retro_2
2004,1.0336849204480794,retro_2
2005,1.0412476330461495,retro_2
2006,1.0453107347827064,retro_2
2007,1.034102574718387,retro_2
2008,1.0299085290538492,retro_2
2009,1.0110049371797045,retro_2
2010,1.0010522094634702,retro_2
2011,0.992545523287126,retro_2
2012,0.9960773439552909,retro_2
2013,0.994723811359123,retro_2
2014,0.986615708433532,retro_2
2015,0.9795598875984237,retro_2
2016,0.9707384155991419,retro_2
2017,0.9791407798592019,retro_2
2018,0.9997187766638204,retro_2
2019,1.0400051588299764,retro_2
2020,1.1281287077337663,retro_2
2021,1.2704025561300996,retro_2
2022,1.4551325852878565,retro_2
1975,2.3532713625003683,retro_3
1976,2.2916877231027986,retro_3
1977,2.2343082178611997,retro_3
1978,2.208091563744182,retro_3
1979,2.1839306037364272,retro_3
1980,2.272869503175839,retro_3
1981,2.607594324565577,retro_3
1982,3.085797083260008,retro_3
1983,3.5186660483968217,retro_3
1984,3.865845084338454,retro_3
1985,4.179440405567852,retro_3
1986,4.426552129337569,retro_3
1987,4.291068864345992,retro_3
1988,4.139080879091838,retro_3
1989,3.9444248314612005,retro_3
1990,3.699288675123062,retro_3
1991,3.5012412380297175,retro_3
1992,3.2499186155075335,retro_3
1993,2.941711949420601,retro_3
1994,2.5863898641935816,retro_3
1995,2.2711255445977687,retro_3
1996,1.9802106021106196,retro_3
1997,1.713287408316305,retro_3
1998,1.4537221839082741,retro_3
1999,1.2260691498112082,retro_3
2000,1.1043156930915767,retro_3
2001,1.0209823789569652,retro_3
2002,1.0032053561205383,retro_3
2003,1.012995175637476,retro_3
2004,1.0316260209377919,retro_3
2005,1.0394523459674687,retro_3
2006,1.0437373610577612,retro_3
2007,1.0326620257962829,retro_3
2008,1.0286480771338677,retro_3
2009,1.0099563790231438,retro_3
2010,1.0004155499538328,retro_3
2011,0.9926226814423705,retro_3
2012,0.9972999441403976,retro_3
2013,0.9973724177995921,retro_3
2014,0.9909324366646355,retro_3
2015,0.9858511195800251,retro_3
2016,0.9796770166852735,retro_3
2017,0.9916254236110353,retro_3
2018,1.0157075583673598,retro_3
2019,1.0574235077693128,retro_3
2020,1.1398146975215753,retro_3
2021,1.2633291787643601,retro_3
1975,2.3770209613414766,retro_4
1976,2.31333467971014,retro_4
1977,2.2536562892098457,retro_4
1978,2.224430771953963,retro_4
1979,2.1967943884950714,retro_4
1980,2.28438248741966,retro_4
1981,2.6213705161298972,retro_4
1982,3.103451739759507,retro_4
1983,3.538077593778148,retro_4
1984,3.884777664126172,retro_4
1985,4.196312142385765,retro_4
1986,4.44142250367463,retro_4
1987,4.298803197588655,retro_4
1988,4.141237763352839,retro_4
1989,3.9427808604677947,retro_4
1990,3.6947248475629757,retro_4
1991,3.496676186116561,retro_4
1992,3.246517637236707,retro_4
1993,2.9392882295753187,retro_4
1994,2.585771966799239,retro_4
1995,2.2714719516847985,retro_4
1996,1.9814070497565661,retro_4
1997,1.715588314834815,retro_4
1998,1.4567168384241187,retro_4
1999,1.2295834869551268,retro_4
2000,1.1082372061363202,retro_4
2001,1.0254465177940773,retro_4
2002,1.0082090306914033,retro_4
2003,1.018483231933442,retro_4
2004,1.037462719203177,retro_4
2005,1.045483488794182,retro_4
