sigmaR,retro
0.5400446455106754,retro_0
0.5405712871968242,retro_1
0.5316916234343887,retro_2
0.5222546093520352,retro_3
0.47476587823521255,retro_4
0.48055102520194376,retro_5
0.493132266942202,retro_6
0.5008281163150197,retro_7
0.48231328753917113,retro_8
0.48614789911803535,retro_9
0.47057661408972556,retro_10
