retro,mgc
retro_0,0.005149531519631803
retro_1,2.3187583560373072e-4
retro_2,3.5635992745343403e-4
retro_3,5.468908966008157e-4
retro_4,7.939855520072703e-4
retro_5,0.0012402247333151983
retro_6,1.26157527720689e-4
retro_7,1.6818325211627547e-4
retro_8,3.500790720608049e-4
retro_9,0.0011325200981734396
retro_10,2.4243163996319483e-4
