year,Fxx,ABC,discarded
1975,0.35,4516677.43855123,90222.94001231564
1975,0.4,3801364.931772774,75712.88787387048
1975,0.5,2708802.888034957,53715.90733302616
1975,0.6,1904429.7477819594,37645.3796191087
1975,0.7,1281473.4560783831,25244.752989729852
1976,0.35,4438373.846359399,92134.23320628784
1976,0.4,3735392.52731128,77314.0887693095
1976,0.5,2661717.1305525,54849.00844192803
1976,0.6,1871288.0560778978,38438.00607952525
1976,0.7,1259153.2072642178,25775.52153995377
1977,0.35,4377209.803407609,93598.8297104574
1977,0.4,3683844.426170416,78544.30668634424
1977,0.5,2624908.9505275055,55723.0325444358
1977,0.6,1845371.479305679,39051.15405712469
1977,0.7,1241694.3651666103,26187.005222944972
1978,0.35,4383250.564685713,94731.482979027
1978,0.4,3688881.2300617625,79496.98415214878
1978,0.5,2628447.445266081,56401.24940246091
1978,0.6,1847833.4154186724,39527.6402827885
1978,0.7,1243337.6870876416,26507.137259688443
1979,0.35,4358809.605344484,107927.08286389816
1979,0.4,3668318.8004549993,90521.15514019383
1979,0.5,2613802.7828834075,64170.32955367352
1979,0.6,1837541.20401257,44946.05131438884
1979,0.7,1236413.9881603383,30127.20658397868
1980,0.35,4302546.412822019,129617.68128416847
1980,0.4,3620868.0430831364,108640.75406816966
1980,0.5,2579885.677091134,76937.96132725725
1980,0.6,1813642.9648152222,53849.664180145766
1980,0.7,1220306.0663300273,36075.25786694101
1981,0.35,4504755.719400219,221018.51454149652
1981,0.4,3789969.5337462765,185144.21126815522
1981,0.5,2699231.880572456,131003.77255444793
1981,0.6,1896966.2824775008,91633.22199366169
1981,0.7,1276074.770374382,61357.65756697014
1982,0.35,5181662.759676245,294677.88930611056
1982,0.4,4358084.8698034175,247101.03622529277
1982,0.5,3102362.3050497016,175111.94069973842
1982,0.6,2179522.411830233,122621.51877411208
1982,0.7,1465758.8197398027,82177.11800660558
1983,0.35,5969544.052417168,294970.41151136934
1983,0.4,5020351.501086502,247501.7167969917
