year,rec,retro
1998,1678297.9333730617,retro_4
1999,1463810.633231166,retro_4
2000,1347468.5582449087,retro_4
2001,1031522.5809898094,retro_4
2002,813816.7363229152,retro_4
2003,649517.4853938288,retro_4
2004,610136.0045708234,retro_4
2005,734658.1339703157,retro_4
2006,547468.8528199769,retro_4
2007,477255.24122176005,retro_4
2008,508457.9340619594,retro_4
2009,1173381.5011891576,retro_4
2010,646988.639864203,retro_4
2011,316646.74265813985,retro_4
2012,374279.70867295837,retro_4
2013,392846.62515708123,retro_4
2014,597463.2635180781,retro_4
2015,1510656.239834262,retro_4
2016,1462309.9562594693,retro_4
2017,768548.4151905194,retro_4
2018,4798264.742628,retro_4
2019,1466629.9370953871,retro_4
2020,745180.1513686823,retro_4
2021,802107.1592935643,retro_4
1975,991780.40168137,retro_5
1976,982973.0717959573,retro_5
1977,1005311.2591629992,retro_5
1978,17119846.279421106,retro_5
1979,1177084.781144351,retro_5
1980,1381277.9125997222,retro_5
1981,1808928.0609622272,retro_5
1982,1880215.0987314237,retro_5
1983,1444464.3202217189,retro_5
1984,1142690.3337486282,retro_5
1985,903674.6098905724,retro_5
1986,761139.2155576033,retro_5
1987,661651.9762029636,retro_5
1988,572899.6183505364,retro_5
1989,510802.5736639782,retro_5
1990,497511.73774099286,retro_5
1991,546541.4276024157,retro_5
1992,616928.3738087972,retro_5
1993,581466.0080465314,retro_5
1994,557706.8347434783,retro_5
1995,771875.2573924599,retro_5
1996,894943.5758651078,retro_5
1997,1069860.2561729422,retro_5
1998,1682747.8060555956,retro_5
1999,1462642.0401329782,retro_5
2000,1349069.0036650763,retro_5
2001,1031785.7973992733,retro_5
2002,812506.3060906946,retro_5
2003,647206.4531985124,retro_5
2004,608819.2689520293,retro_5
2005,735307.7099067057,retro_5
2006,549048.8504308698,retro_5
2007,479476.123290385,retro_5
2008,509180.6133763301,retro_5
2009,1196147.697503493,retro_5
2010,652270.6067258251,retro_5
2011,320730.3635100161,retro_5
2012,381875.1147959901,retro_5
2013,400025.3661768199,retro_5
2014,637047.6231485595,retro_5
2015,1494767.5064838913,retro_5
2016,1358975.6254839252,retro_5
2017,679811.4203165757,retro_5
2018,4150752.475780802,retro_5
2019,689480.1341497335,retro_5
2020,735677.1726078228,retro_5
1975,953774.8590402799,retro_6
1976,945475.4217684501,retro_6
1977,966366.5205266118,retro_6
1978,17445146.535804432,retro_6
1979,1129194.5927837412,retro_6
1980,1324939.1921071757,retro_6
1981,1743935.3083338519,retro_6
1982,1898717.633802994,retro_6
1983,1452614.2856906669,retro_6
1984,1145048.6174326055,retro_6
1985,902779.2772319745,retro_6
1986,760160.575577595,retro_6
1987,661252.116795801,retro_6
1988,572647.5837270712,retro_6
1989,510456.1571394715,retro_6
1990,496786.1947559847,retro_6
1991,543633.6803855865,retro_6
1992,617629.2387544508,retro_6
1993,582191.7029450213,retro_6
1994,557035.5364399207,retro_6
1995,774114.1013321019,retro_6
1996,899804.073908241,retro_6
1997,1068418.5970854717,retro_6
1998,1696316.0036573492,retro_6
1999,1467408.4551713984,retro_6
2000,1351274.028915228,retro_6
2001,1032645.3695960129,retro_6
2002,819712.6530286118,retro_6
2003,643073.6528037225,retro_6
2004,610717.7970118411,retro_6
2005,741469.454710738,retro_6
2006,553197.8044534421,retro_6
2007,484169.45174748456,retro_6
2008,512914.0698103995,retro_6
2009,1250230.2125709997,retro_6
2010,664982.8285060932,retro_6
2011,330791.5109839902,retro_6
2012,399178.31066083704,retro_6
2013,411173.369347784,retro_6
2014,734686.9258855103,retro_6
2015,1551654.9512611255,retro_6
2016,850085.0346972608,retro_6
2017,750704.9046293367,retro_6
2018,877498.7946235822,retro_6
2019,707861.6710154517,retro_6
1975,933291.0472605964,retro_7
1976,925110.2554203706,retro_7
1977,945328.7846496347,retro_7
1978,17502105.229333036,retro_7
1979,1104032.6084793147,retro_7
1980,1295557.0785371456,retro_7
1981,1709858.1589643217,retro_7
1982,1899482.3740688954,retro_7
1983,1446380.9047753562,retro_7
1984,1137490.6239560824,retro_7
1985,895382.2430489452,retro_7
1986,753432.4046180889,retro_7
1987,655047.3287869737,retro_7
1988,566548.2277867938,retro_7
1989,503554.6915233725,retro_7
1990,486386.44605570426,retro_7
1991,535053.4467967681,retro_7
1992,610403.2680111472,retro_7
1993,576039.6624634148,retro_7
1994,551722.1038777246,retro_7
1995,770397.762183663,retro_7
1996,893751.5822792102,retro_7
1997,1060672.4082875699,retro_7
1998,1681483.1273921102,retro_7
1999,1452833.6058110732,retro_7
2000,1335576.7773543566,retro_7
2001,1025749.1370484171,retro_7
2002,802433.9497669848,retro_7
2003,639865.6992279713,retro_7
2004,597821.1098439539,retro_7
2005,732610.041310934,retro_7
2006,543157.7595447196,retro_7
2007,480244.9517599334,retro_7
2008,507657.5580690906,retro_7
2009,1232611.7573123472,retro_7
2010,655800.0164179492,retro_7
2011,323211.8398881833,retro_7
2012,382042.1164415235,retro_7
2013,386814.62996465864,retro_7
2014,692129.8162440009,retro_7
2015,1491031.620411891,retro_7
2016,779392.9347386198,retro_7
2017,682291.6904175135,retro_7
2018,713731.8645839348,retro_7
1975,933564.1096119466,retro_8
1976,925295.839631789,retro_8
1977,945506.2173167971,retro_8
1978,17481700.145328972,retro_8
1979,1104332.7096409332,retro_8
1980,1295967.8028709276,retro_8
1981,1708595.7320825388,retro_8
1982,1889574.3268512976,retro_8
1983,1439209.8447639332,retro_8
1984,1131825.5820505777,retro_8
1985,890875.2179213472,retro_8
1986,749080.6778481216,retro_8
1987,650095.8303104407,retro_8
1988,560165.7275892831,retro_8
1989,494151.01504765486,retro_8
1990,479931.2567388912,retro_8
1991,529397.3578378567,retro_8
1992,605003.528418701,retro_8
1993,571925.1252590942,retro_8
1994,548596.3328884214,retro_8
1995,764707.2053624869,retro_8
1996,887165.4626427206,retro_8
1997,1057167.6501466096,retro_8
1998,1667630.7440490925,retro_8
1999,1428453.6710211576,retro_8
2000,1334746.8119909063,retro_8
2001,1004132.0749729803,retro_8
2002,787542.1298290098,retro_8
2003,631721.7763242731,retro_8
2004,589980.0663159312,retro_8
2005,712419.2081282913,retro_8
2006,534858.6890138419,retro_8
2007,473642.5411558054,retro_8
2008,504236.8489088592,retro_8
2009,1184613.5263564577,retro_8
2010,655131.8561868026,retro_8
2011,316722.65142482356,retro_8
2012,360797.0992924301,retro_8
2013,350817.68730232306,retro_8
2014,596489.8076373959,retro_8
2015,1463170.6337113013,retro_8
2016,1178496.8335368913,retro_8
2017,742150.048021096,retro_8
1975,964858.422040294,retro_9
1976,956236.5918047847,retro_9
1977,977463.8903895962,retro_9
1978,17333021.238215834,retro_9
1979,1142790.5381802085,retro_9
1980,1340864.7136581598,retro_9
1981,1758115.7161185057,retro_9
1982,1871659.4007703038,retro_9
1983,1436293.7276415715,retro_9
1984,1133214.1626529617,retro_9
1985,893809.632904592,retro_9
1986,750765.9949633009,retro_9
1987,649153.6208355626,retro_9
1988,555669.0590084965,retro_9
1989,493768.23394576245,retro_9
1990,481160.04938201717,retro_9
1991,531355.1016952267,retro_9
1992,607212.4191851957,retro_9
1993,575555.0295072416,retro_9
1994,553413.7008616424,retro_9
1995,769725.03725102,retro_9
1996,894141.6113661617,retro_9
1997,1057007.0953896607,retro_9
1998,1678622.675085528,retro_9
1999,1442871.9513357682,retro_9
2000,1330279.617522548,retro_9
2001,1005253.6550399504,retro_9
2002,791438.3810031663,retro_9
2003,621076.9913797289,retro_9
2004,596535.7621042854,retro_9
2005,718076.7439664094,retro_9
2006,536097.2325576899,retro_9
2007,470785.0305001549,retro_9
2008,502034.20605247025,retro_9
2009,1266354.360627252,retro_9
2010,660593.0164382951,retro_9
2011,319209.4464963429,retro_9
2012,359620.9945179803,retro_9
2013,365770.06654653884,retro_9
2014,582134.2376160204,retro_9
2015,1811093.2662559901,retro_9
2016,2034576.559066818,retro_9
1975,910003.1906949836,retro_10
1976,901869.8452421037,retro_10
1977,921197.2722253609,retro_10
1978,17588893.52263818,retro_10
1979,1074713.3850022766,retro_10
1980,1260753.0129291017,retro_10
1981,1663354.2028057065,retro_10
1982,1888807.669754619,retro_10
1983,1433955.260841014,retro_10
1984,1124124.8918798831,retro_10
1985,881047.1091494614,retro_10
1986,735744.7152159559,retro_10
1987,630344.3186848537,retro_10
1988,544365.0968208822,retro_10
1989,485783.4300485873,retro_10
1990,474475.4028480601,retro_10
1991,525687.5727108556,retro_10
1992,603565.4665423415,retro_10
1993,570620.858412883,retro_10
1994,548180.1627520769,retro_10
1995,771578.2412523692,retro_10
1996,890484.8049194978,retro_10
1997,1029672.670768356,retro_10
1998,1727021.5888123189,retro_10
1999,1422744.2427145343,retro_10
2000,1334354.8815011713,retro_10
2001,1014034.2747039726,retro_10
2002,778509.726229177,retro_10
2003,605941.706415056,retro_10
2004,612635.3837837928,retro_10
2005,707571.2456241442,retro_10
2006,534564.6003175419,retro_10
2007,475022.8443694146,retro_10
2008,516923.03207633836,retro_10
2009,1382595.560525268,retro_10
2010,625913.6430645813,retro_10
2011,304976.5955530719,retro_10
2012,324903.7600788062,retro_10
2013,347160.85088957637,retro_10
2014,567582.3189206887,retro_10
2015,992701.7037980276,retro_10
