year,spawn_biom,retro
1975,25.15888819740693,retro_0
1976,24.662509529499154,retro_0
1977,24.28129906125142,retro_0
1978,25.132306780395822,retro_0
1979,26.580255138983567,retro_0
1980,29.532091625434976,retro_0
1981,33.507585495356544,retro_0
1982,37.80234020836333,retro_0
1983,41.98687122103293,retro_0
1984,45.722087899666505,retro_0
1985,49.00322745910048,retro_0
1986,48.598987351170415,retro_0
1987,46.87168793208096,retro_0
1988,44.89838911626976,retro_0
1989,42.317705012280435,retro_0
1990,39.64116356894303,retro_0
1991,36.92365582911521,retro_0
1992,33.77851214277981,retro_0
1993,30.3014931463388,retro_0
1994,26.34330425250681,retro_0
1995,23.088952540646655,retro_0
1996,20.19295497334354,retro_0
1997,17.570892747518336,retro_0
1998,15.333360139729905,retro_0
1999,13.645877144241597,retro_0
2000,12.93465337752224,retro_0
2001,12.592609563115264,retro_0
2002,12.800545396949298,retro_0
2003,13.141833597220929,retro_0
2004,13.438763976696464,retro_0
2005,13.564047270369977,retro_0
2006,13.532558562940896,retro_0
2007,13.352685390213052,retro_0
2008,13.182014157678484,retro_0
2009,12.942076196287127,retro_0
2010,12.828153463764345,retro_0
2011,12.76283595441518,retro_0
2012,12.745459076268194,retro_0
2013,12.597219350203734,retro_0
2014,12.417785202047456,retro_0
2015,12.344709982192004,retro_0
2016,12.367629556909066,retro_0
2017,12.51424373994198,retro_0
2018,13.02135166694305,retro_0
2019,13.877169283357494,retro_0
2020,15.406707505682567,retro_0
2021,17.29760257728245,retro_0
2022,19.580139363433513,retro_0
2023,21.897200077663435,retro_0
2024,24.264703092309905,retro_0
2025,26.669567158553583,retro_0
2026,28.21604557844419,retro_0
1975,25.226517278519932,retro_1
1976,24.7254278525062,retro_1
1977,24.331886658535602,retro_1
1978,25.177764192280257,retro_1
1979,26.624566566321473,retro_1
1980,29.59467191554282,retro_1
1981,33.58960827472543,retro_1
1982,37.89742621783904,retro_1
1983,42.0947512570271,retro_1
1984,45.84639258584252,retro_1
1985,49.14790503676854,retro_1
1986,48.72239320459485,retro_1
1987,46.975040820098684,retro_1
1988,44.99190965854932,retro_1
1989,42.40706076209421,retro_1
1990,39.7253277611337,retro_1
1991,37.00232237100348,retro_1
1992,33.8520280985756,retro_1
1993,30.369850282743606,retro_1
1994,26.407022605962137,retro_1
1995,23.148615772083904,retro_1
1996,20.248971002012503,retro_1
1997,17.623412325908095,retro_1
1998,15.38293528112932,retro_1
1999,13.692998055411545,retro_1
2000,12.980726010750567,retro_1
2001,12.638417392823845,retro_1
2002,12.847262787614817,retro_1
2003,13.18978450173826,retro_1
2004,13.488140581765752,retro_1
2005,13.61481818482162,retro_1
2006,13.584003361996723,retro_1
2007,13.404664307714889,retro_1
2008,13.234252991075374,retro_1
2009,12.994803958975101,retro_1
2010,12.881695748751715,retro_1
2011,12.818529947301348,retro_1
2012,12.804280735804761,retro_1
2013,12.659146633670867,retro_1
2014,12.483907427837526,retro_1
2015,12.41546309796222,retro_1
2016,12.44560550539387,retro_1
2017,12.598482414070974,retro_1
2018,13.114294002307185,retro_1
2019,13.97420842048811,retro_1
2020,15.498697177719674,retro_1
2021,17.356491276269058,retro_1
2022,19.582400229946103,retro_1
2023,21.716004829462545,retro_1
2024,23.81615886508698,retro_1
2025,25.808383259082902,retro_1
1975,25.2851780693372,retro_2
1976,24.781713932967897,retro_2
1977,24.38144802838899,retro_2
1978,25.225282637481754,retro_2
1979,26.672792501362057,retro_2
1980,29.655707432006587,retro_2
1981,33.66443023747346,retro_2
1982,37.98235565296518,retro_2
1983,42.18940154239849,retro_2
1984,45.95266256306371,retro_2
1985,49.26786934381071,retro_2
1986,48.830251226239675,retro_2
1987,47.070984951362014,retro_2
1988,45.08165834739861,retro_2
1989,42.49387726660378,retro_2
1990,39.808417534259675,retro_2
1991,37.08135932116713,retro_2
1992,33.92712860877217,retro_2
1993,30.44097747270089,retro_2
1994,26.474452046652992,retro_2
1995,23.212735775452824,retro_2
1996,20.31001652720561,retro_2
1997,17.681309320523884,retro_2
1998,15.4381008019105,retro_2
1999,13.745962647217771,retro_2
2000,13.033014475647844,retro_2
2001,12.690951970864713,retro_2
2002,12.901135227958342,retro_2
2003,13.245467367139346,retro_2
2004,13.545621645284404,retro_2
2005,13.673957433127569,retro_2
2006,13.644040057679847,retro_2
