retro,mgc
retro_0,6.609731617705505e-4
retro_1,5.154766937830249e-4
retro_2,3.014829607066607e-4
retro_3,1.8204086038016198e-4
retro_4,0.001379453081381321
retro_5,1.7092213354532953e-4
retro_6,0.001208858590618173
retro_7,2.026012309904655e-4
retro_8,0.0010063056549443894
retro_9,1.6382476961533025e-4
retro_10,5.088608454298371e-4
