year,ABC,retro
1975,2.7197048409514277,retro_0
1976,2.6694841476515685,retro_0
1977,2.625055067463649,retro_0
1978,2.6009658220016822,retro_0
1979,2.6405113559680626,retro_0
1980,2.9580907749386687,retro_0
1981,3.6694225112443672,retro_0
1982,4.265408402306484,retro_0
1983,4.708006245674654,retro_0
1984,5.044776792570769,retro_0
1985,5.318037877626893,retro_0
1986,5.37450118610496,retro_0
1987,5.244257164962456,retro_0
1988,5.0392815911907904,retro_0
1989,4.771696533460551,retro_0
1990,4.494859198101441,retro_0
1991,4.216739540387061,retro_0
1992,3.861117325882719,retro_0
1993,3.5065320636077177,retro_0
1994,3.052738093797473,retro_0
1995,2.6960041104163524,retro_0
1996,2.3623982666738454,retro_0
1997,2.062279431736801,retro_0
1998,1.7928639913448041,retro_0
1999,1.5715294927432597,retro_0
2000,1.4831756572500872,retro_0
2001,1.4461840434950015,retro_0
2002,1.4787836283528173,retro_0
2003,1.5260476831928036,retro_0
2004,1.5631237613027502,retro_0
2005,1.5697855925392172,retro_0
2006,1.5614461243600812,retro_0
2007,1.536185214795389,retro_0
2008,1.521058338695464,retro_0
2009,1.4875388629528656,retro_0
2010,1.4664376384219275,retro_0
2011,1.4546621967370563,retro_0
2012,1.4639498247062634,retro_0
2013,1.455187020495792,retro_0
2014,1.4282348545027246,retro_0
2015,1.400497393730656,retro_0
2016,1.3735552964853832,retro_0
2017,1.379026165109622,retro_0
2018,1.4160887603495602,retro_0
2019,1.4843620067201333,retro_0
2020,1.6338141914225923,retro_0
2021,1.8968785069567664,retro_0
2022,2.1673945217991246,retro_0
2023,2.4150592329945773,retro_0
2024,2.656327684629372,retro_0
2025,2.9305459310428783,retro_0
2026,3.150998577527638,retro_0
1975,2.727303803069391,retro_1
1976,2.677131294716645,retro_1
1977,2.6319245533059137,retro_1
1978,2.605016916390205,retro_1
1979,2.641873670859698,retro_1
1980,2.9612698519355862,retro_1
1981,3.6798458176382782,retro_1
1982,4.279340929878891,retro_1
1983,4.721963646213962,retro_1
1984,5.057978248629644,retro_1
1985,5.331425795989202,retro_1
1986,5.387313812902656,retro_1
1987,5.25600117256446,retro_1
1988,5.0497894153713005,retro_1
1989,4.7814788814351195,retro_1
1990,4.504093235221794,retro_1
1991,4.225484636864954,retro_1
1992,3.868918149350208,retro_1
1993,3.5139145166635126,retro_1
1994,3.0594974780402597,retro_1
1995,2.702531919350733,retro_1
1996,2.3684614425872463,retro_1
1997,2.0680757359004316,retro_1
1998,1.7982613372586802,retro_1
1999,1.5766074544323583,retro_1
2000,1.4881139046484448,retro_1
2001,1.4512293460423367,retro_1
2002,1.4839435715371179,retro_1
2003,1.5313617339482954,retro_1
2004,1.568606489753346,retro_1
2005,1.5754044786108745,retro_1
2006,1.5670976434887107,retro_1
2007,1.5418689585224479,retro_1
2008,1.5268148998392213,retro_1
2009,1.4933057885571266,retro_1
2010,1.4721914012384414,retro_1
2011,1.4605827505284974,retro_1
2012,1.4703315048970693,retro_1
2013,1.4620398690095833,retro_1
2014,1.4354292824323298,retro_1
2015,1.408110627001907,retro_1
2016,1.3817738897258234,retro_1
2017,1.3880321760078391,retro_1
2018,1.4258385142359358,retro_1
