"Category","Time","Stratum","Units","Estimate","Std. Error for Estimate","Std. Error for ln(Estimate)"
"1","1997","Stratum_1"," [kg]",107.810435515407,5.53316631852331,0.0516648328082714
"1","1998","Stratum_1"," [kg]",112.056494257421,6.07987564798725,0.0546167889061233
"1","1999","Stratum_1"," [kg]",108.93726695197,5.99943552845407,0.0554375006151035
"1","2000","Stratum_1"," [kg]",91.2628303169456,4.91524712035486,0.0542074317199918
"1","2001","Stratum_1"," [kg]",133.633115340162,7.44241665434726,0.0560641855554162
"1","2002","Stratum_1"," [kg]",118.715649194376,6.19447046771122,0.0525201539029473
"1","2003","Stratum_1"," [kg]",128.632449961887,6.58660717463442,0.0515408199343314
"1","2004","Stratum_1"," [kg]",118.545481822682,5.97990600360027,0.0507730799853599
"1","2005","Stratum_1"," [kg]",140.505657700295,7.08303074632038,0.0507437613258297
"1","2006","Stratum_1"," [kg]",118.869028204285,6.06113168551672,0.0513265139874695
"1","2007","Stratum_1"," [kg]",125.250598206591,6.26959725148765,0.050388483844371
"1","2008","Stratum_1"," [kg]",122.568094034235,6.2581183353525,0.0514013005329515
"1","2009","Stratum_1"," [kg]",121.28072563406,6.25035017226905,0.0518785346333462
"1","2010","Stratum_1"," [kg]",120.015310017988,6.04807452940882,0.0507266750255131
"1","2011","Stratum_1"," [kg]",140.728698071486,7.27926943494286,0.0520667486009565
"1","2012","Stratum_1"," [kg]",148.845422062551,7.71339922246852,0.0521627295880685
"1","2013","Stratum_1"," [kg]",114.394421148112,5.92029528472941,0.0521018180612214
"1","2014","Stratum_1"," [kg]",113.809918612561,6.10256517486441,0.0539759453353378
"1","2015","Stratum_1"," [kg]",99.1354574127995,5.15598902078162,0.0523590268206016
"1","2016","Stratum_1"," [kg]",110.36845368252,5.90498017211362,0.0538641893145962
"1","2017","Stratum_1"," [kg]",123.88350295696,6.54615900767261,0.0532018830450491
"1","2018","Stratum_1"," [kg]",113.690014551744,6.21590454303183,0.0550568132468945
"1","2019","Stratum_1"," [kg]",102.179596403916,5.67716487095362,0.0559627629950004
"1","2020","Stratum_1"," [kg]",188.178762441954,10.8695980268401,0.0581462003942578
"1","2021","Stratum_1"," [kg]",183.524105479482,10.1904308678196,0.0559344896012855
