year,index,Fmort,pred_rec,biom,expl_biom,expl_abd,spawn_biom
1975,0,0.03485503070484458,0.9186025211586034,65.14615730525918,50.48288850495063,6.664879923232255,30.74711007755829
1976,1,0.03514391009406595,0.9449153860620166,63.48256469658279,49.417042214115874,6.530318527586508,30.01838825938174
1977,2,0.020559701016627414,0.9681920238978917,62.31639874819075,48.830076728392996,6.4565643833399475,29.378752678272132
1978,3,0.02936909675333527,0.9977570444241494,61.29226492190176,48.073512456331216,6.349223049145744,28.994880412797038
1979,4,0.04549968739410615,20.004917571014836,109.27065099374033,46.70814934511159,6.1720948141268055,28.57939161558345
1980,5,0.03400359468512013,1.0126078782502494,112.22745683952328,45.75903568995697,6.095665469970738,28.78597671072398
1981,6,0.026460304877976046,1.0393840200972613,114.37507825262051,47.998696870227775,6.732286615093299,29.76465512306679
1982,7,0.027892465171053944,1.0733788926888623,115.39611402410867,61.40731819733806,9.537847993762783,35.250351987772255
1983,8,0.034892743197967487,1.0660579313390275,114.85371104631685,72.99922222393408,11.380506674263673,40.476922539735384
1984,9,0.028638706784149235,1.0607428940610166,113.22280121655946,83.51022690401051,12.965292345457833,46.22734149925842
1985,10,0.04054751180352961,0.995882839397128,110.05465203969814,93.31440175512887,14.333847958127391,50.25296308057711
1986,11,0.056181907790311236,0.8995125076219116,104.92477948738947,90.7080960806539,13.41662711514879,50.95778093220821
1987,12,0.05372939168560727,0.7684141163937616,98.87090564021626,85.68123762121242,12.236707157626984,49.22143660944377
1988,13,0.05928457373212646,0.6197982340356443,92.25916824815745,80.28110550247006,11.14014182120683,47.05284481523368
1989,14,0.056116471854946615,0.5083903273206154,85.49371182866328,74.97640442357768,10.161086051543846,44.118668125001896
1990,15,0.052529896951777906,0.43412753954860067,79.01743111514337,69.97131438432032,9.294761252749655,41.33875706229987
1991,16,0.06684059036999454,0.39677914008926096,72.32540403849136,64.48767133273691,8.418093272902617,38.3988505122923
1992,17,0.07885413801423052,0.386027170185998,65.34144952489204,58.444782337557136,7.512604082855585,35.19688448776523
1993,18,0.12083441783074199,0.41656252509773434,57.64008696350012,51.20247987647495,6.496594512450623,31.45042910910465
1994,19,0.11361725565292881,0.5376103499988543,50.71740640844807,44.3502626532316,5.5675248863462565,27.117867917344064
1995,20,0.12789930259066504,0.6981073518186134,45.12764185687707,38.03893074289062,4.732593720260817,23.445788611220724
1996,21,0.15188617407953914,0.8234240739739772,40.33569663318286,32.08974648218794,3.9744253589437593,20.030732878423517
1997,22,0.18106538660225455,1.198092969772598,36.98913853702794,26.603710281946956,3.3037619588527893,16.86670562948622
1998,23,0.21140137919516588,1.4810682532182415,35.0312935823359,21.89332823192206,2.7602900183611987,14.091408164239743
1999,24,0.1641186878656763,0.9875507051524212,33.31055818735954,19.05007577411787,2.4744881874131712,11.974192562123692
2000,25,0.1850716425591406,0.6662148878307445,31.501169820962204,17.353155449726238,2.350135174615545,10.957434435068624
2001,26,0.14506461884441257,0.877434356960655,30.778961036959537,17.086537806600813,2.4345091457140136,10.391500282210291
2002,27,0.13691542103467153,1.041798867931546,30.883495940827068,17.99093863566783,2.6806506953752294,10.380874003073467
2003,28,0.13492448292919423,0.6001407744681814,29.916663833080143,18.68559908700527,2.835246681894028,10.454182156296387
2004,29,0.14990130242137942,0.6324392160702992,28.837944558770626,18.278134809729945,2.766194437005594,10.428943695130775
2005,30,0.1425398688458854,0.8056294780276873,28.21902983339541,17.727598958517373,2.6766508218677108,10.232902240399213
2006,31,0.14107385754167331,0.6892123308384668,27.420809682780092,17.612304390714332,2.6691633582963044,10.005215981853377
2007,32,0.10980010443310714,0.7400695284116847,27.064018533677714,17.522800512630933,2.643036825171007,9.796435817188465
2008,33,0.11284967564920041,0.7918207070322261,27.01667511468991,17.094469711205402,2.553129405241856,9.754412692515958
2009,34,0.08341304505592112,0.5620068622871003,26.64318296267158,17.10889215254717,2.546073881985062,9.68405930393376
2010,35,0.07851468158162699,0.47619413769728547,26.19537250751073,17.376900025208872,2.5792810005831432,9.813433646618625
2011,36,0.0646658499247927,0.49655261911606535,25.86824485843875,17.7248457238554,2.621781819133135,9.983345078161202
2012,37,0.07177814003479738,0.4832743256827241,25.449181037118475,18.089085153702374,2.668443467322031,10.155121182175243
2013,38,0.0699966606749065,0.5953290774725999,25.243250502593117,18.16398745928923,2.6585545905071215,10.182222271995652
2014,39,0.05706720722441691,6.180256601048129,39.71546773162762,17.96146985108654,2.5942951761600686,10.224808730262975
2015,40,0.057164924438946954,1.277010652864685,42.766877167867676,17.681773903557698,2.5239829570529433,10.562048119701052
2016,41,0.04731023628292683,1.0273773681257936,45.02493276040454,17.590841720233627,2.498670341171533,11.068174025052908
2017,42,0.04944423562941866,0.9077704154855767,46.678985747277146,18.670643796562292,2.728622859068345,12.965341140734028
2018,NA,NA,NA,48.32957465508363,25.971577356295825,4.15748491242209,15.001597744152855
