"Category","Time","Stratum","Units","Estimate","Std. Error for Estimate","Std. Error for ln(Estimate)"
"1","1997","Stratum_1"," [kg]",108.387179847119,5.52981589025798,0.0513378016611615
"1","1998","Stratum_1"," [kg]",112.858601853262,6.08377738630621,0.0542410352904995
"1","1999","Stratum_1"," [kg]",109.359027160613,5.98211351071663,0.0550416480882887
"1","2000","Stratum_1"," [kg]",92.0259853443792,4.92340813458278,0.0538244620719722
"1","2001","Stratum_1"," [kg]",135.362452848884,7.49911164962583,0.0557468470039522
"1","2002","Stratum_1"," [kg]",119.697684840721,6.20429029692683,0.0521504070469736
"1","2003","Stratum_1"," [kg]",129.578758971028,6.59461047928657,0.0512054419882914
"1","2004","Stratum_1"," [kg]",119.624056807912,5.99299537564617,0.0504046252312465
"1","2005","Stratum_1"," [kg]",142.695992564295,7.14806011770914,0.0504022756308116
"1","2006","Stratum_1"," [kg]",119.956211373595,6.07403005418485,0.0509483768375419
"1","2007","Stratum_1"," [kg]",126.752011406092,6.30903475380521,0.0500838440071941
"1","2008","Stratum_1"," [kg]",124.196930012376,6.30092708488252,0.0510524584818613
"1","2009","Stratum_1"," [kg]",122.950436560012,6.30435766858939,0.0515950686550948
"1","2010","Stratum_1"," [kg]",121.566381022645,6.09495953953853,0.0504469461448987
"1","2011","Stratum_1"," [kg]",142.024406622019,7.29466402993952,0.0516788416013741
"1","2012","Stratum_1"," [kg]",150.543043486184,7.74141811361069,0.0517397307567103
"1","2013","Stratum_1"," [kg]",116.101749404207,5.98204740726035,0.0518491779440386
"1","2014","Stratum_1"," [kg]",114.556465382987,6.09888388967227,0.0535693051356879
"1","2015","Stratum_1"," [kg]",100.345164883933,5.19007455230791,0.0520468941046588
"1","2016","Stratum_1"," [kg]",111.764794454458,5.93967717371338,0.0534803180161799
"1","2017","Stratum_1"," [kg]",125.151951112858,6.5767591721296,0.0528867334331442
"1","2018","Stratum_1"," [kg]",114.315178893097,6.21045718667161,0.054684173619211
"1","2019","Stratum_1"," [kg]",103.080828559343,5.69547520150222,0.0556266127504407
"1","2020","Stratum_1"," [kg]",190.531492496215,10.9488042293724,0.0578226010923702
"1","2021","Stratum_1"," [kg]",185.464082703719,10.2518234995713,0.055657028807035
