STAT,YEAR,PROJECT_CODE,TRIP_NO,TARGET_SPECIES_CODE,ADFG_NO,VESSEL_NAME,TIME_FIRST_BUOY_ONBOARD,NUMBER_OF_STATIONS,HOOKS_PER_SET,HOOK_SIZE,HOOK_SPACING_INCHES,SAMPLE_FREQ,LAST_SKATE_SAMPLED,EFFORT_NO,STATION_NO,SPECIES_CODE,START_LAT,START_LON,END_LAT,END_LON,DEPTH_METERS,LENGTH,WEIGHT,AGE,AGE_TYPE_CODE,AGE_READABILITY_CODE,SEX_CODE,MATURITY_CODE,OTOLITH_CONDITION_CODE,STAT_AREA_TYPE,REGION,WATERS,START_DATE,END_DATE,G_MGT_AREA_DISTRICT,G_NMFS_AREA
345603,2019,603,1,710,58282,Marilyn J,2019-07-28T03:37:56Z,14,1125,13,78,20,21,8,57,710,56.251000000000005,-134.41150000000002,56.27617,-134.41217,687.6288000000001,72,NA,NA,NA,NA,00,09,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2019,603,1,710,58282,Marilyn J,2019-07-28T03:37:56Z,14,1125,13,78,20,21,8,57,710,56.251000000000005,-134.41150000000002,56.27617,-134.41217,687.6288000000001,61,NA,NA,NA,NA,00,09,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2019,603,1,710,58282,Marilyn J,2019-07-29T00:54:09Z,14,1125,13,78,20,21,10,53,710,56.419669999999996,-134.49466999999999,56.4465,-134.4985,707.7456000000001,54,NA,NA,NA,NA,00,09,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2019,603,1,710,58282,Marilyn J,2019-07-28T03:37:56Z,14,1125,13,78,20,21,8,57,710,56.251000000000005,-134.41150000000002,56.27617,-134.41217,687.6288000000001,61,1.9000000000000001,7,NA,02,01,01,03,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2019,603,1,710,58282,Marilyn J,2019-07-28T03:37:56Z,14,1125,13,78,20,21,8,57,710,56.251000000000005,-134.41150000000002,56.27617,-134.41217,687.6288000000001,52,1.2,4,NA,02,01,01,01,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2019,603,1,710,58282,Marilyn J,2019-07-28T03:37:56Z,14,1125,13,78,20,21,8,57,710,56.251000000000005,-134.41150000000002,56.27617,-134.41217,687.6288000000001,65,NA,NA,NA,NA,00,09,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2019,603,1,710,58282,Marilyn J,2019-07-28T03:37:56Z,14,1125,13,78,20,21,8,57,710,56.251000000000005,-134.41150000000002,56.27617,-134.41217,687.6288000000001,53,1.6,4,NA,02,02,01,01,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2019,603,1,710,58282,Marilyn J,2019-07-28T03:37:56Z,14,1125,13,78,20,21,8,57,710,56.251000000000005,-134.41150000000002,56.27617,-134.41217,687.6288000000001,61,2.3000000000000003,5,NA,02,02,07,01,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2019,603,1,710,58282,Marilyn J,2019-07-29T00:54:09Z,14,1125,13,78,20,21,10,53,710,56.419669999999996,-134.49466999999999,56.4465,-134.4985,707.7456000000001,55,1.7,4,NA,02,01,01,01,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2019,603,1,710,58282,Marilyn J,2019-07-29T00:54:09Z,14,1125,13,78,20,21,10,53,710,56.419669999999996,-134.49466999999999,56.4465,-134.4985,707.7456000000001,51,NA,NA,NA,NA,00,09,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
