sigmaR,retro
0.5596463843794989,retro_0
0.546280282954578,retro_1
0.5467048201609124,retro_2
0.5404753269987401,retro_3
0.527777417949833,retro_4
0.4935553469551134,retro_5
0.49302347720750905,retro_6
0.502263499751289,retro_7
0.49614934086052753,retro_8
0.4810985349226797,retro_9
0.4920995118218449,retro_10
