retro,mgc
retro_0,3.2215510582744855e-4
retro_1,1.6587004418189727e-4
retro_2,0.001204907536462944
retro_3,7.353130432853905e-4
retro_4,3.0259676464966523e-4
retro_5,6.175052814305776e-4
retro_6,1.76602067329501e-4
retro_7,2.913664132090932e-4
retro_8,7.277017013088138e-4
retro_9,6.997833252191226e-4
retro_10,6.982873657332411e-4
