year,Fmort,retro
1975,0.03578786635417601,retro_0
1976,0.036088901166201136,retro_0
1977,0.021110136232875984,retro_0
1978,0.029898609215219384,retro_0
1979,0.045363684736822944,retro_0
1980,0.03183592724907951,retro_0
1981,0.02239092788799961,retro_0
1982,0.023097626959816573,retro_0
1983,0.030679551246338473,retro_0
1984,0.026998179878937156,retro_0
1985,0.04131556199981082,retro_0
1986,0.057025823120207056,retro_0
1987,0.053771096124543435,retro_0
1988,0.0598153725860204,retro_0
1989,0.05639135641132302,retro_0
1990,0.05228582617507086,retro_0
1991,0.0662905975497113,retro_0
1992,0.07808918500243602,retro_0
1993,0.11922588085926643,retro_0
1994,0.11140962065967805,retro_0
1995,0.11910898950072929,retro_0
1996,0.138836604045458,retro_0
1997,0.15947515032500825,retro_0
1998,0.182195373497456,retro_0
1999,0.1379315279634317,retro_0
2000,0.1511249699433791,retro_0
2001,0.1131326166099156,retro_0
2002,0.10526336471409946,retro_0
2003,0.10285829030932918,retro_0
2004,0.11070894105701796,retro_0
2005,0.10231290233552992,retro_0
2006,0.10159077501576355,retro_0
2007,0.07846819417499008,retro_0
2008,0.08073898376859293,retro_0
2009,0.06102417123530946,retro_0
2010,0.05895950558530592,retro_0
2011,0.05019547169031368,retro_0
2012,0.057676752495122136,retro_0
2013,0.057903227119865126,retro_0
2014,0.04795499600771387,retro_0
2015,0.04867995850960167,retro_0
2016,0.04031345382438969,retro_0
2017,0.04265633642262591,retro_0
2018,0.04883354409413757,retro_0
2019,0.04781251371993285,retro_0
2020,0.051593059164629425,retro_0
2021,0.043558419300699563,retro_0
2022,0.04319552669107609,retro_0
2023,0.04046612714647422,retro_0
2024,0.0387511120304193,retro_0
1975,0.0356356311322323,retro_1
1976,0.03594751639814687,retro_1
1977,0.02103788222846279,retro_1
1978,0.02981432408159486,retro_1
1979,0.04526972515255491,retro_1
1980,0.03177827578774558,retro_1
1981,0.022339493400991395,retro_1
1982,0.02302539416530051,retro_1
1983,0.030567547104791502,retro_1
1984,0.026900536380736296,retro_1
1985,0.04116462209546971,retro_1
1986,0.05683684639250934,retro_1
1987,0.0536082516420225,retro_1
1988,0.05967165969837023,retro_1
1989,0.056293958780598286,retro_1
1990,0.05220578700331987,retro_1
1991,0.06618600890588175,retro_1
1992,0.07795504924631444,retro_1
1993,0.11901771548951198,retro_1
1994,0.11119841712813243,retro_1
1995,0.11888068165561,retro_1
1996,0.13856331472100247,retro_1
1997,0.15913092948042987,retro_1
1998,0.18178666356194972,retro_1
1999,0.13759352893282792,retro_1
2000,0.15074518430576642,retro_1
2001,0.11282632399312727,retro_1
2002,0.10497954360749825,retro_1
2003,0.10258865916459314,retro_1
2004,0.11043341313578237,retro_1
2005,0.10205756205235472,retro_1
2006,0.1013361485653522,retro_1
2007,0.07825981665630587,retro_1
2008,0.08052150760054254,retro_1
2009,0.06084872356764566,retro_1
2010,0.05878341224763268,retro_1
2011,0.05003572807833981,retro_1
2012,0.05748100782722624,retro_1
2013,0.057683252667492725,retro_1
2014,0.04774914577505883,retro_1
2015,0.04844280459746545,retro_1
2016,0.040088976179129134,retro_1
2017,0.04236248555315907,retro_1
2018,0.04837430097668557,retro_1
2019,0.04719569067428503,retro_1
2020,0.0507211362760214,retro_1
2021,0.04277539266971269,retro_1
2022,0.042490166708760393,retro_1
2023,0.04035194550886758,retro_1
1975,0.035577666981552084,retro_2
1976,0.035885594977334324,retro_2
1977,0.02099832324071485,retro_2
1978,0.02975199281891245,retro_2
1979,0.04516026796069703,retro_2
1980,0.031699380307855914,retro_2
1981,0.022292174450975668,retro_2
1982,0.022989320419105598,retro_2
1983,0.030531446577846996,retro_2
1984,0.026871972739690043,retro_2
1985,0.0411268626036624,retro_2
1986,0.05677975620083494,retro_2
1987,0.05354995117552714,retro_2
1988,0.05958995593231506,retro_2
1989,0.056197743920257434,retro_2
1990,0.052109022062838635,retro_2
1991,0.06605694143096695,retro_2
1992,0.07779242193134345,retro_2
1993,0.11873149096265878,retro_2
1994,0.11089174504806074,retro_2
1995,0.118509132817525,retro_2
1996,0.13810309786436756,retro_2
1997,0.15858149496158624,retro_2
1998,0.181119691657082,retro_2
1999,0.13699633892167207,retro_2
2000,0.15005048515121588,retro_2
2001,0.11225832763581442,retro_2
2002,0.10443497991528262,retro_2
2003,0.10205434575507076,retro_2
2004,0.10987154236516868,retro_2
2005,0.1015222868000627,retro_2
2006,0.10078901547579422,retro_2
2007,0.07780452710739426,retro_2
2008,0.08004095504731207,retro_2
2009,0.060458268427548284,retro_2
2010,0.05839156387960677,retro_2
2011,0.04967887693688328,retro_2
2012,0.05703695637789824,retro_2
2013,0.05717970440574796,retro_2
2014,0.04728459042012542,retro_2
2015,0.04791638590867626,retro_2
2016,0.0396025610709236,retro_2
2017,0.04176357521606614,retro_2
2018,0.04752019321806154,retro_2
2019,0.04619133169498961,retro_2
2020,0.04954602622504535,retro_2
2021,0.04185408237746457,retro_2
2022,0.04150328340014728,retro_2
1975,0.03543602662136057,retro_3
1976,0.03574635063851189,retro_3
1977,0.020921225258578043,retro_3
1978,0.029651327515603138,retro_3
1979,0.04502436629022227,retro_3
1980,0.03160858741012948,retro_3
1981,0.02222353809705821,retro_3
1982,0.022909612697788597,retro_3
1983,0.030418417673320507,retro_3
1984,0.02677402756284454,retro_3
1985,0.040977056994623715,retro_3
