year,rec,retro
1975,1083486.9906606846,retro_0
1976,1094675.3357728147,retro_0
1977,1127459.6737453588,retro_0
1978,17751085.588641495,retro_0
1979,1348731.9041185286,retro_0
1980,1575566.0972086617,retro_0
1981,1955195.8445348886,retro_0
1982,1909600.5516095357,retro_0
1983,1518425.517445445,retro_0
1984,1157521.0687856448,retro_0
1985,898117.2752316963,retro_0
1986,751997.0670270534,retro_0
1987,662959.0474033572,retro_0
1988,581735.1081323694,retro_0
1989,518189.4546395704,retro_0
1990,499060.00641965575,retro_0
1991,530295.1321276319,retro_0
1992,564965.0527172966,retro_0
1993,530690.5813210612,retro_0
1994,539777.8120475812,retro_0
1995,794907.0018325199,retro_0
1996,865281.9446412356,retro_0
1997,1110626.8544637414,retro_0
1998,1803846.3391420548,retro_0
1999,1479097.3462581572,retro_0
2000,1514161.05452007,retro_0
2001,1011686.9509293222,retro_0
2002,736574.0648336458,retro_0
2003,715467.7303958122,retro_0
2004,620811.8098843157,retro_0
2005,667947.2742535478,retro_0
2006,563096.1728682534,retro_0
2007,519171.183824583,retro_0
2008,559552.5594603518,retro_0
2009,912622.4225821891,retro_0
2010,662519.8893080663,retro_0
2011,343255.42566216545,retro_0
2012,386027.52737331257,retro_0
2013,411815.47263982455,retro_0
2014,673607.6526204237,retro_0
2015,1621977.385768016,retro_0
2016,1508501.224117782,retro_0
2017,1505097.1753753566,retro_0
2018,6212720.256268996,retro_0
2019,1261967.3964091474,retro_0
2020,2233337.5941722794,retro_0
2021,2309979.5715089887,retro_0
2022,2118061.9994826377,retro_0
2023,673774.7616314776,retro_0
2024,1014289.5253605283,retro_0
1975,1042610.7314368739,retro_1
1976,1053551.1097519924,retro_1
1977,1084689.0712685469,retro_1
1978,18117611.745042376,retro_1
1979,1290805.540957229,retro_1
1980,1503649.7897828564,retro_1
1981,1867389.9963973502,retro_1
1982,1894467.3699853662,retro_1
1983,1525165.9377832976,retro_1
1984,1162028.6639367905,retro_1
1985,900632.1527477646,retro_1
1986,753333.5765406943,retro_1
1987,663564.7608682973,retro_1
1988,582561.7384203615,retro_1
1989,519564.62734116206,retro_1
1990,500491.91838036367,retro_1
1991,530983.7624152082,retro_1
1992,564908.563831184,retro_1
1993,531878.9957341831,retro_1
1994,541900.0921501043,retro_1
1995,793966.3104639237,retro_1
1996,867149.4653022998,retro_1
1997,1111330.6780602613,retro_1
1998,1807941.6030069639,retro_1
1999,1480717.7661943547,retro_1
2000,1517165.8151839352,retro_1
2001,1012908.6611392319,retro_1
2002,737618.8426754618,retro_1
2003,715831.2358950418,retro_1
2004,622658.7761430598,retro_1
2005,669218.3290121874,retro_1
2006,563937.8911859199,retro_1
2007,521350.09966109984,retro_1
2008,563768.1051573036,retro_1
2009,912762.5022690764,retro_1
2010,668821.6962533457,retro_1
2011,348294.2730085656,retro_1
2012,390447.6630886799,retro_1
2013,415865.8682159016,retro_1
2014,681291.5359867889,retro_1
2015,1656235.2379978865,retro_1
2016,1535721.2211686498,retro_1
2017,1590127.055548291,retro_1
2018,6255744.396666423,retro_1
2019,1120190.651603304,retro_1
2020,2089068.0362450532,retro_1
2021,1240223.628412471,retro_1
2022,992082.3513228307,retro_1
2023,658609.4434744756,retro_1
1975,1065005.0417597403,retro_2
1976,1076582.8796603414,retro_2
1977,1108867.860052677,retro_2
1978,17980263.920138914,retro_2
1979,1321501.5582952974,retro_2
1980,1538909.6066365372,retro_2
1981,1901781.4045937802,retro_2
1982,1896590.5574483152,retro_2
1983,1523976.7617040796,retro_2
1984,1163799.1149135279,retro_2
1985,903565.0697565714,retro_2
1986,756167.6209532928,retro_2
1987,666040.1268410216,retro_2
1988,584785.2295482048,retro_2
1989,521621.181398337,retro_2
1990,502447.4079558092,retro_2
1991,532813.7209975898,retro_2
1992,566600.9759159426,retro_2
