year,index,Sex,Source,n,effn,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
2002,27,Female,Fishery,1267,69.02153811798021,7.9e-4,0.00237,0.01263,0.03788,0.07024,0.09471,0.09313,0.09866,0.07498,0.05446,0.04736,0.05051,0.02368,0.0221,0.01342,0.03631,0.01815,0.01894,0.015,0.01105,0.01026,0.02447,0.01815,0.02131,0.01579,0.01736,0.01579,0.01184,0.00631,0.06235
2002,27,Male,Fishery,1028,37.151658645928705,9.7e-4,0.00195,0.00973,0.02821,0.06031,0.09047,0.08658,0.07588,0.05058,0.03891,0.02626,0.03502,0.01654,0.00973,0.01459,0.01751,0.01654,0.01654,0.01556,0.0214,0.02043,0.0214,0.02529,0.01848,0.0321,0.02724,0.02529,0.02626,0.01556,0.15467
2003,28,Female,Fishery,1029,69.02153811798021,0,0.00292,0.00972,0.07191,0.09718,0.16424,0.13508,0.09524,0.05831,0.04859,0.02138,0.02138,0.01749,0.00583,0.01458,0.00875,0.01166,0.01555,0.01263,0.01749,0.01555,0.00972,0.01263,0.00972,0.01166,0.01749,0.01652,0.01263,0.00292,0.06122
2003,28,Male,Fishery,768,37.151658645928705,0,0.00781,0.01302,0.05469,0.09505,0.13021,0.06771,0.0625,0.05859,0.03776,0.02604,0.02083,0.01823,0.01432,0.02083,0.01823,0.01172,0.01172,0.02474,0.01432,0.02344,0.02214,0.02474,0.01432,0.02214,0.01562,0.02474,0.01953,0.01042,0.11458
2004,29,Female,Fishery,1544,69.02153811798021,0,6.5e-4,0.01878,0.03497,0.11852,0.11464,0.1386,0.10622,0.06736,0.04793,0.02785,0.01554,0.01813,0.00777,0.01295,0.00842,0.00907,0.00777,0.01231,0.01749,0.01619,0.0136,0.0149,0.01101,0.01554,0.01036,0.01878,0.0136,0.00907,0.09197
2004,29,Male,Fishery,771,37.151658645928705,0,0.0013,0.01427,0.0415,0.11673,0.11154,0.131,0.07652,0.0415,0.03372,0.02594,0.02335,0.01816,0.01167,0.01167,0.00908,0.00908,0.01946,0.00649,0.01167,0.01686,0.01686,0.01816,0.01556,0.01816,0.02724,0.01686,0.01946,0.00908,0.12711
2005,30,Female,Fishery,1247,69.02153811798021,0.0016,8e-4,0.00882,0.03689,0.06816,0.11708,0.08821,0.11147,0.0834,0.05533,0.03769,0.02486,0.01925,0.01684,0.01443,0.01524,0.00882,0.01524,0.00882,0.01123,0.01524,0.01684,0.01524,0.01604,0.01363,0.01524,0.01524,0.01684,0.01844,0.11307
2005,30,Male,Fishery,503,37.151658645928705,0,0.00199,0.01193,0.04175,0.06163,0.12326,0.07555,0.10934,0.06561,0.07157,0.02783,0.02982,0.01789,0.01789,0.01193,0.01193,0.00199,0.01193,0.01392,0.01392,0.01193,0.0159,0.01988,0.0159,0.02386,0.00994,0.02982,0.0159,0.01392,0.12127
2006,31,Female,Fishery,1076,69.02153811798021,0,0.0018600000000000001,0.00651,0.03253,0.05855,0.0855,0.12361,0.11803,0.10037,0.07807,0.05948,0.04089,0.026950000000000002,0.01766,0.01487,0.01952,0.01022,0.01208,0.01208,0.01673,0.01673,0.01301,0.01022,0.01394,0.01301,0.01115,0.00743,0.01115,0.00929,0.05855
2006,31,Male,Fishery,605,37.151658645928705,0,0.00496,0.00331,0.02479,0.06281,0.09421,0.10083,0.09752,0.07438,0.07107,0.03967,0.03471,0.02314,0.02645,0.01818,0.01157,0.01818,0.02314,0.01653,0.01157,0.014880000000000001,0.00992,0.01653,0.02314,0.01653,0.01322,0.01157,0.01157,0.01983,0.10579
