Parameter,Estimate,se
log_fsh_slx_pars,1.436084946,0.343299342
log_fsh_slx_pars.1,1.016816492,0.100122953
log_fsh_slx_pars.2,-0.574722781,0.426610285
log_fsh_slx_pars.3,-0.108407903,0.147533019
log_fsh_slx_pars.4,0.625412339,0.210648671
log_fsh_slx_pars.5,0.495238465,0.065737971
log_fsh_slx_pars.6,0.435663022,0.380921177
log_fsh_slx_pars.7,0.910539284,0.189373228
log_fsh_slx_pars.8,1.436084946,0.343299342
log_fsh_slx_pars.9,1.016816492,0.100122953
log_fsh_slx_pars.10,-0.574722781,0.426610285
log_fsh_slx_pars.11,-0.108407903,0.147533019
log_srv_slx_pars,1.436084946,0.343299342
log_srv_slx_pars.1,1.016816492,0.100122953
log_srv_slx_pars.2,-0.574722781,0.426610285
log_srv_slx_pars.3,-0.108407903,0.147533019
log_srv_slx_pars.4,0.625412339,0.210648671
log_srv_slx_pars.5,0.495238465,0.065737971
log_srv_slx_pars.6,0.435663022,0.380921177
log_srv_slx_pars.7,0.910539284,0.189373228
log_srv_slx_pars.8,1.436084946,0.343299342
log_srv_slx_pars.9,1.016816492,0.100122953
log_srv_slx_pars.10,-0.574722781,0.426610285
log_srv_slx_pars.11,-0.108407903,0.147533019
fsh_logq,-17.70074755,0.041878868
fsh_logq.1,-17.34425194,0.030241453
fsh_logq.2,-17.34425194,0.030241453
srv_logq,-16.94497872,0.063274911
srv_logq.1,-16.84055252,0.034681777
srv_logq.2,-16.84055252,0.034681777
mr_logq,-0.036493089,0.009812139
log_rbar,13.65710018,0.090183002
log_rec_devs,0.32947105,0.570059844
log_rec_devs.1,0.34589047,0.576327889
log_rec_devs.2,0.353948223,0.58217712
log_rec_devs.3,0.328447359,0.576379522
log_rec_devs.4,3.141614852,0.163491415
log_rec_devs.5,0.297072499,0.564397444
log_rec_devs.6,0.305406264,0.558691449
log_rec_devs.7,0.33340855,0.55203352
log_rec_devs.8,0.331848403,0.533422228
log_rec_devs.9,0.291078908,0.510448724
log_rec_devs.10,0.185451708,0.482640717
log_rec_devs.11,0.045166591,0.453014057
log_rec_devs.12,-0.092833073,0.426962193
log_rec_devs.13,-0.238905115,0.40461011
log_rec_devs.14,-0.368366137,0.388456884
log_rec_devs.15,-0.415661811,0.378992651
log_rec_devs.16,-0.368194817,0.371324467
log_rec_devs.17,-0.306357143,0.36282828
log_rec_devs.18,-0.356673765,0.357581686
log_rec_devs.19,-0.398500735,0.353768317
log_rec_devs.20,-0.187051125,0.351364492
log_rec_devs.21,0.028604657,0.355048366
log_rec_devs.22,0.317604336,0.347138346
log_rec_devs.23,0.653294341,0.295410761
log_rec_devs.24,0.702777361,0.290427884
log_rec_devs.25,0.390651571,0.339235758
log_rec_devs.26,0.305437494,0.331314785
log_rec_devs.27,0.129123025,0.32818646
log_rec_devs.28,-0.201762962,0.341859856
log_rec_devs.29,-0.269904424,0.340407605
log_rec_devs.30,0.016233687,0.289352894
log_rec_devs.31,-0.285973807,0.323510256
log_rec_devs.32,-0.444551529,0.320234141
log_rec_devs.33,-0.476655093,0.346329771
log_rec_devs.34,0.514291938,0.206230846
log_rec_devs.35,-0.245548164,0.299987283
log_rec_devs.36,-0.988643456,0.317453702
log_rec_devs.37,-0.916726166,0.292572827
log_rec_devs.38,-0.775283936,0.2980552
log_rec_devs.39,-0.20645262,0.281275539
log_rec_devs.40,0.503791633,0.225091955
log_rec_devs.41,0.420098264,0.287023339
log_rec_devs.42,0.47655574,0.341827079
log_rec_devs.43,1.776283965,0.151063994
log_rec_devs.44,0.143036427,0.442626363
log_rec_devs.45,0.46951958,0.373589332
log_rec_devs.46,0.511415964,0.479071568
log_rec_devs.47,0.27280019,0.507454482
log_rinit,13.86381528,0.138875007
log_rinit_devs,0.357741686,0.569235507
log_rinit_devs.1,0.310490032,0.558197037
log_rinit_devs.2,0.247005564,0.543133164
log_rinit_devs.3,0.229106853,0.539565184
log_rinit_devs.4,0.208205204,0.534450946
log_rinit_devs.5,0.188471553,0.529336881
log_rinit_devs.6,0.169377705,0.524481112
log_rinit_devs.7,0.139734704,0.517375452
log_rinit_devs.8,0.120450667,0.51282505
log_rinit_devs.9,0.10934894,0.510217387
log_rinit_devs.10,0.100460316,0.508118052
log_rinit_devs.11,0.096691261,0.507208036
log_rinit_devs.12,0.094080334,0.506562192
log_rinit_devs.13,0.090411979,0.505664444
log_rinit_devs.14,0.090986301,0.505759735
log_rinit_devs.15,0.092024106,0.505968355
log_rinit_devs.16,0.092994184,0.506165069
log_rinit_devs.17,0.093206335,0.506184537
log_rinit_devs.18,0.095193381,0.506632199
log_rinit_devs.19,0.097169976,0.507083703
log_rinit_devs.20,0.099316685,0.507582451
log_rinit_devs.21,0.101341741,0.508057386
log_rinit_devs.22,0.10333336,0.508529293
log_rinit_devs.23,0.105454927,0.509038132
log_rinit_devs.24,0.107959412,0.509647231
log_rinit_devs.25,0.110244288,0.510207168
log_rinit_devs.26,0.112329692,0.51072179
log_rinit_devs.27,0.114233403,0.511194571
log_sigma_r,-0.662734552,0.087889048
log_Fbar,-2.942878217,0.323917292
log_F_devs,-0.547382395,0.339056265
log_F_devs.1,-0.543662363,0.338010354
log_F_devs.2,-1.084509824,0.336768869
log_F_devs.3,-0.733726633,0.335435874
log_F_devs.4,-0.312809634,0.334208411
log_F_devs.5,-0.630965951,0.333103744
log_F_devs.6,-0.932593361,0.331478646
