year,index,Source,n,effn,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
2002,27,Fishery,2325,84.73226705898912,8.6e-4,0.00215,0.01118,0.03312,0.06495,0.09333,0.08989,0.09075,0.06409,0.04688,0.03914,0.04344,0.02022,0.01677,0.01419,0.02753,0.0172,0.01763,0.01591,0.01548,0.01505,0.02323,0.02108,0.01978,0.0228,0.02237,0.01978,0.01806,0.01032,0.1028
2003,28,Fishery,1801,84.73226705898912,0,0.005,0.0111,0.06496,0.09606,0.14936,0.10661,0.08162,0.0583,0.04386,0.02332,0.0211,0.01777,0.00944,0.01721,0.01277,0.01166,0.01388,0.01777,0.0161,0.01888,0.01499,0.01777,0.01166,0.0161,0.01666,0.01999,0.0161,0.00611,0.08384
2004,29,Fishery,2322,84.73226705898912,0,8.6e-4,0.01723,0.03704,0.118,0.11413,0.13566,0.09604,0.05857,0.04307,0.02713,0.01809,0.01809,0.00904,0.01249,0.00904,0.00947,0.01163,0.01034,0.0155,0.01637,0.01464,0.01593,0.01249,0.01637,0.01593,0.01809,0.0155,0.00904,0.10422
2005,30,Fishery,1751,84.73226705898912,0.00114,0.00114,0.00971,0.03826,0.06625,0.11879,0.08452,0.11079,0.07881,0.05997,0.03484,0.02627,0.01885,0.01713,0.01371,0.01428,0.00685,0.01428,0.01028,0.01199,0.01428,0.01656,0.01656,0.01599,0.01656,0.01371,0.01942,0.01656,0.01713,0.11536
2006,31,Fishery,1684,84.73226705898912,0,0.00297,0.00534,0.02969,0.06057,0.08848,0.1158,0.11045,0.09086,0.07542,0.05226,0.03919,0.02553,0.02078,0.01603,0.01663,0.01306,0.01603,0.01366,0.01485,0.01603,0.01188,0.01247,0.01722,0.01425,0.01188,0.00891,0.01128,0.01306,0.07542
2007,32,Fishery,1500,84.73226705898912,0,0.002,0.006,0.02467,0.04867,0.06067,0.07,0.14133,0.084,0.086,0.07267,0.036,0.03667,0.02333,0.01267,0.01133,0.01667,0.01667,0.008,0.014,0.012,0.01067,0.012,0.01333,0.018,0.01733,0.012,0.01333,0.016,0.104
2008,33,Fishery,1536,84.73226705898912,0,0.0013,0.00456,0.02279,0.02865,0.06445,0.08398,0.08659,0.11393,0.09115,0.06836,0.05859,0.02734,0.02669,0.01953,0.01367,0.01367,0.01172,0.00846,0.01107,0.00911,0.01693,0.01628,0.01432,0.01953,0.01562,0.01302,0.02474,0.01237,0.10156
2009,34,Fishery,1561,84.73226705898912,0,0,6.4e-4,0.00577,0.0205,0.02691,0.03587,0.041,0.05701,0.09225,0.07559,0.07687,0.06855,0.06342,0.04741,0.041,0.03139,0.02434,0.02114,0.0173,0.01602,0.01025,0.01089,0.01345,0.01153,0.01537,0.0173,0.0173,0.01217,0.12876
2010,35,Fishery,1533,84.73226705898912,6.5e-4,0.00457,0.01239,0.01631,0.0274,0.03327,0.04501,0.05806,0.06849,0.07632,0.07893,0.07502,0.05023,0.05545,0.03914,0.024140000000000002,0.02609,0.01239,0.01109,0.01631,0.01109,0.00848,0.01566,0.00848,0.01239,0.01761,0.00783,0.01566,0.0137,0.15786
2011,36,Fishery,1471,84.73226705898912,0,0.00272,0.00884,0.01428,0.02583,0.03059,0.03535,0.04283,0.04283,0.04691,0.05438,0.07886,0.0537,0.07478,0.06594,0.04623,0.04147,0.03535,0.02651,0.01768,0.017,0.0102,0.00884,0.00884,0.01496,0.0102,0.017,0.01088,0.01428,0.14276
2012,37,Fishery,1555,84.73226705898912,6.4e-4,0.01222,0.02508,0.03923,0.03859,0.0373,0.04952,0.04437,0.05209,0.05466,0.06367,0.06559,0.07331,0.06367,0.04887,0.03473,0.02508,0.02122,0.01415,0.01286,0.01222,0.01029,0.00836,0.00965,0.009,0.01286,0.01158,0.01158,0.01543,0.12218999999999999
2013,38,Fishery,1312,84.73226705898912,0,0.00152,0.01829,0.03354,0.04421,0.04573,0.03811,0.0564,0.0564,0.04954,0.06326,0.04573,0.05869,0.05488,0.05335,0.05412,0.0221,0.0221,0.02439,0.01677,0.01753,0.01524,0.01143,0.0061,0.01677,0.0221,0.01524,0.01601,0.01601,0.10442
2014,39,Fishery,1343,84.73226705898912,0,0,0.00447,0.02085,0.04095,0.05882,0.05361,0.04691,0.04765,0.05063,0.06404,0.0484,0.05882,0.05138,0.05808,0.04319,0.03053,0.03127,0.01191,0.01936,0.01415,0.01266,0.00968,0.00819,0.01564,0.01489,0.03053,0.0201,0.02457,0.10871
2015,40,Fishery,1207,84.73226705898912,0,0.00166,0.01408,0.02817,0.02651,0.05717,0.06131,0.05302,0.05302,0.04391,0.05137,0.04557,0.03811,0.06214,0.04308,0.05551,0.04888,0.02983,0.03811,0.01657,0.02237,0.02237,0.01077,0.01408,0.0116,0.01243,0.02071,0.01243,0.01243,0.09279
2016,41,Fishery,1427,84.73226705898912,0.0035,0.01612,0.03013,0.03013,0.04835,0.05536,0.04975,0.04905,0.04555,0.04205,0.04205,0.03784,0.03924,0.04625,0.03924,0.05256,0.04485,0.03924,0.03574,0.02943,0.02523,0.01822,0.01472,0.01331,0.00771,0.01121,0.01331,0.00771,0.01331,0.09881
2017,42,Fishery,1427,84.73226705898912,0.0021,0.01822,0.05186,0.04485,0.03364,0.02873,0.03644,0.03644,0.03574,0.04205,0.04345,0.03994,0.03434,0.03574,0.03504,0.04064,0.04765,0.04905,0.04625,0.02873,0.03153,0.02032,0.02102,0.01612,0.01402,0.01051,0.01261,0.00911,0.01261,0.12123
2018,43,Fishery,1342,84.73226705898912,7.5e-4,0.00894,0.03279,0.06334,0.04844,0.03577,0.0313,0.03204,0.0313,0.04545,0.03353,0.03279,0.0313,0.02981,0.02832,0.04173,0.04173,0.05887,0.04322,0.04396,0.03353,0.02161,0.02608,0.02086,0.02012,0.01192,0.00894,0.01341,0.01118,0.11699
2019,44,Fishery,1306,84.73226705898912,0.00153,0.00536,0.01991,0.04594,0.06279,0.03905,0.04364,0.03522,0.03599,0.0268,0.03905,0.03599,0.02527,0.03828,0.04135,0.0291,0.04441,0.03522,0.04364,0.04211,0.02986,0.03292,0.0291,0.02757,0.02067,0.01761,0.01838,0.01149,0.00689,0.11485
2020,45,Fishery,1303,84.73226705898912,7.7e-4,0.00614,0.04144,0.09363,0.10591,0.08135,0.0614,0.03684,0.02456,0.02302,0.02072,0.02302,0.02149,0.01688,0.01765,0.02226,0.02763,0.02456,0.02302,0.03223,0.03223,0.03377,0.0284,0.02379,0.02916,0.01535,0.01535,0.01458,0.00537,0.09747
2021,46,Fishery,750,84.73226705898912,0.00133,0.004,0.02533,0.09733,0.16533,0.12533,0.08133,0.04267,0.036,0.016,0.01333,0.01333,0.02267,0.004,0.01067,0.016,0.01467,0.01867,0.01733,0.02267,0.032,0.01467,0.01867,0.01467,0.01467,0.02132999999999999,0.01867,0.00667,0.008,0.10267
2022,47,Fishery,1474,84.73226705898912,0,0.00475,0.0251,0.09294,0.17232,0.16147,0.10244,0.04885,0.03053,0.02578,0.01832,0.0095,0.01493,0.01357,0.01425,0.01221,0.01425,0.01018,0.019,0.01357,0.01628,0.01289,0.01357,0.01696,0.01357,0.01764,0.01628,0.0095,0.01085,0.06852
