year,spawn_biom,retro
1975,35.698790368402435,retro_0
1976,35.065543038674406,retro_0
1977,34.5503978143468,retro_0
1978,34.30672961374785,retro_0
1979,35.78748592902755,retro_0
1980,35.08211063871935,retro_0
1981,37.736530869985245,retro_0
1982,43.348735660584524,retro_0
1983,48.89540552905915,retro_0
1984,53.936063688344014,retro_0
1985,56.44724458790479,retro_0
1986,56.53981664757528,retro_0
1987,54.60144272043043,retro_0
1988,52.046820292498055,retro_0
1989,48.91460111706133,retro_0
1990,45.822111662487366,retro_0
1991,42.710329213868334,retro_0
1992,39.13257436948516,retro_0
1993,35.234182162844945,retro_0
1994,30.833834526923926,retro_0
1995,27.155930546802395,retro_0
1996,23.78430947498733,retro_0
1997,20.60561197316075,retro_0
1998,17.76487259562155,retro_0
1999,15.51029109650147,retro_0
2000,14.346043814309516,retro_0
2001,13.669350262747626,retro_0
2002,13.672824124380705,retro_0
2003,13.848772326518224,retro_0
2004,13.984659005257413,retro_0
2005,13.916839599609451,retro_0
2006,13.70127628935632,retro_0
2007,13.382486578423874,retro_0
2008,13.160079982290686,retro_0
2009,12.934487645524346,retro_0
2010,12.749770242594614,retro_0
2011,12.612813956382672,retro_0
2012,12.619635117052951,retro_0
2013,12.520310363622112,retro_0
2014,12.38939777758068,retro_0
2015,12.273758394929791,retro_0
2016,12.104098182077863,retro_0
2017,12.148157857008222,retro_0
2018,12.78105176939463,retro_0
2019,13.262809254128276,retro_0
2020,14.550963830790812,retro_0
2021,16.338803006102598,retro_0
2022,18.128121759767037,retro_0
2023,19.836105842202933,retro_0
1975,35.707590666560186,retro_1
1976,35.07291363245667,retro_1
1977,34.55390640428685,retro_1
1978,34.30160173447696,retro_1
1979,35.77806895011647,retro_1
1980,35.05502732985119,retro_1
1981,37.70343533847417,retro_1
1982,43.32173198855351,retro_1
1983,48.87560545632332,retro_1
1984,53.92417187665236,retro_1
1985,56.43430282510175,retro_1
1986,56.5212066954509,retro_1
1987,54.57428204448108,retro_1
1988,52.01152648079157,retro_1
1989,48.87226385064559,retro_1
1990,45.774025208334514,retro_1
1991,42.657331890025404,retro_1
1992,39.0751160110858,retro_1
1993,35.172505667953935,retro_1
1994,30.768129719650002,retro_1
1995,27.084804671166246,retro_1
1996,23.706010637027145,retro_1
1997,20.517196293599437,retro_1
1998,17.674282655155782,retro_1
1999,15.397658750767658,retro_1
2000,14.235383385671897,retro_1
2001,13.557287884684323,retro_1
2002,13.5609723371865,retro_1
2003,13.752185483789132,retro_1
2004,13.899687227767341,retro_1
2005,13.835956207455476,retro_1
2006,13.626167950950313,retro_1
2007,13.311947580449212,retro_1
2008,13.09546383069354,retro_1
2009,12.874067450615033,retro_1
2010,12.696610335403,retro_1
2011,12.578035062006247,retro_1
2012,12.598950812479874,retro_1
2013,12.512016159401288,retro_1
2014,12.3953368744826,retro_1
2015,12.30428139599407,retro_1
2016,12.167258820398574,retro_1
2017,12.297524595987172,retro_1
2018,12.997663795311965,retro_1
2019,13.618776070891341,retro_1
2020,15.046923767460815,retro_1
2021,16.928480374707856,retro_1
2022,18.747586253443576,retro_1
1975,35.50684022619633,retro_2
1976,34.87316541003859,retro_2
1977,34.36039586612422,retro_2
1978,34.12494003122107,retro_2
1979,35.60356991510601,retro_2
1980,34.91731882137158,retro_2
1981,37.56892640494471,retro_2
1982,43.15607914762406,retro_2
1983,48.67537546296738,retro_2
1984,53.68691192798935,retro_2
1985,56.1846662936857,retro_2
1986,56.27207498575395,retro_2
1987,54.334439035607915,retro_2
1988,51.78128516373321,retro_2
1989,48.650506840381716,retro_2
1990,45.55880706124839,retro_2
1991,42.4476754165277,retro_2
1992,38.870500785054524,retro_2
1993,34.97253667373589,retro_2
1994,30.571294113543065,retro_2
1995,26.88853692019291,retro_2
1996,23.50804662339545,retro_2
1997,20.317235161641428,retro_2
1998,17.473552340993116,retro_2
1999,15.189354476600291,retro_2
2000,14.031566528549028,retro_2
2001,13.354813456586669,retro_2
2002,13.361366154004735,retro_2
2003,13.564452827842914,retro_2
