sigmaR,retro
0.5206609966826485,retro_0
0.5198743793977981,retro_1
0.5201392677780992,retro_2
0.48538336296993867,retro_3
0.49190173846590046,retro_4
0.5027974380516588,retro_5
0.4868309349676043,retro_6
0.468520182124588,retro_7
0.4742600545139985,retro_8
0.46016691643902635,retro_9
0.46256022100082106,retro_10
