year,rec,retro
1975,1105574.3277978185,retro_0
1976,1120797.7855030703,retro_0
1977,1127940.4897915325,retro_0
1978,1100664.948593223,retro_0
1979,19691634.707800508,retro_0
1980,1074955.6284921106,retro_0
1981,1091572.4693952277,retro_0
1982,1134221.8337628476,retro_0
1983,1145479.5545613058,retro_0
1984,1107597.5788582577,retro_0
1985,996288.6019956246,retro_0
1986,862189.9180301743,retro_0
1987,747264.2405432716,retro_0
1988,643730.9140915513,retro_0
1989,563876.5401666767,retro_0
1990,537650.9330677023,retro_0
1991,565283.2390212602,retro_0
1992,602165.928393073,retro_0
1993,569350.0541831,retro_0
1994,544200.7342752106,retro_0
1995,677868.2472860854,retro_0
1996,837165.8046275321,retro_0
1997,1107059.2476782342,retro_0
1998,1562736.5649252571,retro_0
1999,1596650.439029346,retro_0
2000,1213615.2889029698,retro_0
2001,1077414.6402586377,retro_0
2002,922715.2462003831,retro_0
2003,653135.8512752857,retro_0
2004,604423.7711880576,retro_0
2005,793131.4361556538,retro_0
2006,579125.8352736089,retro_0
2007,479167.8569056775,retro_0
2008,477127.1781522312,retro_0
2009,1233809.037756814,retro_0
2010,612230.9519862491,retro_0
2011,295375.9050296419,retro_0
2012,317475.0060710391,retro_0
2013,360375.4840191419,retro_0
2014,645725.1246965781,retro_0
2015,1308966.2463431528,retro_0
2016,1232969.1965040797,retro_0
2017,1311611.2589654624,retro_0
2018,4607623.334108672,retro_0
2019,941959.2804209219,retro_0
2020,1273492.1811688389,retro_0
2021,1315499.8504136954,retro_0
2022,1056530.4508017823,retro_0
1975,1091441.7594046695,retro_1
1976,1106131.3879694084,retro_1
1977,1112900.463831179,retro_1
1978,1086428.6113186665,retro_1
1979,19764224.67396532,retro_1
1980,1062313.2995823952,retro_1
1981,1079756.3661522355,retro_1
1982,1123652.885897278,retro_1
1983,1137397.9615991483,retro_1
1984,1102282.5300317802,retro_1
1985,992562.5486124783,retro_1
1986,858953.3504675485,retro_1
1987,743994.9054976566,retro_1
1988,640347.1640424187,retro_1
1989,560516.029643733,retro_1
1990,533998.0131707669,retro_1
1991,560906.1376275595,retro_1
1992,596431.7291391285,retro_1
1993,562214.1250228147,retro_1
1994,537822.5598136539,retro_1
1995,667110.1886867417,retro_1
1996,818973.2683794285,retro_1
1997,1076618.0867012257,retro_1
1998,1634900.0975817312,retro_1
1999,1529199.5348294333,retro_1
2000,1278022.1469443778,retro_1
2001,1082228.0346491365,retro_1
2002,902385.4069606893,retro_1
2003,646447.8373800579,retro_1
2004,636557.6067024558,retro_1
2005,767883.9624927316,retro_1
2006,583335.2196587727,retro_1
2007,484377.64470641775,retro_1
2008,516368.79507823143,retro_1
2009,1231649.3739780544,retro_1
2010,588249.8398045253,retro_1
2011,312161.48424539674,retro_1
2012,333905.0875109571,retro_1
2013,377740.6474435845,retro_1
2014,681403.4810138686,retro_1
2015,1409970.1517619374,retro_1
2016,1318201.5387338838,retro_1
2017,1691171.1350137899,retro_1
2018,4533620.121305326,retro_1
2019,878986.8533195885,retro_1
2020,887389.2807211912,retro_1
2021,898405.8585282802,retro_1
1975,1116071.3145154617,retro_2
1976,1131925.3735202358,retro_2
1977,1139492.1835038452,retro_2
1978,1111453.43092836,retro_2
1979,19549387.590786006,retro_2
1980,1083099.036787589,retro_2
1981,1097603.4206874967,retro_2
1982,1136865.5087399532,retro_2
1983,1143015.79895033,retro_2
1984,1100363.8994953698,retro_2
1985,987254.1678754723,retro_2
1986,853557.9264615513,retro_2
1987,739086.029740308,retro_2
1988,636136.5791461032,retro_2
1989,556797.6571588028,retro_2
1990,529779.992650351,retro_2
1991,554640.3685995712,retro_2
1992,585314.8064412093,retro_2
1993,553623.3358057371,retro_2
1994,530885.342274397,retro_2
1995,655561.686870117,retro_2
1996,801423.9407964026,retro_2
1997,1068848.9250435804,retro_2
1998,1657620.633411126,retro_2
1999,1496944.7832756545,retro_2
2000,1315290.8294607461,retro_2
2001,1080503.5725487822,retro_2
2002,878518.8419648546,retro_2
2003,648198.4128914905,retro_2
2004,648422.6941014243,retro_2
2005,751657.9854276823,retro_2
2006,583102.2775715708,retro_2
2007,493882.00134886306,retro_2
2008,546047.7351761982,retro_2
2009,1215473.8176436683,retro_2
2010,600614.612794295,retro_2
2011,328295.93402325193,retro_2
2012,355395.3474178009,retro_2
2013,409922.3802519234,retro_2
2014,732084.9787654773,retro_2
2015,1608716.3683853296,retro_2
2016,1438033.8362528735,retro_2
2017,1934849.7651721828,retro_2
2018,4206577.882781306,retro_2
2019,1062310.6335926524,retro_2
2020,892928.9750256893,retro_2
1975,1074078.936274159,retro_3
1976,1090270.2342744593,retro_3
1977,1100031.0792751894,retro_3
1978,1081036.9331096953,retro_3
1979,19611232.680198133,retro_3
1980,1064281.7136721842,retro_3
1981,1080073.3499675863,retro_3
1982,1116602.1422771937,retro_3
1983,1123455.4649387447,retro_3
1984,1084577.2110734438,retro_3
1985,979392.2493776736,retro_3
1986,851703.0257001123,retro_3
1987,739686.3312888809,retro_3
1988,638981.792004368,retro_3
1989,561375.0047004165,retro_3
1990,532862.509725341,retro_3
1991,551394.0868082333,retro_3
1992,578610.30543678894,retro_3
1993,551996.7875086493,retro_3
1994,534976.9669880385,retro_3
1995,655824.0952176029,retro_3
1996,802180.0123100525,retro_3
1997,1097922.6732864163,retro_3
1998,1681828.0063149058,retro_3
1999,1489848.9775946795,retro_3
2000,1389695.3954471874,retro_3
2001,1071948.8843391095,retro_3
2002,844020.828773399,retro_3
2003,683665.8585348008,retro_3
2004,647192.5038540517,retro_3
2005,726618.7399105072,retro_3
2006,592436.7090532469,retro_3
2007,519476.6457886135,retro_3
2008,581548.9441360604,retro_3
2009,1126220.636788681,retro_3
2010,674034.0991937524,retro_3
2011,359567.55061729334,retro_3
2012,381544.8432467399,retro_3
2013,422277.7287882763,retro_3
2014,746694.4194337978,retro_3
2015,1670033.3329599816,retro_3
2016,1468534.0131333426,retro_3
2017,1484765.4515727274,retro_3
2018,1808845.2515725866,retro_3
2019,1005936.4649776742,retro_3
1975,1070849.7202175276,retro_4
1976,1086596.6437326265,retro_4
1977,1095679.1931584587,retro_4
1978,1075217.17772447,retro_4
1979,19538692.045951474,retro_4
1980,1056427.2542284548,retro_4
1981,1071767.3982815114,retro_4
1982,1108459.6012219994,retro_4
1983,1115275.7290381968,retro_4
1984,1075908.429090882,retro_4
1985,969841.4625364643,retro_4
1986,841710.7998421305,retro_4
1987,729444.2227878952,retro_4
1988,628552.0023283542,retro_4
1989,550326.7373131426,retro_4
1990,519638.98861432355,retro_4
1991,539398.2879903138,retro_4
1992,567243.9443003027,retro_4
1993,540824.4084240517,retro_4
1994,523972.97307058325,retro_4
1995,643556.686891648,retro_4
1996,784852.1244603065,retro_4
1997,1079820.7381606018,retro_4
1998,1679637.3071140277,retro_4
1999,1471722.3080244027,retro_4
2000,1383124.6200063536,retro_4
2001,1065902.7764311405,retro_4
2002,826448.5652921747,retro_4
2003,669396.1209909718,retro_4
2004,652161.4760311027,retro_4
2005,715417.1327334922,retro_4
2006,584801.6270625556,retro_4
2007,519605.78323404654,retro_4
2008,594815.8436502927,retro_4
2009,1148510.548352681,retro_4
2010,659671.7632033081,retro_4
2011,366271.5698115168,retro_4
2012,396253.0087059209,retro_4
2013,443696.56342952454,retro_4
2014,796329.0153921152,retro_4
2015,2072012.4310638837,retro_4
2016,2016872.9078377825,retro_4
2017,1527602.4624692032,retro_4
2018,1055687.046861801,retro_4
1975,1069643.5647024703,retro_5
1976,1084751.6366819507,retro_5
1977,1092746.5497474412,retro_5
1978,1069930.839965211,retro_5
1979,19518523.12974203,retro_5
1980,1048252.1052888639,retro_5
1981,1063553.1994707992,retro_5
1982,1101553.9773684202,retro_5
1983,1109635.4267824865,retro_5
1984,1070787.5012219711,retro_5
1985,963538.468701691,retro_5
1986,834116.5342840074,retro_5
1987,720745.6278517285,retro_5
1988,618373.1397933702,retro_5
1989,538073.1752907046,retro_5
1990,509702.0816127512,retro_5
1991,531501.9194665662,retro_5
1992,561249.9422631414,retro_5
1993,534565.6080544591,retro_5
1994,517442.769404995,retro_5
1995,639002.8717336776,retro_5
1996,779616.7485201383,retro_5
1997,1066666.2235743203,retro_5
1998,1693888.7715159866,retro_5
1999,1455286.6481398346,retro_5
2000,1381203.6750606832,retro_5
2001,1061650.7103930805,retro_5
2002,813752.060480878,retro_5
2003,656137.0871292858,retro_5
2004,655510.744296127,retro_5
2005,711192.6690047329,retro_5
2006,578939.9952466,retro_5
2007,516175.85571284447,retro_5
2008,600581.1369810273,retro_5
2009,1189512.8720964869,retro_5
2010,657549.6231783979,retro_5
2011,375091.5410623547,retro_5
2012,410248.8161653646,retro_5
2013,452002.20301260886,retro_5
2014,779036.3172119167,retro_5
2015,2703894.340623656,retro_5
2016,2332444.3468637196,retro_5
2017,1090640.2979948537,retro_5
1975,1059335.0781117808,retro_6
1976,1075030.8229761908,retro_6
1977,1084252.3118097149,retro_6
1978,1064925.077996744,retro_6
1979,19490906.9356466,retro_6
1980,1046843.9706560179,retro_6
1981,1061610.4800051972,retro_6
1982,1096705.016621138,retro_6
1983,1102538.6931304706,retro_6
1984,1063009.2800705095,retro_6
1985,958057.3469207323,retro_6
1986,830708.740080223,retro_6
1987,717371.7082268174,retro_6
1988,614223.077692759,retro_6
1989,537956.5834754086,retro_6
1990,510540.1522268022,retro_6
1991,531255.1575009751,retro_6
1992,559816.8791367853,retro_6
1993,535650.8916443476,retro_6
1994,521307.29083391925,retro_6
1995,643482.0932961175,retro_6
1996,786731.7701972225,retro_6
1997,1083204.3690718494,retro_6
1998,1719330.655886245,retro_6
1999,1476140.3306184206,retro_6
2000,1417427.6967110892,retro_6
2001,1057166.301767751,retro_6
2002,801033.1313860504,retro_6
2003,667661.5136460983,retro_6
2004,661153.0886514954,retro_6
2005,706978.7957325464,retro_6
2006,587424.3829615074,retro_6
2007,530419.4802851647,retro_6
2008,618064.715193752,retro_6
2009,1265117.4373216345,retro_6
2010,708599.8852376095,retro_6
2011,414102.1313465533,retro_6
2012,454861.55745270365,retro_6
2013,505752.0165551482,retro_6
2014,828080.6857517399,retro_6
2015,2538373.8778220084,retro_6
2016,1502970.8422481962,retro_6
1975,988587.8481965018,retro_7
1976,1002326.2516859996,retro_7
1977,1010957.1117603887,retro_7
1978,997260.1609554591,retro_7
1979,19789089.143827353,retro_7
1980,989390.5630339216,retro_7
1981,1008335.093827053,retro_7
1982,1047610.708370333,retro_7
1983,1064053.2043815593,retro_7
1984,1037370.1220556474,retro_7
1985,942148.4080683386,retro_7
1986,818174.7637656702,retro_7
1987,703912.1172229031,retro_7
1988,606687.3070738196,retro_7
1989,533768.149553443,retro_7
1990,507205.7981951564,retro_7
1991,526923.1180170652,retro_7
1992,554240.3307242969,retro_7
1993,531135.9394636543,retro_7
1994,518400.7897403741,retro_7
1995,638487.6045403128,retro_7
1996,781117.588318461,retro_7
1997,1078232.8263141145,retro_7
1998,1724231.5267076725,retro_7
1999,1468212.9883654322,retro_7
2000,1426742.9262383678,retro_7
2001,1049816.3432588482,retro_7
2002,782568.0220587094,retro_7
2003,668337.5976573683,retro_7
2004,659651.4967691111,retro_7
2005,692450.4815615921,retro_7
2006,589385.6084485408,retro_7
2007,542989.8083488725,retro_7
2008,643886.9688388682,retro_7
2009,1312550.7727926327,retro_7
2010,740379.1377376496,retro_7
2011,416254.46754345676,retro_7
2012,441921.94873988815,retro_7
2013,502557.261061454,retro_7
2014,749259.242786682,retro_7
2015,934268.3333459843,retro_7
1975,999128.2484653224,retro_8
1976,1013061.7204393253,retro_8
1977,1021499.021997539,retro_8
1978,1006426.868192477,retro_8
1979,19753025.48553278,retro_8
1980,996013.4049426247,retro_8
1981,1014066.7598008862,retro_8
1982,1052507.8907289188,retro_8
1983,1066980.3469906668,retro_8
1984,1037479.2379659568,retro_8
1985,939223.3329095307,retro_8
1986,813103.9373751183,retro_8
1987,700016.1704413301,retro_8
1988,603093.4780934928,retro_8
1989,530355.7528368336,retro_8
1990,503854.63250027405,retro_8
1991,523935.0255711631,retro_8
1992,551163.7433956199,retro_8
1993,528310.5881066521,retro_8
1994,516849.0593160295,retro_8
1995,641969.8109863498,retro_8
1996,787126.340098595,retro_8
1997,1107920.2048046605,retro_8
1998,1753543.6041568527,retro_8
1999,1494116.6478112182,retro_8
2000,1483957.7821323695,retro_8
2001,1039846.1901360842,retro_8
2002,777635.1144695877,retro_8
2003,685211.5356947788,retro_8
2004,659387.6274529317,retro_8
2005,701293.7580009039,retro_8
2006,609978.9409037926,retro_8
2007,581813.8927574056,retro_8
2008,674171.9989795097,retro_8
2009,1421190.609049211,retro_8
2010,920144.2307496693,retro_8
2011,468165.8699155029,retro_8
2012,444954.2297483861,retro_8
2013,453023.07981550513,retro_8
2014,593529.8949002029,retro_8
1975,1053647.599507159,retro_9
1976,1071004.7237631415,retro_9
1977,1082746.5790748312,retro_9
1978,1068125.687660293,retro_9
1979,19121233.886448935,retro_9
1980,1052468.3887864342,retro_9
1981,1063312.4711068063,retro_9
1982,1088769.8425669225,retro_9
1983,1083313.131977684,retro_9
1984,1033880.4317302007,retro_9
1985,926603.8190028439,retro_9
1986,801898.0334446387,retro_9
1987,691269.442002694,retro_9
1988,597268.2189007876,retro_9
1989,526769.4004848746,retro_9
1990,500142.9571682897,retro_9
1991,517240.21012570505,retro_9
1992,543099.6937249264,retro_9
1993,523972.9108703174,retro_9
1994,517707.1713726906,retro_9
1995,643457.5508599533,retro_9
1996,794825.9009248686,retro_9
1997,1119616.0868489787,retro_9
1998,1731498.032126668,retro_9
