"Category","Time","Stratum","Units","Estimate","Std. Error for Estimate","Std. Error for ln(Estimate)"
"1","1997","Stratum_1"," [kg]",113.756165580553,5.54034267838163,0.0490142344994982
"1","1998","Stratum_1"," [kg]",119.749395921887,6.05249187788457,0.0508681410422312
"1","1999","Stratum_1"," [kg]",114.652749745038,5.91924052452182,0.0519555246688334
"1","2000","Stratum_1"," [kg]",97.8722736101083,4.95149306951779,0.0509127356710493
"1","2001","Stratum_1"," [kg]",144.268194467732,7.43727970647318,0.0518821130412832
"1","2002","Stratum_1"," [kg]",127.11675334719,6.23225284372789,0.0493418676850554
"1","2003","Stratum_1"," [kg]",137.64017494595,6.64235900835866,0.0485691232905843
"1","2004","Stratum_1"," [kg]",126.567554661055,6.01745262003924,0.0478478685063676
"1","2005","Stratum_1"," [kg]",150.209477947093,7.1547763115376,0.0479406587333548
"1","2006","Stratum_1"," [kg]",127.168934428643,6.12382708472092,0.0484666463413648
"1","2007","Stratum_1"," [kg]",133.691831689946,6.31998623900529,0.0475803141080941
"1","2008","Stratum_1"," [kg]",131.259428451223,6.3982470134999,0.0490635937179932
"1","2009","Stratum_1"," [kg]",129.821681525967,6.30538969759597,0.0488861665147672
"1","2010","Stratum_1"," [kg]",128.230419878683,6.10400976669308,0.0479101564304712
"1","2011","Stratum_1"," [kg]",148.803451325105,7.3875390850676,0.0499650973587472
"1","2012","Stratum_1"," [kg]",159.3383608563,7.76912209896392,0.0490733857781032
"1","2013","Stratum_1"," [kg]",121.470512889377,5.92532002202085,0.0490931451800389
"1","2014","Stratum_1"," [kg]",122.2321235822,6.15760509499906,0.0507035213407249
"1","2015","Stratum_1"," [kg]",105.627333821611,5.16718211586694,0.0492373269295787
"1","2016","Stratum_1"," [kg]",118.295624057315,5.96332452390627,0.0507441686943143
"1","2017","Stratum_1"," [kg]",132.380259450202,6.53110108051677,0.0496616987275807
"1","2018","Stratum_1"," [kg]",121.127604004026,6.16608109826921,0.051241196603182
"1","2019","Stratum_1"," [kg]",110.228156276317,5.79539559584229,0.0529447095696895
"1","2020","Stratum_1"," [kg]",203.381514951674,10.9840095561567,0.0543589636050695
"1","2021","Stratum_1"," [kg]",195.800302470622,10.267900920062,0.0528156325802574
