YEAR,PROJECT_CODE,TRIP_NO,EFFORT_NO,SPECIES_CODE,MANAGEMENT_AREA,LENGTH,TAG_NO,TAG_BATCH_NO,DISCARD_STATUS,RELEASE_CONDITION_CODE,COMMENTS,TIME_SECOND_ANCHOR_OVERBOARD,STAT
2019,66,1,5,710,NA,51,T-093014,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,56,T-093015,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,49,T-093016,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,50,T-093017,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,52,T-093018,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,53,T-093019,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,56,T-093020,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,50,T-093021,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,42,T-093022,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,51,T-093023,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,54,T-093024,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,45,T-093025,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,48,T-093026,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,50,T-093027,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,51,T-093028,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,49,T-093029,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,53,T-093030,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,54,T-093031,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,48,T-093032,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,52,T-093033,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,51,T-093034,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,50,T-093035,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,60,T-093036,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,51,T-093037,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,46,T-093038,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,49,T-093039,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,49,T-093040,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,51,T-093041,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,50,T-093042,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,48,T-093043,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,47,T-093044,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,56,T-093045,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,58,T-093046,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,52,T-093047,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,62,T-093048,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,68,T-093049,28,Tagged and released,01,LWG,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,56,T-093050,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,57,T-093051,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,45,T-093052,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,55,T-093053,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,63,T-093054,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,49,T-093055,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,48,T-093056,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,49,T-093057,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,48,T-093058,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,55,T-093059,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,56,T-093060,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,56,T-093061,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,58,T-093062,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,63,T-093063,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,49,T-093064,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,61,T-093065,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,65,T-093066,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,58,T-093067,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,53,T-093068,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,55,T-093069,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,54,T-093070,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,78,T-093071,28,Tagged and released,01,LWG,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,62,T-093072,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,60,T-093073,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,52,T-093074,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,54,T-093075,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,57,T-093076,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,56,T-093077,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,55,T-093078,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,59,T-093079,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,48,T-093080,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,49,T-093081,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,50,T-093082,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,61,T-093083,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,48,T-093084,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,50,T-093085,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,48,T-093086,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,58,T-093087,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,49,T-093088,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,60,T-093089,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,60,T-093090,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,67,T-093091,28,Tagged and released,01,LWG,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,58,T-093092,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,52,T-093093,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,59,T-093094,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,56,T-093095,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,58,T-093096,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,57,T-093097,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,57,T-093098,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,67,T-093099,28,Tagged and released,01,LWG,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,55,T-093100,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,55,T-093101,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,63,T-093102,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,50,T-093103,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,52,T-093104,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,56,T-093105,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,54,T-093106,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,53,T-093107,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,51,T-093108,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,61,T-093109,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,54,T-093110,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,66,T-093111,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,63,T-093112,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,46,T-093113,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,54,T-093114,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,53,T-093115,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,51,T-093116,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,55,T-093117,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,49,T-093118,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,57,T-093119,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,52,T-093120,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,55,T-093121,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,51,T-093122,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,49,T-093123,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,54,T-093124,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,51,T-093125,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,47,T-093126,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,55,T-093127,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,56,T-093128,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,51,T-093129,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,49,T-093130,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,48,T-093131,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,61,T-093132,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,52,T-093133,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,53,T-093134,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,54,T-093135,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,48,T-093136,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,51,T-093137,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,49,T-093138,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,47,T-093139,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,57,T-093140,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,57,T-093141,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,54,T-093142,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,52,T-093143,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,62,T-093144,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,54,T-093145,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,60,T-093146,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,51,T-093147,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,54,T-093148,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,52,T-093149,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,51,T-093150,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,50,T-093151,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,53,T-093152,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,51,T-093153,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,51,T-093154,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,46,T-093155,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,47,T-093156,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,49,T-093157,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,73,T-093158,28,Tagged and released,01,LWG,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,63,T-093159,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,55,T-093160,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,71,T-093161,28,Tagged and released,01,LWG,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,70,T-093162,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,52,T-093163,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,60,T-093164,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,57,T-093165,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,56,T-093166,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,58,T-093167,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,57,T-093168,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,59,T-093169,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,51,T-093170,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,50,T-093171,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,48,T-093172,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,46,T-093173,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,60,T-093174,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,59,T-093175,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,74,T-093176,28,Tagged and released,01,LWG,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,57,T-093177,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,61,T-093178,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,63,T-093179,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,55,T-093180,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,54,T-093181,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,52,T-093182,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,70,T-093183,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,56,T-093184,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,54,T-093185,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,54,T-093186,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,46,T-093187,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,51,T-093188,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,50,T-093189,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,52,T-093190,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,53,T-093191,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,46,T-093192,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,56,T-093193,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,57,T-093194,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,50,T-093195,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,47,T-093196,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,49,T-093197,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,58,T-093198,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,61,T-093199,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,51,T-093200,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,65,T-093201,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,57,T-093202,28,Tagged and released,01,Void 093203,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,57,T-093204,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,55,T-093205,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,60,T-093206,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,55,T-093207,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,54,T-093208,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,60,T-093209,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,57,T-093210,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,55,T-093211,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,60,T-093212,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,55,T-093213,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,56,T-093214,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,57,T-093215,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,57,T-093216,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,50,T-093217,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,60,T-093218,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,54,T-093219,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,54,T-093220,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,60,T-093221,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,51,T-093222,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,51,T-093223,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,51,T-093224,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,57,T-093225,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,52,T-093226,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,58,T-093227,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,54,T-093228,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,54,T-093229,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,49,T-093230,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,62,T-093231,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,56,T-093232,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,49,T-093233,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,48,T-093234,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,55,T-093235,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,52,T-093236,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,49,T-093237,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,61,T-093238,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,58,T-093239,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,60,T-093240,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,57,T-093241,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,51,T-093242,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,55,T-093243,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,54,T-093244,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,51,T-093245,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,55,T-093246,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,55,T-093247,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,54,T-093248,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,53,T-093249,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,49,T-093250,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,50,T-093251,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,48,T-093252,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,53,T-093253,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,53,T-093254,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,54,T-093255,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,56,T-093256,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,48,T-093257,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,54,T-093258,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,50,T-093259,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,48,T-093260,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,54,T-093261,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,48,T-093262,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,55,T-093263,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,47,T-093264,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,47,T-093265,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,48,T-093266,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,56,T-093267,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,54,T-093268,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,53,T-093269,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,49,T-093270,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,50,T-093271,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,49,T-093272,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,48,T-093273,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,48,T-093274,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
2019,66,1,5,710,NA,49,T-093275,28,Tagged and released,01,NA,2019-05-17T09:00:00Z,345701
