YEAR,PROJECT_CODE,TRIP_NO,TARGET_SPECIES_CODE,ADFG_NO,VESSEL_NAME,TIME_FIRST_BUOY_ONBOARD,EFFORT_NO,STATION_NO,SPECIES_CODE,STAT,MANAGEMENT_AREA,START_LAT,START_LON,END_LAT,END_LON,DEPTH_METERS,LENGTH,WEIGHT,AGE,AGE_TYPE_CODE,AGE_READABILITY_CODE,SEX_CODE,MATURITY_CODE,TAG_NO,TAG_BATCH_NO,DISCARD_STATUS,RELEASE_CONDITION_CODE
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,63,NA,NA,NA,NA,NA,NA,T-080326,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,52,NA,NA,NA,NA,NA,NA,T-080327,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,60,NA,NA,NA,NA,NA,NA,T-080328,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,58,NA,NA,NA,NA,NA,NA,T-080329,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,56,NA,NA,NA,NA,NA,NA,T-080330,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,54,NA,NA,NA,NA,NA,NA,T-080331,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,53,NA,NA,NA,NA,NA,NA,T-080332,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,52,NA,NA,NA,NA,NA,NA,T-080333,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,61,NA,NA,NA,NA,NA,NA,T-080334,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,55,NA,NA,NA,NA,NA,NA,T-080335,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,59,NA,NA,NA,NA,NA,NA,T-080336,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,46,NA,NA,NA,NA,NA,NA,T-080337,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,56,NA,NA,NA,NA,NA,NA,T-080338,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,53,NA,NA,NA,NA,NA,NA,T-080339,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,54,NA,NA,NA,NA,NA,NA,T-080340,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,55,NA,NA,NA,NA,NA,NA,T-080341,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,55,NA,NA,NA,NA,NA,NA,T-080342,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,44,NA,NA,NA,NA,NA,NA,T-080343,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,54,NA,NA,NA,NA,NA,NA,T-080344,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,58,NA,NA,NA,NA,NA,NA,T-080345,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,54,NA,NA,NA,NA,NA,NA,T-080346,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,50,NA,NA,NA,NA,NA,NA,T-080347,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,56,NA,NA,NA,NA,NA,NA,T-080348,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,62,NA,NA,NA,NA,NA,NA,T-080349,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,66,NA,NA,NA,NA,NA,NA,T-080350,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,62,NA,NA,NA,NA,NA,NA,T-080353,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,52,NA,NA,NA,NA,NA,NA,T-080354,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,55,NA,NA,NA,NA,NA,NA,T-080355,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,58,NA,NA,NA,NA,NA,NA,T-080356,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,44,NA,NA,NA,NA,NA,NA,T-080357,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,64,NA,NA,NA,NA,NA,NA,T-080358,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,54,NA,NA,NA,NA,NA,NA,T-080359,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,50,NA,NA,NA,NA,NA,NA,T-080360,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,65,NA,NA,NA,NA,NA,NA,T-080361,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,69,NA,NA,NA,NA,NA,NA,T-080375,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,58,NA,NA,NA,NA,NA,NA,T-080376,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,62,NA,NA,NA,NA,NA,NA,T-080377,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,54,NA,NA,NA,NA,NA,NA,T-080378,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,58,NA,NA,NA,NA,NA,NA,T-080379,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,58,NA,NA,NA,NA,NA,NA,T-080380,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,55,NA,NA,NA,NA,NA,NA,T-080381,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,51,NA,NA,NA,NA,NA,NA,T-080382,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,64,NA,NA,NA,NA,NA,NA,T-080383,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,63,NA,NA,NA,NA,NA,NA,T-080384,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,53,NA,NA,NA,NA,NA,NA,T-080385,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,58,NA,NA,NA,NA,NA,NA,T-080386,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,53,NA,NA,NA,NA,NA,NA,T-080387,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,54,NA,NA,NA,NA,NA,NA,T-080388,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,59,NA,NA,NA,NA,NA,NA,T-080389,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,56,NA,NA,NA,NA,NA,NA,T-080390,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,57,NA,NA,NA,NA,NA,NA,T-080391,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,57,NA,NA,NA,NA,NA,NA,T-080392,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,54,NA,NA,NA,NA,NA,NA,T-080393,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,60,NA,NA,NA,NA,NA,NA,T-080394,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,68,NA,NA,NA,NA,NA,NA,T-080395,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,57,NA,NA,NA,NA,NA,NA,T-080396,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,56,NA,NA,NA,NA,NA,NA,T-080397,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,55,NA,NA,NA,NA,NA,NA,T-080398,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,76,NA,NA,NA,NA,NA,NA,T-080399,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,48,NA,NA,NA,NA,NA,NA,T-080400,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,61,NA,NA,NA,NA,NA,NA,T-080401,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,59,NA,NA,NA,NA,NA,NA,T-080402,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,62,NA,NA,NA,NA,NA,NA,T-080403,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,55,NA,NA,NA,NA,NA,NA,T-080404,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,50,NA,NA,NA,NA,NA,NA,T-080405,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,71,NA,NA,NA,NA,NA,NA,T-080406,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,54,NA,NA,NA,NA,NA,NA,T-080407,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,61,NA,NA,NA,NA,NA,NA,T-080409,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,56,NA,NA,NA,NA,NA,NA,T-080410,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,54,NA,NA,NA,NA,NA,NA,T-080411,26,Tagged and released,01
2018,11,1,710,NA,MEDEIA,NA,1,NA,710,345803,NSEI,58.373117,-135.00335,58.3429,-135.0042,577.9008,71,NA,NA,NA,NA,NA,NA,T-080412,26,Tagged and released,01
