YEAR,PROJECT_CODE,TRIP_NO,TARGET_SPECIES_CODE,ADFG_NO,VESSEL_NAME,TIME_SET,TIME_HAULED,NUMBER_OF_STATIONS,HOOKS_PER_SET,HOOK_SIZE,HOOK_SPACING_INCHES,SAMPLE_FREQ,LAST_SKATE_SAMPLED,EFFORT_NO,STATION_NO,STAT,START_LAT,START_LON,END_LAT,END_LON,DEPTH_METERS,NUMBER_HOOKS,BARE,BAIT,INVALID,SABLEFISH,SUBSET_CONDITION_CODE
2019,603,1,710,58282,Marilyn J,2019-07-25T15:46:18Z,2019-07-25T19:11:07Z,14,1125,13,78,20,21,1,8,345631,56.74783,-134.55482999999998,56.72157,-134.55533,726.0336,45,6,25,0,14,01
2019,603,1,710,58282,Marilyn J,2019-07-25T15:46:18Z,2019-07-25T19:11:07Z,14,1125,13,78,20,21,1,8,345631,56.74783,-134.55482999999998,56.72157,-134.55533,726.0336,43,9,27,0,7,01
2019,603,1,710,58282,Marilyn J,2019-07-25T15:46:18Z,2019-07-25T19:11:07Z,14,1125,13,78,20,21,1,8,345631,56.74783,-134.55482999999998,56.72157,-134.55533,726.0336,45,4,37,0,4,01
2019,603,1,710,58282,Marilyn J,2019-07-25T15:46:18Z,2019-07-25T19:11:07Z,14,1125,13,78,20,21,1,8,345631,56.74783,-134.55482999999998,56.72157,-134.55533,726.0336,45,6,33,0,6,01
2019,603,1,710,58282,Marilyn J,2019-07-25T15:46:18Z,2019-07-25T19:11:07Z,14,1125,13,78,20,21,1,8,345631,56.74783,-134.55482999999998,56.72157,-134.55533,726.0336,45,8,28,0,9,01
2019,603,1,710,58282,Marilyn J,2019-07-25T15:46:18Z,2019-07-25T19:11:07Z,14,1125,13,78,20,21,1,8,345631,56.74783,-134.55482999999998,56.72157,-134.55533,726.0336,44,6,35,0,3,01
2019,603,1,710,58282,Marilyn J,2019-07-25T15:46:18Z,2019-07-25T19:11:07Z,14,1125,13,78,20,21,1,8,345631,56.74783,-134.55482999999998,56.72157,-134.55533,726.0336,45,4,32,0,9,01
2019,603,1,710,58282,Marilyn J,2019-07-25T15:46:18Z,2019-07-25T19:11:07Z,14,1125,13,78,20,21,1,8,345631,56.74783,-134.55482999999998,56.72157,-134.55533,726.0336,44,3,35,0,6,01
2019,603,1,710,58282,Marilyn J,2019-07-25T15:46:18Z,2019-07-25T19:11:07Z,14,1125,13,78,20,21,1,8,345631,56.74783,-134.55482999999998,56.72157,-134.55533,726.0336,45,1,33,0,11,01
2019,603,1,710,58282,Marilyn J,2019-07-25T15:46:18Z,2019-07-25T19:11:07Z,14,1125,13,78,20,21,1,8,345631,56.74783,-134.55482999999998,56.72157,-134.55533,726.0336,44,2,38,0,4,01
2019,603,1,710,58282,Marilyn J,2019-07-25T15:46:18Z,2019-07-25T19:11:07Z,14,1125,13,78,20,21,1,8,345631,56.74783,-134.55482999999998,56.72157,-134.55533,726.0336,44,8,31,0,5,01
2019,603,1,710,58282,Marilyn J,2019-07-25T15:46:18Z,2019-07-25T19:11:07Z,14,1125,13,78,20,21,1,8,345631,56.74783,-134.55482999999998,56.72157,-134.55533,726.0336,43,8,26,0,8,01
2019,603,1,710,58282,Marilyn J,2019-07-25T15:46:18Z,2019-07-25T19:11:07Z,14,1125,13,78,20,21,1,8,345631,56.74783,-134.55482999999998,56.72157,-134.55533,726.0336,45,3,35,0,7,01
2019,603,1,710,58282,Marilyn J,2019-07-25T15:46:18Z,2019-07-25T19:11:07Z,14,1125,13,78,20,21,1,8,345631,56.74783,-134.55482999999998,56.72157,-134.55533,726.0336,45,5,25,0,15,01
2019,603,1,710,58282,Marilyn J,2019-07-25T15:46:18Z,2019-07-25T19:11:07Z,14,1125,13,78,20,21,1,8,345631,56.74783,-134.55482999999998,56.72157,-134.55533,726.0336,45,11,22,0,12,01
2019,603,1,710,58282,Marilyn J,2019-07-25T15:46:18Z,2019-07-25T19:11:07Z,14,1125,13,78,20,21,1,8,345631,56.74783,-134.55482999999998,56.72157,-134.55533,726.0336,46,8,23,0,15,01
2019,603,1,710,58282,Marilyn J,2019-07-25T15:46:18Z,2019-07-25T19:11:07Z,14,1125,13,78,20,21,1,8,345631,56.74783,-134.55482999999998,56.72157,-134.55533,726.0336,44,4,29,0,11,01
2019,603,1,710,58282,Marilyn J,2019-07-25T15:46:18Z,2019-07-25T19:11:07Z,14,1125,13,78,20,21,1,8,345631,56.74783,-134.55482999999998,56.72157,-134.55533,726.0336,45,10,24,0,11,01
2019,603,1,710,58282,Marilyn J,2019-07-25T15:46:18Z,2019-07-25T19:11:07Z,14,1125,13,78,20,21,1,8,345631,56.74783,-134.55482999999998,56.72157,-134.55533,726.0336,45,13,16,0,16,01
2019,603,1,710,58282,Marilyn J,2019-07-25T15:46:18Z,2019-07-25T19:11:07Z,14,1125,13,78,20,21,1,8,345631,56.74783,-134.55482999999998,56.72157,-134.55533,726.0336,43,13,11,2,16,01
2019,603,1,710,58282,Marilyn J,2019-07-25T15:46:18Z,2019-07-25T19:11:07Z,14,1125,13,78,20,21,1,8,345631,56.74783,-134.55482999999998,56.72157,-134.55533,726.0336,40,19,18,0,3,01
2019,603,1,710,58282,Marilyn J,2019-07-25T15:46:18Z,2019-07-25T19:11:07Z,14,1125,13,78,20,21,1,8,345631,56.74783,-134.55482999999998,56.72157,-134.55533,726.0336,45,11,7,15,11,02
2019,603,1,710,58282,Marilyn J,2019-07-25T15:46:18Z,2019-07-25T19:11:07Z,14,1125,13,78,20,21,1,8,345631,56.74783,-134.55482999999998,56.72157,-134.55533,726.0336,45,7,23,0,15,01
2019,603,1,710,58282,Marilyn J,2019-07-25T15:46:18Z,2019-07-25T19:11:07Z,14,1125,13,78,20,21,1,8,345631,56.74783,-134.55482999999998,56.72157,-134.55533,726.0336,46,18,13,1,14,01
2019,603,1,710,58282,Marilyn J,2019-07-25T15:46:18Z,2019-07-25T19:11:07Z,14,1125,13,78,20,21,1,8,345631,56.74783,-134.55482999999998,56.72157,-134.55533,726.0336,45,19,5,0,21,01
2019,603,1,710,58282,Marilyn J,2019-07-25T18:18:31Z,2019-07-26T00:16:01Z,14,1125,13,78,20,21,2,5,345631,56.704829999999994,-134.55232999999998,56.67883,-134.55217,663.8544,44,16,0,3,25,01
2019,603,1,710,58282,Marilyn J,2019-07-25T18:18:31Z,2019-07-26T00:16:01Z,14,1125,13,78,20,21,2,5,345631,56.704829999999994,-134.55232999999998,56.67883,-134.55217,663.8544,45,21,2,0,19,01
2019,603,1,710,58282,Marilyn J,2019-07-25T18:18:31Z,2019-07-26T00:16:01Z,14,1125,13,78,20,21,2,5,345631,56.704829999999994,-134.55232999999998,56.67883,-134.55217,663.8544,45,23,5,0,16,01
2019,603,1,710,58282,Marilyn J,2019-07-25T18:18:31Z,2019-07-26T00:16:01Z,14,1125,13,78,20,21,2,5,345631,56.704829999999994,-134.55232999999998,56.67883,-134.55217,663.8544,45,10,11,0,23,01
2019,603,1,710,58282,Marilyn J,2019-07-25T18:18:31Z,2019-07-26T00:16:01Z,14,1125,13,78,20,21,2,5,345631,56.704829999999994,-134.55232999999998,56.67883,-134.55217,663.8544,44,19,10,2,13,01
2019,603,1,710,58282,Marilyn J,2019-07-25T18:18:31Z,2019-07-26T00:16:01Z,14,1125,13,78,20,21,2,5,345631,56.704829999999994,-134.55232999999998,56.67883,-134.55217,663.8544,45,18,7,0,20,01
2019,603,1,710,58282,Marilyn J,2019-07-25T18:18:31Z,2019-07-26T00:16:01Z,14,1125,13,78,20,21,2,5,345631,56.704829999999994,-134.55232999999998,56.67883,-134.55217,663.8544,45,21,9,3,11,01
2019,603,1,710,58282,Marilyn J,2019-07-25T18:18:31Z,2019-07-26T00:16:01Z,14,1125,13,78,20,21,2,5,345631,56.704829999999994,-134.55232999999998,56.67883,-134.55217,663.8544,45,10,10,0,24,01
2019,603,1,710,58282,Marilyn J,2019-07-25T18:18:31Z,2019-07-26T00:16:01Z,14,1125,13,78,20,21,2,5,345631,56.704829999999994,-134.55232999999998,56.67883,-134.55217,663.8544,45,9,18,0,18,01
2019,603,1,710,58282,Marilyn J,2019-07-25T18:18:31Z,2019-07-26T00:16:01Z,14,1125,13,78,20,21,2,5,345631,56.704829999999994,-134.55232999999998,56.67883,-134.55217,663.8544,45,19,9,1,15,01
2019,603,1,710,58282,Marilyn J,2019-07-25T18:18:31Z,2019-07-26T00:16:01Z,14,1125,13,78,20,21,2,5,345631,56.704829999999994,-134.55232999999998,56.67883,-134.55217,663.8544,44,16,10,4,13,01
2019,603,1,710,58282,Marilyn J,2019-07-25T18:18:31Z,2019-07-26T00:16:01Z,14,1125,13,78,20,21,2,5,345631,56.704829999999994,-134.55232999999998,56.67883,-134.55217,663.8544,45,25,17,0,3,01
2019,603,1,710,58282,Marilyn J,2019-07-25T18:18:31Z,2019-07-26T00:16:01Z,14,1125,13,78,20,21,2,5,345631,56.704829999999994,-134.55232999999998,56.67883,-134.55217,663.8544,45,8,22,0,15,01
2019,603,1,710,58282,Marilyn J,2019-07-25T18:18:31Z,2019-07-26T00:16:01Z,14,1125,13,78,20,21,2,5,345631,56.704829999999994,-134.55232999999998,56.67883,-134.55217,663.8544,45,14,17,0,14,01
2019,603,1,710,58282,Marilyn J,2019-07-25T18:18:31Z,2019-07-26T00:16:01Z,14,1125,13,78,20,21,2,5,345631,56.704829999999994,-134.55232999999998,56.67883,-134.55217,663.8544,45,14,16,1,13,01
2019,603,1,710,58282,Marilyn J,2019-07-25T18:18:31Z,2019-07-26T00:16:01Z,14,1125,13,78,20,21,2,5,345631,56.704829999999994,-134.55232999999998,56.67883,-134.55217,663.8544,45,11,15,0,19,01
2019,603,1,710,58282,Marilyn J,2019-07-25T18:18:31Z,2019-07-26T00:16:01Z,14,1125,13,78,20,21,2,5,345631,56.704829999999994,-134.55232999999998,56.67883,-134.55217,663.8544,45,15,13,2,15,01
2019,603,1,710,58282,Marilyn J,2019-07-25T18:18:31Z,2019-07-26T00:16:01Z,14,1125,13,78,20,21,2,5,345631,56.704829999999994,-134.55232999999998,56.67883,-134.55217,663.8544,45,23,10,7,5,01
2019,603,1,710,58282,Marilyn J,2019-07-25T18:18:31Z,2019-07-26T00:16:01Z,14,1125,13,78,20,21,2,5,345631,56.704829999999994,-134.55232999999998,56.67883,-134.55217,663.8544,45,19,18,0,8,01
2019,603,1,710,58282,Marilyn J,2019-07-25T18:18:31Z,2019-07-26T00:16:01Z,14,1125,13,78,20,21,2,5,345631,56.704829999999994,-134.55232999999998,56.67883,-134.55217,663.8544,45,23,11,0,11,01
2019,603,1,710,58282,Marilyn J,2019-07-25T18:18:31Z,2019-07-26T00:16:01Z,14,1125,13,78,20,21,2,5,345631,56.704829999999994,-134.55232999999998,56.67883,-134.55217,663.8544,45,13,8,0,24,01
2019,603,1,710,58282,Marilyn J,2019-07-25T18:18:31Z,2019-07-26T00:16:01Z,14,1125,13,78,20,21,2,5,345631,56.704829999999994,-134.55232999999998,56.67883,-134.55217,663.8544,45,15,6,0,22,01
2019,603,1,710,58282,Marilyn J,2019-07-25T18:18:31Z,2019-07-26T00:16:01Z,14,1125,13,78,20,21,2,5,345631,56.704829999999994,-134.55232999999998,56.67883,-134.55217,663.8544,44,22,9,0,12,01
2019,603,1,710,58282,Marilyn J,2019-07-25T18:18:31Z,2019-07-26T00:16:01Z,14,1125,13,78,20,21,2,5,345631,56.704829999999994,-134.55232999999998,56.67883,-134.55217,663.8544,45,18,6,0,21,01
2019,603,1,710,58282,Marilyn J,2019-07-25T18:18:31Z,2019-07-26T00:16:01Z,14,1125,13,78,20,21,2,5,345631,56.704829999999994,-134.55232999999998,56.67883,-134.55217,663.8544,45,24,1,0,20,01
2019,603,1,710,58282,Marilyn J,2019-07-25T23:17:46Z,2019-07-26T03:19:42Z,14,1125,13,78,20,21,3,4,345631,56.694849999999995,-134.5815,56.668079999999996,-134.57835,676.6560000000001,42,18,1,0,23,01
2019,603,1,710,58282,Marilyn J,2019-07-25T23:17:46Z,2019-07-26T03:19:42Z,14,1125,13,78,20,21,3,4,345631,56.694849999999995,-134.5815,56.668079999999996,-134.57835,676.6560000000001,45,18,5,7,15,01
2019,603,1,710,58282,Marilyn J,2019-07-25T23:17:46Z,2019-07-26T03:19:42Z,14,1125,13,78,20,21,3,4,345631,56.694849999999995,-134.5815,56.668079999999996,-134.57835,676.6560000000001,43,25,5,0,13,01
2019,603,1,710,58282,Marilyn J,2019-07-25T23:17:46Z,2019-07-26T03:19:42Z,14,1125,13,78,20,21,3,4,345631,56.694849999999995,-134.5815,56.668079999999996,-134.57835,676.6560000000001,44,20,9,0,15,01
2019,603,1,710,58282,Marilyn J,2019-07-25T23:17:46Z,2019-07-26T03:19:42Z,14,1125,13,78,20,21,3,4,345631,56.694849999999995,-134.5815,56.668079999999996,-134.57835,676.6560000000001,44,24,4,0,16,01
2019,603,1,710,58282,Marilyn J,2019-07-25T23:17:46Z,2019-07-26T03:19:42Z,14,1125,13,78,20,21,3,4,345631,56.694849999999995,-134.5815,56.668079999999996,-134.57835,676.6560000000001,46,24,1,0,21,01
2019,603,1,710,58282,Marilyn J,2019-07-25T23:17:46Z,2019-07-26T03:19:42Z,14,1125,13,78,20,21,3,4,345631,56.694849999999995,-134.5815,56.668079999999996,-134.57835,676.6560000000001,44,22,4,1,16,01
