STAT,YEAR,PROJECT_CODE,TRIP_NO,TARGET_SPECIES_CODE,ADFG_NO,VESSEL_NAME,TIME_FIRST_BUOY_ONBOARD,NUMBER_OF_STATIONS,HOOKS_PER_SET,HOOK_SIZE,HOOK_SPACING_INCHES,SAMPLE_FREQ,LAST_SKATE_SAMPLED,EFFORT_NO,STATION_NO,SPECIES_CODE,START_LAT,START_LON,END_LAT,END_LON,DEPTH_METERS,LENGTH,WEIGHT,AGE,AGE_TYPE_CODE,AGE_READABILITY_CODE,SEX_CODE,MATURITY_CODE,OTOLITH_CONDITION_CODE,STAT_AREA_TYPE,REGION,WATERS,START_DATE,END_DATE,G_MGT_AREA_DISTRICT,G_NMFS_AREA
345603,2018,603,1,710,33468,Masonic,2018-08-08T23:05:46Z,14,1125,13,78,20,20,11,52,710,56.234249999999996,-134.45512,56.261379999999996,-134.45513,720.5472000000001,70,3.5,24,NA,02,02,07,06,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-08T23:05:46Z,14,1125,13,78,20,20,11,52,710,56.234249999999996,-134.45512,56.261379999999996,-134.45513,720.5472000000001,65,3,20,NA,03,01,07,01,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-08T23:05:46Z,14,1125,13,78,20,20,11,52,710,56.234249999999996,-134.45512,56.261379999999996,-134.45513,720.5472000000001,80,5.1000000000000005,20,NA,02,02,07,01,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-08T23:05:46Z,14,1125,13,78,20,20,11,52,710,56.234249999999996,-134.45512,56.261379999999996,-134.45513,720.5472000000001,71,NA,NA,NA,NA,00,09,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-08T23:05:46Z,14,1125,13,78,20,20,11,52,710,56.234249999999996,-134.45512,56.261379999999996,-134.45513,720.5472000000001,72,NA,NA,NA,NA,00,09,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-08T23:05:46Z,14,1125,13,78,20,20,11,52,710,56.234249999999996,-134.45512,56.261379999999996,-134.45513,720.5472000000001,82,NA,NA,NA,NA,00,09,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-08T23:05:46Z,14,1125,13,78,20,20,11,52,710,56.234249999999996,-134.45512,56.261379999999996,-134.45513,720.5472000000001,62,NA,NA,NA,NA,00,09,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-09T02:04:04Z,14,1125,13,78,20,20,12,57,710,56.252525,-134.412,56.279438,-134.41217,691.2864000000001,67,NA,NA,NA,NA,00,09,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-09T02:04:04Z,14,1125,13,78,20,20,12,57,710,56.252525,-134.412,56.279438,-134.41217,691.2864000000001,76,NA,NA,NA,NA,00,09,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-09T02:04:04Z,14,1125,13,78,20,20,12,57,710,56.252525,-134.412,56.279438,-134.41217,691.2864000000001,61,NA,NA,NA,NA,00,09,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-09T02:04:04Z,14,1125,13,78,20,20,12,57,710,56.252525,-134.412,56.279438,-134.41217,691.2864000000001,48,NA,NA,NA,NA,00,09,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-09T02:04:04Z,14,1125,13,78,20,20,12,57,710,56.252525,-134.412,56.279438,-134.41217,691.2864000000001,73,NA,NA,NA,NA,00,09,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-09T02:04:04Z,14,1125,13,78,20,20,12,57,710,56.252525,-134.412,56.279438,-134.41217,691.2864000000001,76,NA,NA,NA,NA,00,09,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-09T02:04:04Z,14,1125,13,78,20,20,12,57,710,56.252525,-134.412,56.279438,-134.41217,691.2864000000001,73,NA,NA,NA,NA,00,09,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-09T02:04:04Z,14,1125,13,78,20,20,12,57,710,56.252525,-134.412,56.279438,-134.41217,691.2864000000001,62,2.6,13,NA,02,01,07,01,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-09T21:27:35Z,14,1125,13,78,20,20,13,55,710,56.111785999999995,-134.50931,56.084709999999994,-134.50830000000002,524.8656,52,1.3,5,NA,02,02,01,01,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-09T21:27:35Z,14,1125,13,78,20,20,13,55,710,56.111785999999995,-134.50931,56.084709999999994,-134.50830000000002,524.8656,57,1.8,4,NA,02,01,01,04,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-08T23:05:46Z,14,1125,13,78,20,20,11,52,710,56.234249999999996,-134.45512,56.261379999999996,-134.45513,720.5472000000001,71,3.3000000000000003,11,NA,02,02,07,01,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-10T00:28:27Z,14,1125,13,78,20,20,14,58,710,56.1077,-134.58152,56.135279999999995,-134.57985,534.0096,73,NA,NA,NA,NA,00,09,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-10T00:28:27Z,14,1125,13,78,20,20,14,58,710,56.1077,-134.58152,56.135279999999995,-134.57985,534.0096,65,NA,NA,NA,NA,00,09,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-10T00:28:27Z,14,1125,13,78,20,20,14,58,710,56.1077,-134.58152,56.135279999999995,-134.57985,534.0096,72,NA,NA,NA,NA,00,09,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-10T00:28:27Z,14,1125,13,78,20,20,14,58,710,56.1077,-134.58152,56.135279999999995,-134.57985,534.0096,60,NA,NA,NA,NA,00,09,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-10T00:28:27Z,14,1125,13,78,20,20,14,58,710,56.1077,-134.58152,56.135279999999995,-134.57985,534.0096,44,NA,NA,NA,NA,00,09,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-10T00:28:27Z,14,1125,13,78,20,20,14,58,710,56.1077,-134.58152,56.135279999999995,-134.57985,534.0096,70,NA,NA,NA,NA,00,09,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-10T00:28:27Z,14,1125,13,78,20,20,14,58,710,56.1077,-134.58152,56.135279999999995,-134.57985,534.0096,92,NA,NA,NA,NA,00,09,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-10T00:28:27Z,14,1125,13,78,20,20,14,58,710,56.1077,-134.58152,56.135279999999995,-134.57985,534.0096,72,NA,NA,NA,NA,00,09,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-09T21:27:35Z,14,1125,13,78,20,20,13,55,710,56.111785999999995,-134.50931,56.084709999999994,-134.50830000000002,524.8656,49,1.1,2,NA,03,02,01,01,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-09T02:04:04Z,14,1125,13,78,20,20,12,57,710,56.252525,-134.412,56.279438,-134.41217,691.2864000000001,71,NA,NA,NA,NA,00,09,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-08T01:49:59Z,14,1125,13,78,20,20,9,56,710,56.43552,-134.60487,56.406349999999996,-134.60003,555.9552,72,3.6,9,NA,02,02,07,01,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-08T01:49:59Z,14,1125,13,78,20,20,9,56,710,56.43552,-134.60487,56.406349999999996,-134.60003,555.9552,69,3.5,16,NA,02,01,07,04,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-08T01:49:59Z,14,1125,13,78,20,20,9,56,710,56.43552,-134.60487,56.406349999999996,-134.60003,555.9552,63,2.6,8,NA,03,01,07,04,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-08T01:49:59Z,14,1125,13,78,20,20,9,56,710,56.43552,-134.60487,56.406349999999996,-134.60003,555.9552,66,3.2,8,NA,02,02,07,01,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-08T01:49:59Z,14,1125,13,78,20,20,9,56,710,56.43552,-134.60487,56.406349999999996,-134.60003,555.9552,71,3.7,11,NA,02,02,07,04,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-08T01:49:59Z,14,1125,13,78,20,20,9,56,710,56.43552,-134.60487,56.406349999999996,-134.60003,555.9552,65,3.1,4,NA,02,01,07,01,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-09T02:04:04Z,14,1125,13,78,20,20,12,57,710,56.252525,-134.412,56.279438,-134.41217,691.2864000000001,63,2.7,16,NA,02,01,07,01,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-09T02:04:04Z,14,1125,13,78,20,20,12,57,710,56.252525,-134.412,56.279438,-134.41217,691.2864000000001,66,3.1,15,NA,02,01,07,01,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-09T02:04:04Z,14,1125,13,78,20,20,12,57,710,56.252525,-134.412,56.279438,-134.41217,691.2864000000001,75,4.7,13,NA,02,02,07,01,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-09T02:04:04Z,14,1125,13,78,20,20,12,57,710,56.252525,-134.412,56.279438,-134.41217,691.2864000000001,69,3.7,13,NA,02,01,07,01,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-09T02:04:04Z,14,1125,13,78,20,20,12,57,710,56.252525,-134.412,56.279438,-134.41217,691.2864000000001,76,4.7,12,NA,02,02,07,01,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-08T23:05:46Z,14,1125,13,78,20,20,11,52,710,56.234249999999996,-134.45512,56.261379999999996,-134.45513,720.5472000000001,59,NA,NA,NA,NA,00,09,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-08T01:49:59Z,14,1125,13,78,20,20,9,56,710,56.43552,-134.60487,56.406349999999996,-134.60003,555.9552,71,3.9,11,NA,02,02,07,02,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-09T21:27:35Z,14,1125,13,78,20,20,13,55,710,56.111785999999995,-134.50931,56.084709999999994,-134.50830000000002,524.8656,54,1.4000000000000001,5,NA,03,02,01,01,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-09T21:27:35Z,14,1125,13,78,20,20,13,55,710,56.111785999999995,-134.50931,56.084709999999994,-134.50830000000002,524.8656,50,1.2,6,NA,02,01,01,01,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-09T21:27:35Z,14,1125,13,78,20,20,13,55,710,56.111785999999995,-134.50931,56.084709999999994,-134.50830000000002,524.8656,66,2.9,NA,NA,0 ,02,07,01,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-09T21:27:35Z,14,1125,13,78,20,20,13,55,710,56.111785999999995,-134.50931,56.084709999999994,-134.50830000000002,524.8656,60,2,6,NA,02,02,01,01,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-09T21:27:35Z,14,1125,13,78,20,20,13,55,710,56.111785999999995,-134.50931,56.084709999999994,-134.50830000000002,524.8656,65,2.7,4,NA,04,02,07,04,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-09T21:27:35Z,14,1125,13,78,20,20,13,55,710,56.111785999999995,-134.50931,56.084709999999994,-134.50830000000002,524.8656,84,6.9,26,NA,03,02,07,01,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-09T21:27:35Z,14,1125,13,78,20,20,13,55,710,56.111785999999995,-134.50931,56.084709999999994,-134.50830000000002,524.8656,54,1.6,4,NA,02,02,01,01,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-09T21:27:35Z,14,1125,13,78,20,20,13,55,710,56.111785999999995,-134.50931,56.084709999999994,-134.50830000000002,524.8656,54,1.5,5,NA,02,02,01,01,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-09T21:27:35Z,14,1125,13,78,20,20,13,55,710,56.111785999999995,-134.50931,56.084709999999994,-134.50830000000002,524.8656,68,3.3000000000000003,10,NA,02,02,07,01,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-09T21:27:35Z,14,1125,13,78,20,20,13,55,710,56.111785999999995,-134.50931,56.084709999999994,-134.50830000000002,524.8656,55,1.6,4,NA,02,01,01,04,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-09T21:27:35Z,14,1125,13,78,20,20,13,55,710,56.111785999999995,-134.50931,56.084709999999994,-134.50830000000002,524.8656,59,2.1,6,NA,02,01,07,01,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-09T21:27:35Z,14,1125,13,78,20,20,13,55,710,56.111785999999995,-134.50931,56.084709999999994,-134.50830000000002,524.8656,70,3.2,14,NA,02,02,07,01,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-09T21:27:35Z,14,1125,13,78,20,20,13,55,710,56.111785999999995,-134.50931,56.084709999999994,-134.50830000000002,524.8656,69,3.6,44,NA,03,01,07,01,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-09T21:27:35Z,14,1125,13,78,20,20,13,55,710,56.111785999999995,-134.50931,56.084709999999994,-134.50830000000002,524.8656,54,NA,NA,NA,NA,00,09,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-09T21:27:35Z,14,1125,13,78,20,20,13,55,710,56.111785999999995,-134.50931,56.084709999999994,-134.50830000000002,524.8656,66,NA,NA,NA,NA,00,09,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-09T21:27:35Z,14,1125,13,78,20,20,13,55,710,56.111785999999995,-134.50931,56.084709999999994,-134.50830000000002,524.8656,57,NA,NA,NA,NA,00,09,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-09T21:27:35Z,14,1125,13,78,20,20,13,55,710,56.111785999999995,-134.50931,56.084709999999994,-134.50830000000002,524.8656,63,NA,NA,NA,NA,00,09,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-09T21:27:35Z,14,1125,13,78,20,20,13,55,710,56.111785999999995,-134.50931,56.084709999999994,-134.50830000000002,524.8656,73,NA,NA,NA,NA,00,09,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-09T21:27:35Z,14,1125,13,78,20,20,13,55,710,56.111785999999995,-134.50931,56.084709999999994,-134.50830000000002,524.8656,52,NA,NA,NA,NA,00,09,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-09T21:27:35Z,14,1125,13,78,20,20,13,55,710,56.111785999999995,-134.50931,56.084709999999994,-134.50830000000002,524.8656,57,NA,NA,NA,NA,00,09,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-09T21:27:35Z,14,1125,13,78,20,20,13,55,710,56.111785999999995,-134.50931,56.084709999999994,-134.50830000000002,524.8656,74,NA,NA,NA,NA,00,09,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-09T21:27:35Z,14,1125,13,78,20,20,13,55,710,56.111785999999995,-134.50931,56.084709999999994,-134.50830000000002,524.8656,58,NA,NA,NA,NA,00,09,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-09T21:27:35Z,14,1125,13,78,20,20,13,55,710,56.111785999999995,-134.50931,56.084709999999994,-134.50830000000002,524.8656,66,NA,NA,NA,NA,00,09,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-09T21:27:35Z,14,1125,13,78,20,20,13,55,710,56.111785999999995,-134.50931,56.084709999999994,-134.50830000000002,524.8656,69,NA,NA,NA,NA,00,09,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-08T01:49:59Z,14,1125,13,78,20,20,9,56,710,56.43552,-134.60487,56.406349999999996,-134.60003,555.9552,67,NA,NA,NA,NA,00,09,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-08T01:49:59Z,14,1125,13,78,20,20,9,56,710,56.43552,-134.60487,56.406349999999996,-134.60003,555.9552,72,NA,NA,NA,NA,00,09,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-08T23:05:46Z,14,1125,13,78,20,20,11,52,710,56.234249999999996,-134.45512,56.261379999999996,-134.45513,720.5472000000001,66,NA,NA,NA,NA,00,09,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-08T23:05:46Z,14,1125,13,78,20,20,11,52,710,56.234249999999996,-134.45512,56.261379999999996,-134.45513,720.5472000000001,68,NA,NA,NA,NA,00,09,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-08T23:05:46Z,14,1125,13,78,20,20,11,52,710,56.234249999999996,-134.45512,56.261379999999996,-134.45513,720.5472000000001,68,NA,NA,NA,NA,00,09,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-08T23:05:46Z,14,1125,13,78,20,20,11,52,710,56.234249999999996,-134.45512,56.261379999999996,-134.45513,720.5472000000001,89,NA,NA,NA,NA,00,09,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-08T23:05:46Z,14,1125,13,78,20,20,11,52,710,56.234249999999996,-134.45512,56.261379999999996,-134.45513,720.5472000000001,65,NA,NA,NA,NA,00,09,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-09T02:04:04Z,14,1125,13,78,20,20,12,57,710,56.252525,-134.412,56.279438,-134.41217,691.2864000000001,63,3,19,NA,02,01,07,01,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2018,603,1,710,33468,Masonic,2018-08-09T02:04:04Z,14,1125,13,78,20,20,12,57,710,56.252525,-134.412,56.279438,-134.41217,691.2864000000001,54,1.6,8,NA,02,02,01,01,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
