Parameter,Estimate,se
fsh_logq,-17.93962971054711,0.033515745904306914
fsh_logq.1,-17.287572508464294,0.020651074111398476
srv_logq,-16.866568007422973,0.013825293299223707
mr_logq,-0.11424375426429376,0.009376464396968145
log_rbar,12.906462841372017,0.12238652412902148
log_rinit,13.629138346314903,0.1696055161761426
log_Fbar,-3.032295607818962,0.33387405199492426
log_spr_Fxx,-2.273216110960756,0.25530112778783093
log_spr_Fxx.1,-2.4504755964276552,0.24703526918612193
log_spr_Fxx.2,-2.7967252929485116,0.24575485361445318
log_spr_Fxx.3,-3.154448243889166,0.26360267862949954
log_spr_Fxx.4,-3.5546515570176114,0.30826733782683696
pred_rec,1111581.619162649,938004.8049891965
pred_rec.1,1370680.7994509903,1341952.4650037196
pred_rec.2,1571607.5884613534,1724364.1176571313
pred_rec.3,1457910.8410086061,1516976.5432863298
pred_rec.4,1173088.7748515797,1040674.8614771529
pred_rec.5,17881114.75983032,2267095.3803468146
pred_rec.6,861434.8282203252,629142.4610384431
pred_rec.7,802328.3968916503,552959.1727709845
pred_rec.8,794693.3792143826,526962.1050585161
pred_rec.9,845578.1638674706,551065.0158413678
pred_rec.10,939774.728258864,607530.2246111193
pred_rec.11,1004127.3250164568,629878.5654875919
pred_rec.12,908177.7417785788,533315.910205778
pred_rec.13,680142.2751871136,368744.8958394989
pred_rec.14,512449.6782391364,259527.42405640293
pred_rec.15,466855.89896118065,226592.71560565964
pred_rec.16,538694.464514652,251113.147819079
pred_rec.17,647499.9626862254,273880.91269835853
pred_rec.18,558196.6739216158,234165.06070980613
pred_rec.19,441777.9851388066,190572.4968758414
pred_rec.20,559108.0633467337,220473.2468141397
pred_rec.21,905154.2708684749,277175.23963681736
pred_rec.22,853103.7186430815,319364.31016212614
pred_rec.23,1850520.7536044416,373201.4870953091
pred_rec.24,1199125.9361795806,383564.41952922737
pred_rec.25,1229165.1729925247,353848.49731598806
pred_rec.26,1009908.6701739385,310317.36200081557
pred_rec.27,624968.9818601392,250059.6126086787
pred_rec.28,623045.4203597966,222433.54655094948
pred_rec.29,648036.0290017271,214950.96248527078
pred_rec.30,613372.5512453096,199216.2479828233
pred_rec.31,596956.6348164893,189099.90689370458
pred_rec.32,507316.3996550081,168080.8613021603
pred_rec.33,395748.4639382829,160503.20972427187
pred_rec.34,1237427.571270228,196371.34327765417
pred_rec.35,641583.8474484187,162880.6886588076
pred_rec.36,245545.45683469402,99056.53900082815
pred_rec.37,375242.76689090446,119102.61925743913
pred_rec.38,532480.5053309996,155648.27483833767
pred_rec.39,705678.7658426078,206655.97274558953
pred_rec.40,1947187.3328687854,273826.36109305755
pred_rec.41,820044.6445682548,279668.5978633625
pred_rec.42,980896.8395479998,301549.6338598361
pred_rec.43,914142.2772431083,391235.07563742483
pred_rec.44,570402.0867347505,341050.97254577803
