Parameter,Estimate,se
log_fsh_slx_pars,0.38753916309302305,20005.47664155198
log_fsh_slx_pars.1,3.9995854034732585,63112.091582339075
log_fsh_slx_pars.2,0.40875628566418776,20.068764454199652
log_fsh_slx_pars.3,3.372550835958119,62.56354917102222
log_srv_slx_pars,1.459176143605981,0.10419530118333745
log_srv_slx_pars.1,-0.007552738686199821,0.4882243515774937
log_srv_slx_pars.2,-0.4395759235616573,0.1440136433947118
log_srv_slx_pars.3,3.033928660405061,64.39109358984902
log_srv_slx_pars.4,0.596571054258659,0.2132071060237406
log_srv_slx_pars.5,0.9651467533458906,0.07182319391247736
log_srv_slx_pars.6,-0.025197839542334486,0.8244987858201143
log_srv_slx_pars.7,0.5112571244070875,0.3936452259216453
log_srv_slx_pars.8,0.32408023411420545,0.15620011674482792
log_srv_slx_pars.9,2.8714593961253447,32.307681057827075
fsh_logq,-17.623091551313692,0.0418169430166372
fsh_logq.1,-17.031419522911932,0.025587908453031823
fsh_logq.2,-17.07329310598522,0.06517687839275477
srv_logq,-16.786030323262885,0.04552374869214842
srv_logq.1,-16.52257260963736,0.03918376153083618
srv_logq.2,-17.090428357118153,0.03788933864413719
mr_logq,-0.039839497776794075,0.009770110028166561
log_rbar,13.6372505826167,0.08888585790882365
log_rinit,13.636277582990237,0.14761640032340817
log_sigma_r,-0.6450909496758793,0.08661299919350844
log_Fbar,-2.813101637406853,0.32046603959450337
log_spr_Fxx,-2.2999879791907687,0.2542869086358231
log_spr_Fxx.1,-2.4765374466424905,0.24605306556702966
log_spr_Fxx.2,-2.8214923782093577,0.24491768012635132
log_spr_Fxx.3,-3.1781588718863083,0.2629546275291529
log_spr_Fxx.4,-3.5776278611354324,0.3078811809307525
pred_rec,1053787.926990055,586347.1590718856
pred_rec.1,1060522.192391562,594050.4003264466
pred_rec.2,1095808.42059336,627935.6425564392
pred_rec.3,19704995.840799242,2494568.0764966155
pred_rec.4,1229455.669490418,755656.3462603263
pred_rec.5,1351470.018317819,873077.5306559385
pred_rec.6,1519054.1580200903,1033389.8145679008
pred_rec.7,1664006.3951040735,1130777.7033651425
pred_rec.8,1528378.6785862553,942746.0784974751
pred_rec.9,1241977.8007317341,679111.1082679224
pred_rec.10,996308.603418859,487206.1524944021
pred_rec.11,824534.9281167878,369459.98099315044
pred_rec.12,707540.4793463588,297057.58092744503
pred_rec.13,622285.9770654192,248389.1708064659
pred_rec.14,560070.1600141414,215569.21641364213
pred_rec.15,538390.837256646,202182.47302495447
pred_rec.16,561224.8282966223,205535.00581829724
pred_rec.17,594313.6606549515,211299.53992054585
pred_rec.18,568272.8721820792,198717.74229741775
pred_rec.19,533530.2812859633,184452.21712218478
pred_rec.20,626502.259128943,216624.97422926145
pred_rec.21,770647.399624353,269434.5853369976
pred_rec.22,1118820.3428183172,370383.5620107851
pred_rec.23,1666437.0431870783,470067.6601936127
pred_rec.24,1522923.557721515,489875.3890835219
pred_rec.25,1452274.147871712,437217.60381949757
pred_rec.26,1059957.28346288,359080.73855655815
pred_rec.27,823299.310683363,279998.1965457145
pred_rec.28,684410.7128319007,228565.17505647003
pred_rec.29,671404.7984289504,218917.92835720922
pred_rec.30,714740.7188224589,214259.8052188039
pred_rec.31,571035.138036693,181801.63264009662
pred_rec.32,514865.5571018824,165783.36537902436
pred_rec.33,600442.7558735952,199737.5631764612
pred_rec.34,1117674.3989983825,260245.39470272308
pred_rec.35,639333.0102641621,197008.2880459876
pred_rec.36,361104.4442031192,115296.00823390919
pred_rec.37,392928.31919005356,113732.26951713282
pred_rec.38,413560.6121290823,126814.98284476365
pred_rec.39,632858.259834081,182945.24896899253
pred_rec.40,1570322.3347449088,241636.73943048873
pred_rec.41,1000015.3535761914,244919.330562563
pred_rec.42,1485174.1380646527,336539.39411398745
pred_rec.43,2931152.994796133,622430.8447949516
pred_rec.44,3539183.78282543,674810.2410226215
pred_rec.45,887292.4233217385,366683.86548831034
pred_rec.46,1765233.660021533,321237.46387146134
pred_rec.47,661135.6783622039,244947.64220613675
pred_rec.48,960165.3178400018,510222.81245096086
