year,model,P,Estimate,q975,q025,deviance,parameter_penalty,delta_DIC
2019,Model0,1,3123431,3608691.7512672506,2638170.2487327494,NA,NA,NA
2019,Model1,6,3145173.4337435556,3895563.3684022194,2522953.7085210043,29.403977239681304,2.6349261137082403,0
2019,Model2,6,3254049.7722566444,4133118.550629825,2579524.255622725,29.942110666962364,3.0715666516888054,0.97
2019,Model3,6,3106941.292525127,3858173.856546638,2501398.5557428417,74.48256420747086,6.508655945535522,48.95
2019,Model4,6,3183254.115679834,4009740.1735583856,2542099.1727707414,75.35165703116022,7.535649918522775,50.85
