year,Fxx,ABC,discarded
1975,0.35,7985695.420369071,191140.25066615807
1975,0.4,6719164.499471141,160380.69224329412
1975,0.5,4785339.651903043,113747.62381659304
1975,0.6,3362109.5481281984,79677.00818807204
1975,0.7,2260160.6665339083,53386.19661535361
1976,0.35,8148622.497236817,192356.4846637057
1976,0.4,6856340.574837067,161394.2856650281
1976,0.5,4883131.325193214,114459.0828404271
1976,0.6,3430865.51549672,80171.5800531911
1976,0.7,2306406.76453983,53715.623103929545
1977,0.35,8297231.515965753,189173.30816745688
1977,0.4,6981464.981471313,158747.44059877997
1977,0.5,4972334.318637573,112607.39206041525
1977,0.6,3493583.9501108937,78887.41774802005
1977,0.7,2348592.331995121,52861.791884547434
1978,0.35,8451980.638778055,181053.83525471148
1978,0.4,7111829.616451797,151949.6889717795
1978,0.5,5065348.361229925,107802.32795409596
1978,0.6,3559020.075717169,75529.82508307438
1978,0.7,2392625.4433746175,50616.329217711
1979,0.35,8526690.310610088,173379.02437696295
1979,0.4,7174857.483026667,145516.16141833743
1979,0.5,5110414.842853339,103246.1004268272
1979,0.6,3590773.711029971,72341.71594040642
1979,0.7,2414018.1586910645,48481.94734076767
1980,0.35,8488490.707472222,175961.64331924432
1980,0.4,7142926.0664038705,147647.01036785234
1980,0.5,5087897.499060952,104719.07549325081
1980,0.6,3575067.0231061215,73354.19663456218
1980,0.7,2403517.7687262925,49150.48000531351
1981,0.35,8471795.704077134,185035.78594826345
1981,0.4,7129001.785649443,155201.82953248097
1981,0.5,5078112.747687151,110014.62189736874
1981,0.6,3568259.805123925,77032.0115526135
1981,0.7,2398976.4063374544,51598.592901526914
1982,0.35,8624321.77877763,245984.16361451335
1982,0.4,7256738.975529019,206189.2378336469
1982,0.5,5168451.275444225,146013.9299632906
1982,0.6,3631410.1465930594,102166.00549177564
1982,0.7,2441265.314070022,68396.82971831814
1983,0.35,9024450.05077322,295837.1368627241
1983,0.4,7592332.9685413195,248135.66006839665
1983,0.5,5406309.139873859,175886.50530815782
1983,0.6,3797940.6549480483,123152.56971552529
1983,0.7,2552913.7613476226,82489.969339254
1984,0.35,9453416.62107335,286513.321861249
1984,0.4,7952814.791542274,240433.32937502247
1984,0.5,5662556.696852873,170552.76978681423
1984,0.6,3977728.394462399,119481.88554603003
1984,0.7,2673647.0746630807,80064.10615797975
1985,0.35,9891918.259176103,255255.8702364795
1985,0.4,8321888.511158581,214278.63763135506
1985,0.5,5925532.230116102,152080.48673878633
1985,0.6,4162552.7226351914,106581.98078426407
1985,0.7,2797925.368792596,71441.019746119
1986,0.35,10079534.872214869,217365.32595018006
1986,0.4,8480597.255013699,182497.84955953184
1986,0.5,6039469.572240106,129553.50533326143
1986,0.6,4243063.510272613,90809.15190158808
1986,0.7,2852284.5812817374,60876.16629036195
1987,0.35,9929996.826041777,186223.40778487685
1987,0.4,8355530.519741484,156364.08604041973
1987,0.5,5951205.331157247,111014.87333083982
1987,0.6,4181460.892333746,77821.50401990995
1987,0.7,2811083.5937348255,52173.06089084133
1988,0.35,9882088.330147156,143719.848574173
1988,0.4,8316326.175563586,120671.80459837428
1988,0.5,5924469.517562372,85670.0488290022
1988,0.6,4163280.442162935,60052.626454874386
1988,0.7,2799172.6512774094,40259.343165509206
1989,0.35,9360221.139226217,130628.48794666077
1989,0.4,7877359.868215175,109697.46630133188
1989,0.5,5611981.950265005,77897.74235555454
1989,0.6,3943802.4081017054,54614.03163213153
1989,0.7,2651666.0508221244,36618.253505463275
1990,0.35,8851979.77174599,116364.59657742253
1990,0.4,7449870.330290563,97732.94249689615
1990,0.5,5307681.619430968,69416.36181096664
1990,0.6,3730083.885442694,48675.283492056486
1990,0.7,2508035.13883691,32640.25739730061
1991,0.35,8350433.161930218,101597.56853180156
1991,0.4,7028001.359838783,85340.6222599831
1991,0.5,5007371.349921341,60625.55490968546
1991,0.6,3519162.392418519,42516.72860545712
1991,0.7,2366281.343244673,28513.40704273043
1992,0.35,7706218.511147884,91397.35318671679
1992,0.4,6485920.129211976,76775.54485325767
1992,0.5,4621263.663892974,54544.16242535716
1992,0.6,3247867.892520347,38253.48162764746
1992,0.7,2183894.345951821,25655.15046875479
1993,0.35,7092297.936565161,78074.06777821244
1993,0.4,5969417.832211402,65579.17321867842
1993,0.5,4253469.1458753105,46585.05699131359
1993,0.6,2989488.938639713,32669.121834700407
1993,0.7,2010214.9934400618,21908.71528653823
1994,0.35,6343829.674582608,67815.57634740564
1994,0.4,5339569.963316861,56952.18317662458
1994,0.5,3804804.1755051287,40445.84449436182
1994,0.6,2674217.1493309173,28358.299917999728
1994,0.7,1798251.494366368,19014.941832805926
1995,0.35,5672292.96430218,63074.55809453782
1995,0.4,4774319.753648108,52967.57110897371
1995,0.5,3402002.7928403732,37612.80662457692
1995,0.6,2391095.743743225,26370.265517474963
1995,0.7,1607863.4377291738,17681.053973149807
1996,0.35,5076336.020394367,55245.890905160035
1996,0.4,4272769.936194283,46386.46198235368
1996,0.5,3044683.649841826,32932.17340007109
1996,0.6,2139988.215416384,23084.987159386183
1996,0.7,1439026.768318575,15476.409581201387
1997,0.35,4466965.632188228,53699.94485958452
1997,0.4,3759799.5143252355,45072.88007872435
1997,0.5,2679086.767969043,31983.058157529675
1997,0.6,1882991.544800145,22411.308173287085
1997,0.7,1266193.4341325453,15020.482323698454
1998,0.35,3901548.7132354854,55481.66781875718
1998,0.4,3283783.09321463,46554.18344440772
1998,0.5,2339777.701231522,33019.044250366256
1998,0.6,1644448.713985819,23129.573605002322
1998,0.7,1105757.559631809,15497.93392901238
1999,0.35,3415092.1930883145,56836.58678147042
1999,0.4,2874248.7281552255,47673.5054883771
1999,0.5,2047864.8599971102,33794.20458223156
1999,0.6,1439230.4337535836,23663.071076714463
1999,0.7,967736.673638762,15850.527433547195
2000,0.35,3124573.982846311,66131.52428199479
2000,0.4,2629499.6108582,55453.55689615337
2000,0.5,1873228.2498696907,39291.74320465757
2000,0.6,1316366.7309560496,27503.61930954144
2000,0.7,885056.6495532923,18418.517402779635
2001,0.35,2902262.874005912,74136.54943197638
2001,0.4,2442127.735961422,62175.57020908867
2001,0.5,1739441.6562317677,44064.687502685316
2001,0.6,1222196.424141035,30849.648788610128
2001,0.7,821661.7852924712,20661.842129201472
2002,0.35,2805852.28921625,78822.59776990976
2002,0.4,2360766.08669679,66113.82248593113
