year,index,Fmort,biom,expl_biom,expl_abd,spawn_biom
1975,0,0.01920756595461198,131.83522137693058,82.06988849385995,10.565319611255392,59.62637937749997
1976,1,0.018548846201881377,130.96837176744805,83.6383558983098,10.749005035075802,60.47484278764597
1977,2,0.010473929085882093,130.73497156095846,85.29451704503253,10.919113030596503,61.23306634931788
1978,3,0.01452727044456638,129.91753471030154,86.52798576524552,11.015077881336072,61.91519013230927
1979,4,0.021804552078945723,127.36271630930663,86.80913167368666,10.977995186905538,62.007986715258525
1980,5,0.01580845733931069,165.26045173357477,87.38776892923036,11.113750172368874,63.05537375164582
1981,6,0.01213664727058284,165.18848668493013,88.42109584557,11.308172283731384,62.616768023911
1982,7,0.013917011945133574,163.61811771401318,90.93511583707499,11.806456611703812,64.4853873254151
1983,8,0.020176343223011966,160.3267051275243,94.06098289753014,12.361051039133748,68.18025278780429
1984,9,0.018638272922687927,156.02284952519452,97.76485858095491,12.889592024505392,71.35421265900848
1985,10,0.02962496115537423,150.21677327062093,100.70474376304334,13.204730465589131,74.04896276523337
1986,11,0.04125098897345647,142.85701044379616,101.20135113224558,13.084599331059719,73.82612527186373
1987,12,0.03943349235944628,135.10105698185058,99.62350672273418,12.654222131357605,71.54275259785595
1988,13,0.04268733980111394,126.51139703676516,97.72064344577527,12.213442330902016,68.18126787197882
1989,14,0.040090584281477805,117.55418017617285,93.08950688242791,11.425183451737768,64.19173559253407
1990,15,0.03739190758695762,109.01801193744265,88.22290464237483,10.648411923027883,60.197081174092204
1991,16,0.0474951131543398,100.88704415517357,82.5942240819984,9.819939930924958,56.23405304298907
1992,17,0.05602244883349533,93.28974472179475,75.93914736607145,8.901437074272451,51.83258938555006
1993,18,0.08321166334160293,84.01969946889928,68.53908754966069,7.9509962777056025,47.03880033268209
1994,19,0.07548473755313052,74.98882991628805,61.463059138994915,7.073382716055077,41.781585211242096
1995,20,0.07961442954994294,69.03611782209505,56.857703656850596,6.639660826326273,37.42714836577618
1996,21,0.09192261893270653,62.87711241000247,50.47506247411684,5.8874913264813165,33.30506649492093
1997,22,0.10588322278619079,57.56171075013478,44.369603728682634,5.2056904851240295,29.439965736076076
1998,23,0.11957890811834812,56.399119180956646,38.914845166092796,4.634549556185193,26.052560359829886
1999,24,0.08656512709808953,53.485710053462746,35.38246474284494,4.322030298283099,23.107567233079404
2000,25,0.09507550405173991,52.44517660077996,33.135945844006486,4.200371012864674,21.58686112992982
2001,26,0.07118132159747287,51.3069775639161,32.04181303500536,4.202539845268309,20.5619455946021
2002,27,0.06785228226187019,49.47863849179484,31.655124506502165,4.259696257111421,20.215592274863006
2003,28,0.06796675502396478,47.212021247941315,31.551327208815934,4.310569264590583,20.11411086326675
2004,29,0.07563201052781278,45.13133129551898,31.000315879131676,4.248232172191233,19.89378035063528
2005,30,0.07159186312147149,42.801802411206985,30.171207290914978,4.114947646888875,19.384192463995625
2006,31,0.07266856322974417,40.47552039247133,29.198418794736,3.950284528288358,18.718669516370113
2007,32,0.05715701935334619,38.27674055865379,28.12493110185217,3.7667271005023952,17.92127813902003
2008,33,0.05989732532854674,36.04781687821285,27.048149530118437,3.586183250090453,17.218491943634422
2009,34,0.045576191565473524,36.29629118407961,26.061088352425966,3.4227925673322672,16.545975695265476
2010,35,0.04503296563356085,35.0552978463279,25.0888238398137,3.2727248180781086,15.922365525862373
2011,36,0.038862175348971476,33.21712684467764,24.39999457790963,3.1827111604742506,15.373231101013118
2012,37,0.04508013992800919,31.94365685051345,23.745960061732394,3.0970980663087175,15.00659138571629
2013,38,0.0456821237745489,30.690465558294957,22.949636020250477,2.9800362375103893,14.542736405425646
2014,39,0.03849036864363477,30.60700660996616,22.229225676216775,2.871461734354455,14.116496573740562
2015,40,0.039723376056078785,33.20087848249204,21.517945637471712,2.774687074615359,13.813593205492895
2016,41,0.03449075156677495,36.02229902266772,20.389453864696332,2.599076356774506,13.553887837058975
2017,42,0.03695722171804765,41.49619624027052,20.5558344262636,2.6926884944934937,13.73348139048087
2018,43,0.042687107361007885,56.90366106242959,21.3331421068455,2.915911557486113,14.702011533108953
2019,44,0.0420821645976095,58.57009435531183,23.015762773438187,3.300832128601593,15.629627098014662
2020,45,0.0452852324517719,63.24984473161879,26.557689081719715,4.032458465265758,17.896429401962433
2021,46,0.03822385310691124,71.71602549042109,31.03114362068082,4.8126828396599555,20.971386753621903
2022,47,0.03640306063169731,77.43279461186245,35.06840936531043,5.406473601807878,23.996114672035773
2023,NA,NA,79.76715619107043,39.59733846837993,6.068949669624606,27.092692378516112
