year,rec,retro
1975,1.2625094081021202,retro_0
1976,1.5757076734945672,retro_0
1977,1.8350398533207821,retro_0
1978,1.6811471773540791,retro_0
1979,1.3366711740167618,retro_0
1980,18.060127122041163,retro_0
1981,0.9740939268432136,retro_0
1982,0.8982152862300578,retro_0
1983,0.8826729748871232,retro_0
1984,0.9182107166720519,retro_0
1985,0.99417089796534,retro_0
1986,1.051089976051294,retro_0
1987,0.9565859711825181,retro_0
1988,0.7265720908649684,retro_0
1989,0.5515319239175197,retro_0
1990,0.5051124680600009,retro_0
1991,0.5858468972685704,retro_0
1992,0.7022807198642964,retro_0
1993,0.6063029882526669,retro_0
1994,0.48949027372070214,retro_0
1995,0.6246220468619561,retro_0
1996,0.9983720658055358,retro_0
1997,0.9283205983335838,retro_0
1998,2.109803083746678,retro_0
1999,1.2773269659383841,retro_0
2000,1.4177160992731181,retro_0
2001,1.1270137530011426,retro_0
2002,0.7245119151409166,retro_0
2003,0.6591533254958648,retro_0
2004,0.648753849506956,retro_0
2005,0.7087848233743906,retro_0
2006,0.6092031119478558,retro_0
2007,0.5293915031039083,retro_0
2008,0.42890379945817997,retro_0
2009,1.3045757548791996,retro_0
2010,0.6299670685459269,retro_0
2011,0.2448560927915523,retro_0
2012,0.36943906720743785,retro_0
2013,0.5013004214098157,retro_0
2014,0.6686238350268938,retro_0
2015,1.7476145534477558,retro_0
2016,1.1256810639238115,retro_0
2017,1.6668781045018584,retro_0
2018,4.179858146795182,retro_0
2019,0.5291728765444885,retro_0
2020,0.9130518162004796,retro_0
2021,1.152032866125051,retro_0
1975,1.2707543900398002,retro_1
1976,1.5883663158055907,retro_1
1977,1.8546548797290536,retro_1
1978,1.698686172376954,retro_1
1979,1.3480769627575928,retro_1
1980,17.964791335419147,retro_1
1981,0.980299193485561,retro_1
1982,0.902891445962118,retro_1
1983,0.8859154510297972,retro_1
1984,0.9197624884774659,retro_1
1985,0.9933628570658787,retro_1
1986,1.0476844084372727,retro_1
1987,0.953142717325311,retro_1
1988,0.7249996942133259,retro_1
1989,0.5508977277631754,retro_1
1990,0.5049461056304058,retro_1
1991,0.5858526048123007,retro_1
1992,0.6948297447195781,retro_1
1993,0.6056865047773434,retro_1
1994,0.48912788458451506,retro_1
1995,0.6240837615795727,retro_1
1996,0.9964825898773572,retro_1
1997,0.9278477099574388,retro_1
1998,2.1057859722072663,retro_1
1999,1.2757250101221531,retro_1
2000,1.4156286802890334,retro_1
2001,1.1254414072426187,retro_1
2002,0.7229842773911083,retro_1
2003,0.6579535802345027,retro_1
2004,0.6482192814750828,retro_1
2005,0.7096785545190757,retro_1
2006,0.6116275078353032,retro_1
2007,0.5382297441983159,retro_1
2008,0.430470868728682,retro_1
2009,1.334810267030229,retro_1
2010,0.6483921793340428,retro_1
2011,0.2520602621073322,retro_1
2012,0.3819185408355947,retro_1
2013,0.5319771249640369,retro_1
2014,0.703214610755147,retro_1
2015,1.8742927657301858,retro_1
2016,1.0514528368294702,retro_1
2017,1.6082286197139108,retro_1
2018,2.9599496653810635,retro_1
2019,0.7842130431235833,retro_1
2020,1.1123776738604385,retro_1
1975,1.197296912639034,retro_2
1976,1.480050378895715,retro_2
1977,1.695829412878742,retro_2
1978,1.5579407229476234,retro_2
1979,1.2538816150780485,retro_2
1980,18.396220728362522,retro_2
1981,0.925534976042309,retro_2
1982,0.8597605837749392,retro_2
1983,0.8525427209519841,retro_2
1984,0.8971670395378746,retro_2
1985,0.9853972798283658,retro_2
1986,1.055290633941142,retro_2
1987,0.9594668510597537,retro_2
1988,0.7229865984119448,retro_2
1989,0.5474747700006918,retro_2
1990,0.5018811813956924,retro_2
1991,0.5795894266352342,retro_2
1992,0.6962415143793689,retro_2
1993,0.6056873609258322,retro_2
1994,0.48721634216449433,retro_2
1995,0.6229338836246039,retro_2
1996,1.002507264421265,retro_2
1997,0.9184587212167605,retro_2
1998,2.112434723630282,retro_2
1999,1.2645745176358179,retro_2
2000,1.4157709811366275,retro_2
2001,1.1194733077102124,retro_2
2002,0.7184884147440666,retro_2
2003,0.6567802877363048,retro_2
2004,0.6440065521512428,retro_2
2005,0.7066155330583915,retro_2
2006,0.6140525265446735,retro_2
2007,0.5419049091566787,retro_2
2008,0.43512661995993945,retro_2
2009,1.3684350351615155,retro_2
2010,0.6631440109781632,retro_2
2011,0.25456718381103854,retro_2
2012,0.39612519207428154,retro_2
2013,0.5470050263054741,retro_2
2014,0.7255804732526966,retro_2
2015,1.9281505792772495,retro_2
2016,0.8333702903558592,retro_2
2017,1.0917854236421427,retro_2
2018,1.0484492718363,retro_2
2019,0.6254087252235799,retro_2
1975,0.9791079081212757,retro_3
1976,1.0065928752011604,retro_3
1977,1.0093546016460697,retro_3
1978,1.0229433370456822,retro_3
1979,19.800886787223533,retro_3
1980,1.1920166199913167,retro_3
1981,1.3760422467584408,retro_3
1982,1.5596622494961032,retro_3
1983,1.50264066128457,retro_3
1984,1.2598714978198542,retro_3
1985,1.0743372361003267,retro_3
1986,0.9673580362475213,retro_3
1987,0.8718171782253771,retro_3
1988,0.7072288106355151,retro_3
1989,0.5507283955853408,retro_3
1990,0.498920733067648,retro_3
1991,0.5760029827044102,retro_3
1992,0.6900919411477401,retro_3
1993,0.6020613699918795,retro_3
1994,0.4847986340700191,retro_3
1995,0.6194643872813179,retro_3
1996,0.9952948036716622,retro_3
1997,0.915638743470561,retro_3
1998,2.094555829901376,retro_3
1999,1.2575488241827648,retro_3
2000,1.4022772203072311,retro_3
2001,1.1043747015680254,retro_3
2002,0.7153620692168188,retro_3
2003,0.6443909747604162,retro_3
2004,0.6392349233402187,retro_3
2005,0.7012286519446229,retro_3
2006,0.6107782577288261,retro_3
2007,0.5464044132115166,retro_3
2008,0.43654902595910183,retro_3
2009,1.393642196026026,retro_3
2010,0.6762597355676143,retro_3
2011,0.2614239875302893,retro_3
2012,0.4038837050258106,retro_3
2013,0.5565102406140171,retro_3
2014,0.7614101640901015,retro_3
2015,2.2301428332053326,retro_3
2016,1.0299986300440576,retro_3
2017,0.8427929793237516,retro_3
2018,0.8379371256034537,retro_3
1975,1.2255103859123537,retro_4
1976,1.5250214977898269,retro_4
1977,1.7673299418407222,retro_4
1978,1.6202362304128979,retro_4
1979,1.2926192714737779,retro_4
1980,18.021600312569173,retro_4
1981,0.9446433997816399,retro_4
1982,0.8728020009413856,retro_4
1983,0.8598356704982699,retro_4
1984,0.8977004228901395,retro_4
1985,0.976916463683963,retro_4
1986,1.0395333455988836,retro_4
1987,0.9464907027385284,retro_4
1988,0.7129325087032271,retro_4
1989,0.5332994138830902,retro_4
1990,0.48887367694800854,retro_4
1991,0.5704347165168386,retro_4
1992,0.6877312967692734,retro_4
1993,0.5993648431275052,retro_4
1994,0.48268495810548206,retro_4
1995,0.6152522951041755,retro_4
1996,0.9887464101591042,retro_4
1997,0.9128397958042486,retro_4
1998,2.077836910363899,retro_4
1999,1.251065082415889,retro_4
2000,1.38247115206347,retro_4
2001,1.0957863259023788,retro_4
2002,0.6966891762762312,retro_4
2003,0.636253655917765,retro_4
2004,0.6301509341690616,retro_4
2005,0.6906393219192473,retro_4
2006,0.607321526409328,retro_4
2007,0.5454253120976934,retro_4
2008,0.4405671658683648,retro_4
2009,1.3993278383913434,retro_4
2010,0.7117812216063939,retro_4
2011,0.26976838155219485,retro_4
2012,0.4095340280988362,retro_4
2013,0.5441561799620405,retro_4
2014,0.7219462000387175,retro_4
2015,2.515404858077779,retro_4
2016,1.5600239325327403,retro_4
2017,0.8615475409369343,retro_4
1975,1.2654990812395994,retro_5
1976,1.5839524995324745,retro_5
1977,1.8568798472258865,retro_5
1978,1.7004394639047924,retro_5
1979,1.3460517415640927,retro_5
1980,17.778751624709717,retro_5
1981,0.9750776197007178,retro_5
1982,0.8963183877163442,retro_5
1983,0.8779827374875395,retro_5
1984,0.910409641211881,retro_5
1985,0.9834196594080832,retro_5
1986,1.0393230279390702,retro_5
1987,0.9411593223543316,retro_5
1988,0.7030315146784035,retro_5
1989,0.53559180513916,retro_5
1990,0.4925944403726099,retro_5
1991,0.5740436433447996,retro_5
1992,0.6908826814165989,retro_5
1993,0.6044470028493815,retro_5
1994,0.48800929533770315,retro_5
1995,0.6228292958014257,retro_5
1996,0.9958659527716216,retro_5
1997,0.922969758342495,retro_5
1998,2.085872275074817,retro_5
1999,1.256670404419483,retro_5
2000,1.3900046944879438,retro_5
2001,1.0867888314679797,retro_5
2002,0.6941630479802254,retro_5
2003,0.6343236914072395,retro_5
2004,0.628548573792729,retro_5
2005,0.6977482343690077,retro_5
2006,0.612494522787611,retro_5
2007,0.5554279120790259,retro_5
2008,0.4383211418516358,retro_5
2009,1.519728933847605,retro_5
2010,0.7725159501206899,retro_5
2011,0.27825633259442967,retro_5
2012,0.4104057844524401,retro_5
2013,0.5963011610118936,retro_5
2014,0.6688919656799353,retro_5
2015,2.7529010421757953,retro_5
2016,2.637235208195541,retro_5
1975,1.1420794486136843,retro_6
1976,1.402719490591417,retro_6
1977,1.5956025341681326,retro_6
1978,1.4706247988298444,retro_6
1979,1.1916802001485287,retro_6
1980,18.424567495373463,retro_6
1981,0.8841206540174325,retro_6
1982,0.8241067771592664,retro_6
1983,0.8216999506835745,retro_6
1984,0.8727735693329383,retro_6
1985,0.9722921596323408,retro_6
1986,1.0492617067459526,retro_6
1987,0.9218474492496935,retro_6
1988,0.697337509466068,retro_6
1989,0.5302141729958644,retro_6
1990,0.48767233500757323,retro_6
1991,0.571089360812586,retro_6
1992,0.69372514394707,retro_6
1993,0.6028839624206068,retro_6
1994,0.48248567024779737,retro_6
1995,0.6160641979144491,retro_6
1996,0.9993666162994772,retro_6
1997,0.9051962645385964,retro_6
1998,2.0836928401615316,retro_6
1999,1.2435372094604413,retro_6
2000,1.3776630421514273,retro_6
2001,1.0831552171286902,retro_6
2002,0.680945237273531,retro_6
2003,0.6248273845376755,retro_6
2004,0.6174570770261516,retro_6
2005,0.6869256340682518,retro_6
2006,0.6130047970432776,retro_6
2007,0.558782622631199,retro_6
2008,0.4298481095136163,retro_6
2009,1.6235065221945737,retro_6
2010,0.7872848714734259,retro_6
2011,0.24479696781739269,retro_6
2012,0.3175964375078426,retro_6
2013,0.5390177881814335,retro_6
2014,0.656851431831964,retro_6
2015,0.8057756575387257,retro_6
1975,1.1144481182110595,retro_7
1976,1.36053378119633,retro_7
1977,1.5363068295734101,retro_7
1978,1.4207364102615814,retro_7
1979,1.1595215580227418,retro_7
1980,18.656347625657332,retro_7
