retro,mgc
retro_0,0.0033694235627175773
retro_1,0.0013816809151343628
retro_2,0.0012798495885879557
retro_3,1.9922467901249308e-4
retro_4,4.0193406972560686e-4
retro_5,1.1792590158088423e-4
retro_6,1.4285219758791712e-4
retro_7,4.8224581985870096e-4
retro_8,0.0013943816062807273
retro_9,0.0013156217864795927
retro_10,0.0011275941442712711
