SB,retro
14.395627351566818,retro_0
14.467656407344393,retro_1
27.43415692026252,retro_2
Inf,retro_3
14.461310000614034,retro_4
252.50414015013877,retro_5
13.167798481344029,retro_6
38.678570340441595,retro_7
13.35886442602679,retro_8
371.94785597935186,retro_9
15.119849948804024,retro_10
