year,model,P,Estimate,q975,q025,deviance,parameter_penalty,delta_DIC
2020,Model0,1,3317783.5853658537,3819332.4656831212,2816234.7050485862,NA,NA,NA
2020,Model1,6,3129633.0758888805,3896359.3734406913,2512780.6702920008,29.980382102691216,3.228350601016043,0
2020,Model2,6,3199661.4366018777,4036216.0476578693,2557921.6533280388,30.32523095769679,3.554430195137612,0.67
2020,Model3,6,3104206.6866392037,3859725.439867398,2501526.1553762862,65.69353053195397,7.222831708990422,39.71
2020,Model4,6,3152791.6469700458,3938484.1806120467,2530531.068194311,66.70068430793918,9.097414458743781,42.59
