year,catch,sigma_catch,upper_catch,lower_catch,fsh_cpue,sigma_fsh_cpue,upper_fsh_cpue,lower_fsh_cpue,srv_cpue,sigma_srv_cpue,upper_srv_cpue,lower_srv_cpue,mr,sigma_mr,upper_mr,lower_mr,index
2010,512.92681404016,0.05,790.8178694852016,332.6858518417836,0.3436504636443911,0.08,0.59191637518632,0.19951406332665073,0.2173171233340382,0.08,0.37431511817458835,0.12616838006568049,2.174689574636929,0.05,3.35288257336339,1.4105101036361236,35
2011,427.33643489328,0.05,658.8567408551304,277.1716782472023,0.4074168555249367,0.08,0.7017499867588647,0.2365350869936876,0.2548210470569009,0.08,0.43891327512127243,0.14794213277152307,NA,NA,NA,NA,36
2012,481.43555441136004,0.05,742.2654246424504,312.26052751011815,0.41802095276752854,0.08,0.7200148793342851,0.24269153592247386,0.27073917366941597,0.08,0.46633125007266635,0.15718376185978575,1.8107237622400636,0.05,2.7917290901637304,1.1744407989632402,37
2013,471.10474713576,0.05,726.3376416213188,305.55993529185463,0.38511812299663983,0.08,0.6633418182104379,0.2235890525650584,0.20945739857267057,0.08,0.36077723511348736,0.12160523876466298,1.985850731561512,0.05,3.0617355179371564,1.2880286703210715,38
2014,384.36310613368,0.05,592.6015259509372,249.29904984578448,0.39425038025354964,0.08,0.679071558701557,0.22889099144023994,0.20792450942882024,0.08,0.35813692968229993,0.12071528523899169,NA,NA,NA,NA,39
2015,383.50556777808,0.05,591.2793945341062,248.74284792669843,0.3432307836821674,0.08,0.5911935027672249,0.1992704086151975,0.1849086808915049,0.08,0.3184936082235078,0.10735292447389452,1.8559652957790287,0.05,2.861481367069898,1.203784591707249,40
2016,316.10695391912,0.05,487.36587946872817,205.02790721613545,0.4109137448687601,0.08,0.7077731593827943,0.2385652853370596,0.20232271446097888,0.08,0.3484881891081193,0.117463036241262,NA,NA,NA,NA,41
2017,337.68578138944,0.05,520.6355816932077,219.02399867051625,0.35970606124997406,0.08,0.6195711353032193,0.20883550431484704,0.227374829461947,0.08,0.3916388863161658,0.13200760925234886,2.046752421374366,0.05,3.1556322362749873,1.327529686839204,42
2018,396.79726033656004,0.05,611.7721972171151,257.36387911515715,0.4382596929832689,0.08,0.7548748402951849,0.25444159513738956,0.21479724541247544,0.08,0.3699747864624597,0.12470540784126834,2.895579280697902,0.05,4.464332483713205,1.878081303620397,43
2019,412.46991173408,0.05,635.9359033212003,267.52920726350203,0.32505924137416264,0.08,0.5598941605797242,0.18872050798554543,0.19204718975663126,0.08,0.3307892421268377,0.11149734754456575,3.221133601391424,0.05,4.966264079499101,2.089236800927304,44
2020,499.44750675864,0.05,770.0358070647461,323.94313318789284,NA,NA,NA,NA,0.35855439645366516,0.08,0.617587464906178,0.20816687922217256,3.1296330758888806,0.05,4.825190833464761,2.029889288889454,45
