year,fsh_cpue,var,se,upper,lower,CPUE,cpue
1980,0.719098534,0.478,0.05716773664058965,0.8334340072811793,0.6047630607188207,Nominal,0.719
1981,0.979633273,0.886,0.05716773664058965,1.0939687462811793,0.8652977997188207,Nominal,0.98
1982,1.240168011,1.42,0.05716773664058965,1.3545034842811792,1.1258325377188207,Nominal,1.24
1983,1.521355737,2.138,0.05716773664058965,1.6356912102811791,1.4070202637188207,Nominal,1.521
1984,1.304248047,1.571,0.05716773664058965,1.4185835202811792,1.1899125737188208,Nominal,1.304
1985,1.879533855,3.263,0.05716773664058965,1.9938693282811792,1.7651983817188208,Nominal,1.88
1986,1.580537188,2.307,0.05716773664058965,1.6948726612811793,1.4662017147188209,Nominal,1.581
1987,1.704393996,2.683,0.05716773664058965,1.8187294692811793,1.5900585227188209,Nominal,1.704
1988,1.579488313,2.304,0.05716773664058965,1.6938237862811791,1.4651528397188207,Nominal,1.579
1989,1.155881048,1.234,0.05716773664058965,1.2702165212811791,1.0415455747188207,Nominal,1.156
1990,1.401829404,1.815,0.05716773664058965,1.516164877281179,1.2874939307188207,Nominal,1.402
1991,1.267161542,1.483,0.05716773664058965,1.3814970152811792,1.1528260687188208,Nominal,1.267
1992,1.468442433,1.992,0.05716773664058965,1.5827779062811793,1.354106959718821,Nominal,1.468
1993,1.587301587,2.327,0.05716773664058965,1.7016370602811792,1.4729661137188208,Nominal,1.587
1994,0.992725,0.91,0.05716773664058965,1.1070604732811793,0.8783895267188206,Nominal,0.993
1995,0.838343,0.649,0.05716773664058965,0.9526784732811793,0.7240075267188206,Nominal,0.838
1996,0.730465,0.493,0.05716773664058965,0.8448004732811794,0.6161295267188207,Nominal,0.73
1997,0.8387366668659529,0.417,0.03290815673735716,0.9045529803406672,0.7729203533912387,Nominal,0.839
1998,0.7728338964049788,0.677,0.02490800404715595,0.8226499044992907,0.7230178883106669,Nominal,0.773
1999,0.7024750303617842,0.427,0.020391961674413882,0.7432589537106119,0.6616911070129564,Nominal,0.702
2000,0.6902547955348046,0.403,0.01806130268407847,0.7263774009029615,0.6541321901666477,Nominal,0.69
2001,0.6976887850386051,0.376,0.022528365679692814,0.7427455163979907,0.6526320536792195,Nominal,0.698
2002,0.8539751966908362,1.412,0.04900369692208315,0.9519825905350026,0.7559678028466699,Nominal,0.854
2003,1.0689973983243297,0.632,0.038532224054671424,1.1460618464336725,0.9919329502149868,Nominal,1.069
2004,1.041551685170057,0.688,0.03567128611532304,1.112894257400703,0.9702091129394109,Nominal,1.042
2005,1.0548445283376344,0.828,0.037563785469029116,1.1299720992756928,0.9797169573995762,Nominal,1.055
2006,1.1215234906691247,1.152,0.040362487680391995,1.2022484660299086,1.0407985153083408,Nominal,1.122
2007,1.1591478609998394,1.232,0.050713186363505865,1.260574233726851,1.0577214882728276,Nominal,1.159
2008,1.3769126169914612,2.391,0.07321823626706356,1.5233490895255883,1.230476144457334,Nominal,1.377
2009,1.2221692441453527,1.519,0.06541948501303638,1.3530082141714255,1.0913302741192799,Nominal,1.222
2010,1.0367779589483843,0.681,0.043873314960138445,1.1245245888686612,0.9490313290281074,Nominal,1.037
2011,1.1928433751212724,0.96,0.06160414774054179,1.316051670602356,1.0696350796401888,Nominal,1.193
2012,1.2762657985852581,0.982,0.0592208679416811,1.3947075344686204,1.1578240627018959,Nominal,1.276
2013,1.0958347074202899,1.023,0.05771937934463904,1.2112734661095679,0.9803959487310118,Nominal,1.096
2014,1.2173842616092974,0.972,0.06362519402995752,1.3446346496692123,1.0901338735493824,Nominal,1.217
2015,1.0513485881841973,0.598,0.04723293084807419,1.1458144498803458,0.956882726488049,Nominal,1.051
2016,0.9636352352874042,0.787,0.055562448338279356,1.074760131963963,0.8525103386108456,Nominal,0.964
2017,1.0693718529853342,0.661,0.05163090753803806,1.1726336680614105,0.9661100379092581,Nominal,1.069
2018,1.4113432490644706,1.118,0.07032226451550662,1.5519877780954838,1.2706987200334574,Nominal,1.411
2019,1.3181557040994247,7.076,0.15566490774492683,1.6294855195892783,1.0068258886095711,Nominal,1.318
2020,1.1569711545493693,1.149,0.0570455587668925,1.2710622720831544,1.0428800370155842,Nominal,1.157
2021,1.3450835722868966,1.871,0.07844103026855812,1.5019656328240127,1.1882015117497804,Nominal,1.345
2022,1.8663700011602116,4.823,0.14002400953896313,2.146418020238138,1.5863219820822854,Nominal,1.866
2023,1.2936722483393037,1.923,0.08877550852149921,1.471223265382302,1.1161212312963054,Nominal,1.294
2024,1.1146020818574376,1.248,0.06067197713101147,1.2359460361194605,0.9932581275954147,Nominal,1.115
