parameter,estimate
fsh_logq,-17.61797799010403
fsh_logq,-16.911064219706834
srv_logq,-16.276000514461366
mr_logq,-0.03843162919096414
log_rbar,6.223655799165477
log_rec_devs,7.520044142556779
log_rec_devs,7.604075847896427
log_rec_devs,7.706728766418459
log_rec_devs,7.717359415840303
log_rec_devs,7.756796110895148
log_rec_devs,7.672443818750932
log_rec_devs,7.543453138094093
log_rec_devs,7.334985914052561
log_rec_devs,7.045379273526721
log_rec_devs,6.805598001963018
log_rec_devs,6.626711586437834
log_rec_devs,6.554637563909775
log_rec_devs,6.54952929897916
log_rec_devs,6.5888519414853555
log_rec_devs,6.891669515034419
log_rec_devs,7.372723286298505
log_rec_devs,7.397787164155373
log_rec_devs,7.84096765469144
log_rec_devs,8.08845903241388
log_rec_devs,7.670003277924843
log_rec_devs,7.2289350681749855
log_rec_devs,7.3576749907724315
log_rec_devs,7.859518383201153
log_rec_devs,7.046732247964202
log_rec_devs,6.983466801674163
log_rec_devs,7.144165924021378
log_rec_devs,6.94389466496007
log_rec_devs,6.959858213437311
log_rec_devs,7.160300838901025
log_rec_devs,7.137624034699654
log_rec_devs,6.626450868827559
log_rec_devs,6.686502321884163
log_rec_devs,7.162323120205468
log_rec_devs,7.397430659689191
log_rec_devs,7.418995695577953
log_rec_devs,9.820778171156466
log_rec_devs,7.510869980886655
log_rec_devs,7.400321703056502
log_rec_devs,7.343967780063051
log_rinit,6.560785829823678
log_rinit_devs,9.999999988760608
log_rinit_devs,7.459441748877903
log_rinit_devs,7.346175981691843
log_rinit_devs,7.2707197928124
log_rinit_devs,7.2067172522618845
log_rinit_devs,7.144818029384118
log_rinit_devs,7.146290309039788
log_rinit_devs,7.152667845187747
log_rinit_devs,7.161260365489138
log_rinit_devs,7.168917508980325
log_rinit_devs,7.174081452423335
log_rinit_devs,7.178466280604442
log_rinit_devs,7.179892196793563
log_rinit_devs,7.1832183999384815
log_rinit_devs,7.188077902217978
log_rinit_devs,7.193734294067537
log_rinit_devs,7.199661925682729
log_rinit_devs,7.205857244354002
log_rinit_devs,7.212249249882842
log_rinit_devs,7.218662020124063
log_rinit_devs,7.225176985578164
log_rinit_devs,7.2315813415212356
log_rinit_devs,7.23775852146349
log_rinit_devs,7.243741940696982
log_rinit_devs,7.249399645788774
log_rinit_devs,7.254947347259833
log_rinit_devs,7.260141810805194
log_rinit_devs,7.265007211036369
log_Fbar,-2.6008764216351206
log_F_devs,-1.844729159058792
log_F_devs,-2.907302654852808
log_F_devs,-2.4723069999692067
log_F_devs,-2.737417442487577
log_F_devs,-2.1993266718331976
log_F_devs,-0.4608523296599152
log_F_devs,-0.17202111252345237
log_F_devs,-0.22405916340243068
log_F_devs,-0.10705294639318763
log_F_devs,-0.1617084930246152
log_F_devs,-0.2287992265837574
log_F_devs,0.01284421499415582
log_F_devs,0.18169279574589137
log_F_devs,0.6167542707823159
log_F_devs,0.5698857612456005
log_F_devs,0.7029438034803802
log_F_devs,0.8934256461546984
log_F_devs,1.095061839107085
log_F_devs,1.287994313758104
log_F_devs,1.0675101381376362
log_F_devs,1.2068889575832562
log_F_devs,0.956543367531414
log_F_devs,0.8643016761931857
log_F_devs,0.8076678266976135
log_F_devs,0.8841416723244973
log_F_devs,0.8160071401804241
log_F_devs,0.7815529405030617
log_F_devs,0.4998578147476451
log_F_devs,0.5211624460480598
log_F_devs,0.22137180482414615
log_F_devs,0.1743039389700384
log_F_devs,0.0014683632444641213
log_F_devs,0.1290032816954923
log_F_devs,0.10621550400573261
log_F_devs,-0.09734308524506098
log_F_devs,-0.08879845387574192
log_F_devs,-0.286683223214798
log_F_devs,-0.24745749404078166
log_F_devs,-0.1629637618952084
