SB,retro
31.54076460815173,retro_0
29.685300810508988,retro_1
29.177983770551517,retro_2
28.505310733970244,retro_3
28.75212261607791,retro_4
28.32911091614556,retro_5
29.722269834634425,retro_6
25.96279553379234,retro_7
23.480005081502036,retro_8
25.263255690403415,retro_9
26.99792250885904,retro_10
