year,rec,retro
1975,1.1162279322079487,retro_0
1976,1.2342670307838512,retro_0
1977,1.2583959602414827,retro_0
1978,1.2771068410746218,retro_0
1979,13.979779432741687,retro_0
1980,1.4780360294226857,retro_0
1981,6.706664673352545,retro_0
1982,1.3240961664555997,retro_0
1983,1.1019102280065827,retro_0
1984,1.045545944611021,retro_0
1985,0.955241839920164,retro_0
1986,1.045300712714931,retro_0
1987,1.251368748303914,retro_0
1988,0.8189457976077897,retro_0
1989,0.5328642602026792,retro_0
1990,0.48217025798803,retro_0
1991,0.6763459396694126,retro_0
1992,0.9708442243579989,retro_0
1993,0.5927351076618729,retro_0
1994,0.49581142817811885,retro_0
1995,0.9275592442219793,retro_0
1996,1.0458912498350028,retro_0
1997,0.9028148710149201,retro_0
1998,2.540909005193863,retro_0
1999,1.0193349484118908,retro_0
2000,1.7338074062038553,retro_0
2001,1.0654327088159432,retro_0
2002,0.8325720860947005,retro_0
2003,0.5750413354090264,retro_0
2004,0.5909364117447903,retro_0
2005,0.6616361818719645,retro_0
2006,0.4653028665788529,retro_0
2007,0.5006159971039562,retro_0
2008,0.2987600824277296,retro_0
2009,1.0636539637435365,retro_0
2010,0.5981928752032571,retro_0
2011,0.15047682132540693,retro_0
2012,0.38167215649674385,retro_0
2013,0.4746307167844573,retro_0
2014,0.6163319117324754,retro_0
2015,1.7848283832107183,retro_0
2016,1.2431427292716581,retro_0
2017,2.3554886720184958,retro_0
2018,5.01894195737509,retro_0
2019,0.7765322188720114,retro_0
2020,1.442252765769576,retro_0
2021,2.1419388748970887,retro_0
2022,2.206443054165906,retro_0
1975,1.2159485452850478,retro_1
1976,1.6303600557915894,retro_1
1977,1.8894506778190407,retro_1
1978,1.6639057040677403,retro_1
1979,1.3005469881223262,retro_1
1980,18.016051776165497,retro_1
1981,1.0783696725619067,retro_1
1982,1.0042787370070654,retro_1
1983,0.985643275744718,retro_1
1984,1.0828994273194674,retro_1
1985,1.0409813539934178,retro_1
1986,1.1135351020741717,retro_1
1987,1.2437866806909619,retro_1
1988,0.7993691659515612,retro_1
1989,0.5299332243279551,retro_1
1990,0.4827157448957231,retro_1
1991,0.6771274447615095,retro_1
1992,0.9799243871911026,retro_1
1993,0.584525520727201,retro_1
1994,0.4969933360380218,retro_1
1995,0.9310705694888274,retro_1
1996,1.04929529911051,retro_1
1997,0.9000766252038181,retro_1
1998,2.555578483333938,retro_1
1999,1.0168460142923081,retro_1
2000,1.7449203274835579,retro_1
2001,1.0682272193978997,retro_1
2002,0.8393267179140256,retro_1
2003,0.5765441854443348,retro_1
2004,0.5951139271460391,retro_1
2005,0.6671089479400902,retro_1
2006,0.4686320196999511,retro_1
2007,0.5107734941019507,retro_1
2008,0.30344001944722376,retro_1
2009,1.0903684361074828,retro_1
2010,0.6184413853078876,retro_1
2011,0.15388439952035632,retro_1
2012,0.4011351086496145,retro_1
2013,0.48954251691045714,retro_1
2014,0.6529015986531327,retro_1
2015,1.9154282317453557,retro_1
2016,1.2649877604497861,retro_1
